gene_list	rank	go	description	category	logp	logq	enrichment	hits
GC_cluster_12	3	GO:0046395	carboxylic acid catabolic process	GO Biological Processes	-52.0	-49.0	9.3	Acadl|Acadm|Acadvl|Acox1|Mat1a|Arg1|Ass1|Cbs|Cdo1|Ces1g|Cpt1a|Ces1c|Fabp1|Fah|Ftcd|Glul|Glud1|Gnmt|Got1|Got2|Gstz1|Hadh|Hal|Hao1|Hgd|Hpd|Hsd17b4|Ldha|Phyh|Oat|Otc|Pah|Pcx|Pon1|Pipox|Abcd3|Sord|Shmt1|Eci2|Slc27a2|Aass|Ech1|Acaa2|Abhd2|Tdo2|Hacl1|Akr1a1|Hibadh|Cyp4f14|Etfdh|Pccb|Crot|Ehhadh|Sult2a8|Dlst|Acox2|Echs1|Hadha|Kmo|Acad11|Ces1d|Gldc|Aldh6a1|Aldh1l1|Haao|Acat1|Aldh7a1|Etfa|Aldh4a1|Hadhb|Ces1f|Tat|Acaa1b|Uroc1|Abat|Gcdh
GC_cluster_12	4	GO:0006631	fatty acid metabolic process	GO Biological Processes	-44.0	-41.0	6.5	Acadl|Acadm|Acadvl|Acox1|Adh5|Apoe|Baat|Ces1g|Comt|Cp|Cpt1a|Cyp1a2|Cyp2a12|Cyp2a5|Cyp2c29|Cyp2c37|Cyp2d10|Cyp2e1|Cyp2f2|Cyp2j5|Dbi|Ephx1|Ephx2|Ces1c|Fabp1|Acsl1|Fasn|Gpam|Gpx1|Gstm1|Gstp1|Hadh|Hao1|Lipc|Hsd17b4|Lipa|Phyh|Abcd3|Scd1|Mgll|Eci2|Slc27a2|Slc27a5|Abcb11|Angptl3|Ech1|Acaa2|Elovl2|Abhd2|Fads2|Hacl1|Cyp4f14|Etfdh|Pccb|Adipor2|Elovl5|Ubr4|Crot|Ehhadh|Acbd5|Fads1|Cyp2d26|Akr1c6|Acox2|Echs1|Hadha|Cyp4v3|Acad11|Acly|Ces1d|Akr1c14|Cyp2c50|Cyb5a|Acat1|Etfa|Acsm1|Cyp2c70|Hadhb|Ces1f|Acaa1b|Gcdh|Cyp2c54|Acsl5|Gpx4
GC_cluster_12	5	GO:0044283	small molecule biosynthetic process	GO Biological Processes	-39.0	-36.0	5.6	Acox1|Adk|Aldh1a1|Apoa1|Ass1|Baat|Bhmt|Cbs|Cyp8b1|Ephx1|Fabp1|Acsl1|Fasn|Fbp1|G6pc1|Gapdh|Gpd1|Glul|Got1|Got2|Gstm1|Gstp1|Hao1|Hmgcs2|Lipc|Hsd17b4|Lipa|Mdh1|Oat|Otc|Pah|Pck1|Pcx|Pgk1|Pklr|Abcd3|Rbp4|Rgn|Scd1|Sord|Shmt1|Sephs2|Tpi1|Slc27a2|Slc27a5|Slc25a13|Nit2|Elovl2|Abhd2|Fads2|Akr1a1|Dpys|Bhmt2|Coq8a|Elovl5|Ubr4|Insig2|Ehhadh|Errfi1|Dhcr24|Fads1|Acox2|Kmo|Dpyd|Upb1|Cyp27a1|Acly|Haao|Cth|Mthfd1|Asl|Qdpr|Acsm1|Sardh|Akr1d1|Hmgcs1|Slc39a14|Aldob|Ces1f|Sc5d|Acaa1b|Aldh8a1|Gulo|Abat|Cyp2c54
GC_cluster_13	1	GO:0071677	positive regulation of mononuclear cell migration	GO Biological Processes	-4.1	-3.4	11.0	C3ar1|Cxcl10|Ccl27a|Pycard|Pdgfd
GC_cluster_13	2	GO:0071675	regulation of mononuclear cell migration	GO Biological Processes	-3.3	-2.8	7.6	C3ar1|Cxcl10|Ccl27a|Pycard|Pdgfd
GC_cluster_13	3	GO:2000406	positive regulation of T cell migration	GO Biological Processes	-3.2	-2.7	18.0	Cxcl10|Ccl27a|Pycard
GC_cluster_13	4	GO:0050921	positive regulation of chemotaxis	GO Biological Processes	-3.1	-2.6	7.0	C3ar1|Fgf2|Cxcl10|Ccl27a|Pdgfd
GC_cluster_13	5	GO:0002687	positive regulation of leukocyte migration	GO Biological Processes	-3.1	-2.6	6.8	C3ar1|Cxcl10|Ccl27a|Pycard|Pdgfd
GC_cluster_14	1	R-MMU-9909649	Regulation of PD-L1(CD274) transcription	Reactome Gene Sets	-9.6	-8.3	29.0	H3c7|H3c6|H4c6|H2ac20|H2bc8|H2bc12|H2bc13|H4c1
GC_cluster_14	2	R-MMU-9851695	Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes	Reactome Gene Sets	-9.4	-8.1	28.0	H3c7|H3c6|H4c6|H2ac20|H2bc8|H2bc12|H2bc13|H4c1
GC_cluster_14	3	R-MMU-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	Reactome Gene Sets	-9.4	-8.1	28.0	H3c7|H3c6|H4c6|H2ac20|H2bc8|H2bc12|H2bc13|H4c1
GC_cluster_14	4	R-MMU-2299718	Condensation of Prophase Chromosomes	Reactome Gene Sets	-9.3	-8.0	27.0	H3c7|H3c6|H4c6|H2ac20|H2bc8|H2bc12|H2bc13|H4c1
GC_cluster_14	5	R-MMU-9818564	Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	Reactome Gene Sets	-9.1	-7.9	26.0	H3c7|H3c6|H4c6|H2ac20|H2bc8|H2bc12|H2bc13|H4c1
