gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000022057	Adamdec1	6	-0.44254315942984	0.0817358183618743	-5.41431123220104	6.1525070663239e-08	0	6	3.51707268063486	0	0.620805903255302	1.1420850476712e-05	TRUE	FALSE	all_down
ENSMUSG00000038179	Slamf7	6	-0.464579177623132	0.0859348367604794	-5.40617978850677	6.43831714195978e-08	0	6	16.7899344525165	70.2202530084888	0.0049159135138025	1.18186041669242e-05	TRUE	FALSE	all_down
ENSMUSG00000026077	Npas2	6	0.982017944293814	0.181746839788715	5.40321881489347	6.54555298651945e-08	3	3	46.7963678179562	89.3154100774431	6.25126482040267e-09	1.18374216025162e-05	TRUE	FALSE	mixed
ENSMUSG00000033781	Asb13	6	0.218313697409144	0.0404194563422672	5.40120321165356	6.61953860810797e-08	4	2	19.5815052143076	74.4657014602398	0.00149702993017862	1.18374216025162e-05	TRUE	FALSE	mixed
ENSMUSG00000002068	Ccne1	6	-0.540810174356182	0.100149748058649	-5.4000153254452	6.66352042269841e-08	1	5	6.25595525795853	20.0761547384912	0.282104042659285	1.18374216025162e-05	TRUE	FALSE	mixed
ENSMUSG00000056131	Pgm3	6	0.312057374879133	0.0578566153666238	5.39363343157387	6.904700854456e-08	6	0	29.8059470138281	83.2248242349746	1.61039865511796e-05	1.21353790230285e-05	TRUE	FALSE	all_up
ENSMUSG00000040522	Tlr8	6	-0.476194247833981	0.0883627238580383	-5.38908520519382	7.08172272427106e-08	0	6	12.0788526964118	58.6053400462004	0.0337231460212095	1.2315488539756e-05	TRUE	FALSE	all_down
ENSMUSG00000078674	Mup18	6	-0.555735361154464	0.103236009526425	-5.38315422790741	7.31917737190619e-08	1	5	12.6924678690606	60.6065577507736	0.0264375925186353	1.25958468084648e-05	TRUE	FALSE	mixed
ENSMUSG00000027068	Dhrs9	6	0.646109152514626	0.120382591159854	5.36713112992119	7.99988959816966e-08	4	2	95.8894451688073	94.7856617678851	3.8802676490581e-19	1.35255610612269e-05	TRUE	FALSE	mixed
ENSMUSG00000028582	Cc2d1b	6	0.252911064470212	0.0471268075019474	5.36660720036596	8.02315225470755e-08	5	1	16.3468729481369	69.4131102880452	0.00592045216475947	1.35255610612269e-05	TRUE	FALSE	mixed
ENSMUSG00000007833	Aldh16a1	6	0.303529134534275	0.0566174681456931	5.36105100555197	8.27391500586762e-08	4	2	49.8148261514543	89.9628275630266	1.51212418192702e-09	1.3807409071913e-05	TRUE	FALSE	mixed
ENSMUSG00000038831	Ralgps1	6	0.375437704474065	0.0701082655040348	5.35511329191932	8.55028266806315e-08	5	1	35.5738784458191	85.9447431136437	1.15566496949978e-06	1.41259219959071e-05	TRUE	FALSE	mixed
ENSMUSG00000017221	Psmd3	6	0.296299786855652	0.055443406896367	5.34418433934779	9.08251019491545e-08	5	1	20.8819716627228	76.0559008471135	0.000852721389451433	1.48566486069503e-05	TRUE	FALSE	mixed
ENSMUSG00000070873	Lilra5	6	-0.446465167928747	0.083654335047077	-5.33702369013508	9.44846989488047e-08	0	6	10.2673476794947	51.3019315593484	0.0680049244850008	1.52947010952467e-05	TRUE	FALSE	all_down
ENSMUSG00000052040	Klf13	6	-0.381009228190438	0.0714120802967856	-5.33536100064554	9.53546524308702e-08	2	4	20.1209805780491	75.1503164539867	0.00118605342082132	1.52947010952467e-05	TRUE	FALSE	mixed
