tissue	method	accession	term	effect	project
soleus	expimap	OSD-104	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	-0.0038338767499999996	RR-1
soleus	expimap	OSD-104	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.0056928084999999995	RR-1
soleus	expimap	OSD-104	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.03041483166666667	RR-1
soleus	expimap	OSD-104	R-MMU-8875878_MET_PROMOTES_CELL_MOTILITY	-0.0007652677483333333	RR-1
soleus	expimap	OSD-104	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.009914759473333331	RR-1
soleus	expimap	OSD-104	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	-0.004867947420000001	RR-1
soleus	expimap	OSD-104	R-MMU-8939211_ESR_MEDIATED_SIGNALING	-0.0738886483333333	RR-1
soleus	expimap	OSD-104	R-MMU-8948216_COLLAGEN_CHAIN_TRIMERIZATION	-0.010495576866666667	RR-1
soleus	expimap	OSD-104	R-MMU-8951664_NEDDYLATION	-0.0867555265	RR-1
soleus	expimap	OSD-104	R-MMU-8953854_METABOLISM_OF_RNA	-0.049149366666666694	RR-1
soleus	expimap	OSD-104	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	-0.08933641666666636	RR-1
soleus	expimap	OSD-104	R-MMU-8978868_FATTY_ACID_METABOLISM	0.08286148999999998	RR-1
soleus	expimap	OSD-104	R-MMU-8980692_RHOA_GTPASE_CYCLE	-0.003725434133333332	RR-1
soleus	expimap	OSD-104	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	-0.037156907333333336	RR-1
soleus	expimap	OSD-104	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	-0.11052072666666679	RR-1
soleus	expimap	OSD-104	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.04800787166666676	RR-1
soleus	expimap	OSD-104	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	-0.13991572666666652	RR-1
soleus	expimap	OSD-104	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	5.648535666666663e-05	RR-1
soleus	expimap	OSD-104	R-MMU-9012999_RHO_GTPASE_CYCLE	-0.06778091166666655	RR-1
soleus	expimap	OSD-104	R-MMU-9013026_RHOB_GTPASE_CYCLE	-0.0008654755000000007	RR-1
soleus	expimap	OSD-104	R-MMU-9013106_RHOC_GTPASE_CYCLE	-0.00163712125	RR-1
soleus	expimap	OSD-104	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.006274284203333333	RR-1
soleus	expimap	OSD-104	R-MMU-9013149_RAC1_GTPASE_CYCLE	0.08715527333333331	RR-1
soleus	expimap	OSD-104	R-MMU-9013404_RAC2_GTPASE_CYCLE	0.004283228853333335	RR-1
soleus	expimap	OSD-104	R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.0031724677116666666	RR-1
soleus	expimap	OSD-104	R-MMU-9013423_RAC3_GTPASE_CYCLE	-0.004999133573333333	RR-1
soleus	expimap	OSD-104	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.0007448587333333332	RR-1
soleus	expimap	OSD-104	R-MMU-913531_INTERFERON_SIGNALING	-0.09226578833333321	RR-1
soleus	expimap	OSD-104	R-MMU-917937_IRON_UPTAKE_AND_TRANSPORT	-0.0019201326016666668	RR-1
soleus	expimap	OSD-104	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	0.006405418066666666	RR-1
soleus	expimap	OSD-104	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	-0.0011405423000000001	RR-1
soleus	expimap	OSD-104	R-MMU-9609507_PROTEIN_LOCALIZATION	0.12673954183333333	RR-1
soleus	expimap	OSD-104	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	-0.0023506437083333333	RR-1
soleus	expimap	OSD-104	R-MMU-9663891_SELECTIVE_AUTOPHAGY	0.0012628126666666675	RR-1
soleus	expimap	OSD-104	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	-0.0015602770033333335	RR-1
soleus	expimap	OSD-104	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	-0.0477004333333334	RR-1
soleus	expimap	OSD-104	R-MMU-9709957_SENSORY_PERCEPTION	0.25470579833333334	RR-1
soleus	expimap	OSD-104	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.014835426483333334	RR-1
soleus	expimap	OSD-104	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	-0.03395281666666672	RR-1
soleus	expimap	OSD-104	R-MMU-9748784_DRUG_ADME	0.08583819499999998	RR-1
soleus	expimap	OSD-104	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	-0.0005347329833333345	RR-1
soleus	expimap	OSD-104	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	-0.003372131305	RR-1
soleus	expimap	OSD-104	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	-0.018415783833333334	RR-1
soleus	expimap	OSD-104	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.0094728589	RR-1
soleus	expimap	OSD-104	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	0.006851169083333334	RR-1
soleus	expimap	OSD-104	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	-0.0016347175933333331	RR-1
soleus	expimap	OSD-104	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	-0.0007462764833333331	RR-1
soleus	expimap	OSD-104	R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	0.0004540166649999993	RR-1
soleus	expimap	OSD-104	R-MMU-9769740_COAGULATION_PATHWAY	-0.051946984333333335	RR-1
soleus	expimap	OSD-104	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	-0.1829511388333333	RR-1
soleus	expimap	OSD-104	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	-0.032166004999999886	RR-1
soleus	expimap	OSD-104	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.009285108666666663	RR-1
soleus	expimap	OSD-104	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.005053799999999997	RR-1
soleus	expimap	OSD-104	R-MMU-983189_KINESINS	0.07829231833333333	RR-1
soleus	expimap	OSD-104	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	-0.011783454650000002	RR-1
soleus	expimap	OSD-104	R-MMU-9833482_PKR_MEDIATED_SIGNALING	-0.0008482132033333332	RR-1
soleus	expimap	OSD-104	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-0.06911573749999994	RR-1
soleus	expimap	OSD-104	R-MMU-983712_ION_CHANNEL_TRANSPORT	0.0997595333333332	RR-1
soleus	expimap	OSD-104	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	-0.002295603065	RR-1
soleus	expimap	OSD-104	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	-0.00016163911166666668	RR-1
soleus	expimap	OSD-104	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	0.0011329514999999998	RR-1
soleus	expimap	OSD-104	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	-0.002862326216666667	RR-1
soleus	expimap	OSD-104	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	-0.006516028255	RR-1
soleus	expimap	OSD-104	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	-0.0010012965833333326	RR-1
soleus	expimap	OSD-104	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	-0.013897492139999997	RR-1
soleus	expimap	OSD-104	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	-0.0006189029933333333	RR-1
soleus	expimap	OSD-104	R-MMU-9913351_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC	-0.0008184563016666669	RR-1
soleus	expimap	OSD-104	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.0012630841849999997	RR-1
soleus	expimap	OSD-104	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.03418451166666664	RR-1
soleus	expimap	OSD-104	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.006972365233333333	RR-1
soleus	expimap	OSD-104	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	0.003389243078333334	RR-1
soleus	expimap	OSD-104	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	0.002891972516666667	RR-1
soleus	expimap	OSD-104	R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	-0.12806780166666665	RR-1
soleus	expimap	OSD-104	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	0.005670151526166669	RR-1
soleus	expimap	OSD-104	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	0.0033439654666666675	RR-1
soleus	expimap	OSD-714	R-MMU-109581_APOPTOSIS	0.6377724441666668	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-109582_HEMOSTASIS	0.546346316666666	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	0.005921811257777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	0.0005038418888888892	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-111885_OPIOID_SIGNALLING	-7.592052777777823e-05	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	-0.0013817166749999967	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.50768865875	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-112316_NEURONAL_SYSTEM	-0.13055210000000006	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-114608_PLATELET_DEGRANULATION	0.6017505602222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	0.012975058075555554	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	-0.3090021944305555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	-0.2748415277777778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	-0.029426284027777805	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	0.21034248055555538	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1296071_POTASSIUM_CHANNELS	-0.4806634302777778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1296072_VOLTAGE_GATED_POTASSIUM_CHANNELS	-0.005551361305555558	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	-0.0017697572336111116	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	-0.004289016734722222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	-0.5480081446944443	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1430728_METABOLISM	0.5263178749999993	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1433557_SIGNALING_BY_SCF_KIT	-0.003059485856666666	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1442490_COLLAGEN_DEGRADATION	0.8685281359722222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.274843936111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.05932672222222246	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1474290_COLLAGEN_FORMATION	0.1906871005555556	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.011820334211666665	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1483249_INOSITOL_PHOSPHATE_METABOLISM	0.04277807272222223	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	0.028695774158611107	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1500931_CELL_CELL_COMMUNICATION	0.11003593333333317	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.1055230892777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	0.37134439305555544	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-157579_TELOMERE_MAINTENANCE	0.0006598241638888884	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	-0.3757907228055555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-162582_SIGNAL_TRANSDUCTION	0.27460910000000016	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	-0.16484269055555556	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.3644857954722222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1632852_MACROAUTOPHAGY	-0.01740058611111106	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	0.00780074711666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1640170_CELL_CYCLE	0.960072966666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	-0.16709297083333308	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	-0.012238469458055557	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1660499_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	-0.003222862473611111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	-0.010749534147222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-166520_SIGNALING_BY_NTRKS	0.003151660530555555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-166658_COMPLEMENT_CASCADE	-0.028058197777777766	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	0.9850353002777774	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	-0.011013708527777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168164_TOLL_LIKE_RECEPTOR_3_TLR3_CASCADE	0.017285341624444443	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	-0.004340000934777778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168249_INNATE_IMMUNE_SYSTEM	-0.6213969377777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168256_IMMUNE_SYSTEM	1.3468010833333333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168643_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.005375134274999999	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	0.7912546497222224	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	-0.009100689282222225	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.6627774371111113	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1852241_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	0.004848034652777778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-186797_SIGNALING_BY_PDGF	0.4492631830555555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-190236_SIGNALING_BY_FGFR	0.019177731944444443	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-190828_GAP_JUNCTION_TRAFFICKING	-0.0030284591986111118	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	-0.001733259202222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	-0.0032929681333333334	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-194138_SIGNALING_BY_VEGF	-0.16348973383333332	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	0.7539187366666665	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-195258_RHO_GTPASE_EFFECTORS	-0.004486213333333322	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-195721_SIGNALING_BY_WNT	-0.14338321694444442	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	-0.013804770572222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	-0.354793985863889	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-1971475_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	-0.0009583090611111119	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.39079293647222224	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	-0.004507774770222223	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-199977_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	0.00793855176111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-199991_MEMBRANE_TRAFFICKING	0.45217387499999995	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	-0.22522164972222236	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.018515421277777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-202403_TCR_SIGNALING	0.011864961300000003	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-202424_DOWNSTREAM_TCR_SIGNALING	0.002690830580555555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-202433_GENERATION_OF_SECOND_MESSENGER_MOLECULES	-0.00782553840888889	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.3655836209444445	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.018351822683333335	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2029482_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION	-0.0028027254	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	-0.00024084784444444382	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-211859_BIOLOGICAL_OXIDATIONS	-0.5690691706666666	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	-0.40522437902777775	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.0036862244499999983	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	-0.015923429277777776	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	-0.17943052499999967	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	-0.1892133130555556	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	-0.007068987397222224	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.04686765472222221	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.0028572145544444446	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	-0.0019996371511111105	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	0.32446702222222257	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.022748979451666672	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2404192_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	-0.012445455655555555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2428928_IRS_RELATED_EVENTS_TRIGGERED_BY_IGF1R	-0.0023279763611111157	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	0.002242331727222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	-0.0017358610000000017	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.0038252382827777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	0.0009425875805555498	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2559583_CELLULAR_SENESCENCE	0.14015392000000004	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	0.030583887	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	-0.18386850333333332	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-2990846_SUMOYLATION	-0.008147646457500001	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.18769054694444454	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3000178_ECM_PROTEOGLYCANS	-0.006872493647222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	0.0009647998141666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	0.00021254742088888862	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3214847_HATS_ACETYLATE_HISTONES	6.978998105555557e-05	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	0.005235513631666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	0.03395404714555556	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	-0.010853738872222221	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.00042912357111111153	MHU-1, MHU-4, MHU-5
