tissue	method	accession	term	effect	project
soleus	expimap	OSD-714	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	0.00549288497527778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-372790_SIGNALING_BY_GPCR	1.3723118028333332	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	-0.4658950777777776	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-373755_SEMAPHORIN_INTERACTIONS	-0.005157852718611111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-373760_L1CAM_INTERACTIONS	-0.025005128375	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.0008103735486111116	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	-0.0015591066666668096	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	-0.0009544175275000002	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.3019424161388888	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	0.45800678611111145	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	-0.26693179171666664	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	-0.17926880472222229	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	0.008124931416666674	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-389356_CO_STIMULATION_BY_CD28	-0.0014182028055555553	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-389948_CO_INHIBITION_BY_PD_1	-0.2682638360833333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	0.6578585916666666	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-392499_METABOLISM_OF_PROTEINS	0.3713671472222213	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-397014_MUSCLE_CONTRACTION	-0.5100773888888881	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	0.01972528572222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	-0.006763957298055555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	0.026176195274999998	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	-0.39730767862777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	0.03354942389722223	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-419037_NCAM1_INTERACTIONS	-0.002291938619444444	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	0.46714157377777776	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	0.0010698955183333332	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-422475_AXON_GUIDANCE	-0.004190601472222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-0.574259236388889	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-428157_SPHINGOLIPID_METABOLISM	0.017842556666666662	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-437239_RECYCLING_PATHWAY_OF_L1	0.001775431313888888	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	0.002903354022222221	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	0.011262564043111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.004630556186944447	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	-0.06937340555555505	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	0.23831404583333338	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-451927_INTERLEUKIN_2_FAMILY_SIGNALING	-0.004855649381111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	0.003139845533333338	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.011076919208333334	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-4839726_CHROMATIN_ORGANIZATION	-0.04032619999999998	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-500792_GPCR_LIGAND_BINDING	0.30242899972222237	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-512988_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	-0.001786346111111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5173105_O_LINKED_GLYCOSYLATION	-0.17436275972222226	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	-0.11237492333333327	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	-0.004632569445277778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-556833_METABOLISM_OF_LIPIDS	-0.6773101061111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5576891_CARDIAC_CONDUCTION	-0.33502441922222226	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5578775_ION_HOMEOSTASIS	0.012069874732833333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5610787_HEDGEHOG_OFF_STATE	0.002472368385833334	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5617833_CILIUM_ASSEMBLY	0.061472299999999924	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	-0.00047291698611110974	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5626467_RHO_GTPASES_ACTIVATE_IQGAPS	-0.0051412284266666676	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	0.0060626873138888895	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	-0.009896046611111112	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	0.19218111944444427	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5654736_SIGNALING_BY_FGFR1	0.003886316955555552	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	-0.0038764925555555517	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.3298844764033333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	0.2972303861111112	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	0.09071311833888888	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	0.5288693383888888	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5688426_DEUBIQUITINATION	0.053385317922222224	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5689603_UCH_PROTEINASES	-0.0026300897677777775	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	-0.0009745420658333328	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	0.019890500033333335	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	-0.0024255037972222213	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5693565_RECRUITMENT_AND_ATM_MEDIATED_PHOSPHORYLATION_OF_REPAIR_AND_SIGNALING_PROTEINS_AT_DNA_DOUBLE_STRAND_BREAKS	-0.007372847547222221	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	-0.01663602830922222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	0.020744135722222237	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.010292123594444442	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	-0.5394436728055555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.007380469275000002	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	1.0742387280555556	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	-0.04221536277777782	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6805567_KERATINIZATION	0.22141712527777785	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6806667_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	-0.005582524922222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6806834_SIGNALING_BY_MET	-0.0028862353888888873	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6807878_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	0.0029157963291666666	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.5139447361111109	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	-0.00599488171361111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	0.006060870461111114	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	0.003155427201388889	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-68875_MITOTIC_PROPHASE	-0.020386246766666668	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-68877_MITOTIC_PROMETAPHASE	0.00812659051111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-68882_MITOTIC_ANAPHASE	-0.017460755875	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-68886_M_PHASE	-0.03372293307222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.022356148631944444	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69236_G1_PHASE	-0.0008645869255555555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69242_S_PHASE	0.0058080739027777765	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69275_G2_M_TRANSITION	0.0016939923311111113	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69278_CELL_CYCLE_MITOTIC	0.13875150333333353	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69473_G2_M_DNA_DAMAGE_CHECKPOINT	-0.0006994976799999985	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69481_G2_M_CHECKPOINTS	0.015521413360777779	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69618_MITOTIC_SPINDLE_CHECKPOINT	-0.0029941763833333333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-69620_CELL_CYCLE_CHECKPOINTS	0.02261117802222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.4946782420000001	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	-0.49361405052777774	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	0.06385163888888878	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73884_BASE_EXCISION_REPAIR	0.009916448669444444	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73886_CHROMOSOME_MAINTENANCE	-0.016407788680777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	-0.08439908805555552	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73894_DNA_REPAIR	0.32460510611111104	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73927_DEPURINATION	0.005705383348333334	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-73929_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.0021461815603888885	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	0.5270630388888886	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.48870711066666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	-0.5212232127777777	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-774815_NUCLEOSOME_ASSEMBLY	-0.016158431944444444	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8852276_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	0.010526245719444445	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.0031709907891666663	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	-0.012029764847222218	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.17128747099444444	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8875878_MET_PROMOTES_CELL_MOTILITY	-0.00014931792222222257	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	-0.007623731972222218	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	-0.010903892058333331	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8939211_ESR_MEDIATED_SIGNALING	-0.05957218888888888	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8948216_COLLAGEN_CHAIN_TRIMERIZATION	0.0022046892683333314	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8951664_NEDDYLATION	-0.31909048924444444	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8953854_METABOLISM_OF_RNA	0.012354211666666615	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	0.08130985833333293	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8978868_FATTY_ACID_METABOLISM	-0.9341281497222221	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-8980692_RHOA_GTPASE_CYCLE	0.003601051416666664	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	-0.0036623369944444595	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	0.24455765194444434	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	-0.2075375122222224	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.2065139213888889	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	4.7979261111111976e-05	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9012999_RHO_GTPASE_CYCLE	0.4801670383333333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013026_RHOB_GTPASE_CYCLE	-0.005920361400000001	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013106_RHOC_GTPASE_CYCLE	0.0007689749030555578	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013148_CDC42_GTPASE_CYCLE	-0.0021236842527777786	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013149_RAC1_GTPASE_CYCLE	-0.286870202875	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013404_RAC2_GTPASE_CYCLE	-0.0011293783108333334	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013406_RHOQ_GTPASE_CYCLE	-0.0017392654293888886	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9013423_RAC3_GTPASE_CYCLE	-0.0025382123916666654	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.003469794896666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-913531_INTERFERON_SIGNALING	0.04800930222222227	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-917937_IRON_UPTAKE_AND_TRANSPORT	0.005620255811111111	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	0.009666322316666665	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.002621796609166667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9609507_PROTEIN_LOCALIZATION	-0.26973350144444447	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	0.003576426301	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9663891_SELECTIVE_AUTOPHAGY	0.0016429305833333373	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.003297167480555555	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	-0.3288050888888887	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9709957_SENSORY_PERCEPTION	0.017944125833333324	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.004714732349999999	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.32141407576111114	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9748784_DRUG_ADME	-0.10360117969444445	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.005732512722222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.00904490147222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	-0.011663321126111115	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	-0.007693899547222221	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	-0.003309070597222222	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0057290757175	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.005600673441666667	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	0.0017098014552777772	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9769740_COAGULATION_PATHWAY	-0.05960509319444445	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	0.3999462913888888	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.6469280183333332	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.011486747624444446	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.021830883611111185	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-983189_KINESINS	0.19856776066666668	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	-0.011822399599444443	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9833482_PKR_MEDIATED_SIGNALING	0.0015108582238888887	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.23353540561111114	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-983712_ION_CHANNEL_TRANSPORT	-0.24896046194444443	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	-0.007401063666666664	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.012980212099444445	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	-0.00026203365277777634	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	-0.0052181711445	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.003123483318888889	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	-0.0021833755866666653	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	0.009699117791666666	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	-0.001076986847222225	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9913351_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC	-0.01691023415777778	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	-0.010421654493333335	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.15288553083333334	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	-0.004356539083333333	MHU-1, MHU-4, MHU-5
soleus	expimap	OSD-714	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	-0.0001614400472222232	MHU-1, MHU-4, MHU-5
