gene_cluster	n_genes	direction	rank	id.accession	mean_expression	z_score_across_studies
13	611	low	13	OSD-137	305.8927	0.6157360082738512
13	611	low	14	OSD-245	318.8939	0.7337324815324414
13	611	low	15	OSD-463	357.10965	1.0805715212312366
13	611	low	16	OSD-168	413.95648	1.596502778032965
13	611	low	17	OSD-273	533.09375	2.6777704836029477
14	1260	high	1	OSD-322	1.0320503	2.1656650309431984
14	1260	high	2	OSD-235	0.9856191	2.0189163256469884
14	1260	high	3	OSD-294	0.8574868	1.6139461949670677
14	1260	high	4	OSD-168	0.62242067	0.8710050210045056
14	1260	high	5	OSD-273	0.353469	0.020966483130114184
14	1260	high	6	OSD-48	0.33809525	-0.027623213195795943
14	1260	high	7	OSD-379	0.3126365	-0.10808718141026989
14	1260	high	8	OSD-242	0.2557971	-0.2877316523654332
14	1260	high	9	OSD-245	0.23419423	-0.35600887120066316
14	1260	high	10	OSD-463	0.21958527	-0.40218140100226457
14	1260	high	11	OSD-137	0.1882716	-0.5011502092728404
14	1260	high	12	OSD-173	0.12738095	-0.6935989086849739
14	1260	high	13	OSD-47	0.11681097	-0.727005990130356
14	1260	high	14	OSD-164	0.08373016	-0.8315599546552855
14	1260	high	15	OSD-49	0.06948854	-0.8765714834617908
14	1260	high	16	OSD-686	0.05352734	-0.9270178521745069
14	1260	high	17	OSD-457	0.04563492	-0.9519623381376935
14	1260	low	1	OSD-457	0.04563492	-0.9519623381376935
14	1260	low	2	OSD-686	0.05352734	-0.9270178521745069
14	1260	low	3	OSD-49	0.06948854	-0.8765714834617908
14	1260	low	4	OSD-164	0.08373016	-0.8315599546552855
14	1260	low	5	OSD-47	0.11681097	-0.727005990130356
14	1260	low	6	OSD-173	0.12738095	-0.6935989086849739
14	1260	low	7	OSD-137	0.1882716	-0.5011502092728404
14	1260	low	8	OSD-463	0.21958527	-0.40218140100226457
14	1260	low	9	OSD-245	0.23419423	-0.35600887120066316
14	1260	low	10	OSD-242	0.2557971	-0.2877316523654332
14	1260	low	11	OSD-379	0.3126365	-0.10808718141026989
14	1260	low	12	OSD-48	0.33809525	-0.027623213195795943
14	1260	low	13	OSD-273	0.353469	0.020966483130114184
14	1260	low	14	OSD-168	0.62242067	0.8710050210045056
14	1260	low	15	OSD-294	0.8574868	1.6139461949670677
14	1260	low	16	OSD-235	0.9856191	2.0189163256469884
14	1260	low	17	OSD-322	1.0320503	2.1656650309431984
