gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000040037	-0.62833774	-0.073867306	-0.02207053	0
ENSMUSG00000055720	-0.39451194	-0.035218976	-0.055446714	0
ENSMUSG00000060688	-0.63053316	-0.07359035	-0.02210365	0
ENSMUSG00000050213	-0.48567322	-0.052947473	-0.020371798	0
ENSMUSG00000054423	-0.62600726	-0.0737892	-0.021939142	0
ENSMUSG00000053914	-0.62984735	-0.073542565	-0.02218412	0
ENSMUSG00000017211	-0.6275572	-0.07364297	-0.02110903	0
ENSMUSG00000097520	-0.62586427	-0.074911036	-0.021596875	0
ENSMUSG00000019944	0.6061331	-0.045159947	-0.035020825	0
ENSMUSG00000034893	-0.2941201	-0.04485423	0.022577362	0
ENSMUSG00000034269	0.1255463	-0.07401349	0.21586087	0
ENSMUSG00000044339	-0.6017815	-0.062274754	-0.030073566	0
ENSMUSG00000027575	-0.37697202	-0.03759239	-0.05737999	0
ENSMUSG00000085162	-0.6269695	-0.07324713	-0.02129242	0
ENSMUSG00000040247	-0.6129174	-0.07744337	-0.024514839	0
ENSMUSG00000090862	1.3958104	0.096196756	0.39362276	0
ENSMUSG00000023106	-0.14441942	0.010494619	0.04654932	0
ENSMUSG00000075201	-0.63055485	-0.073583916	-0.02209728	0
ENSMUSG00000054598	-0.61778194	-0.073683664	-0.014056075	0
ENSMUSG00000006276	-0.388947	-0.048284885	-0.018385254	0
ENSMUSG00000038199	-0.6305002	-0.07358289	-0.022105841	0
ENSMUSG00000060187	-0.6305423	-0.07356108	-0.022093398	0
ENSMUSG00000047502	-0.6285911	-0.07288454	-0.022281954	0
ENSMUSG00000059689	-0.4639732	-0.050421838	-0.029153507	0
ENSMUSG00000036737	-0.13313204	-0.061638188	-0.016233161	0
ENSMUSG00000033379	0.33045825	0.11009597	-0.12788153	0
ENSMUSG00000040749	-0.6180877	-0.07477219	-0.02131952	0
ENSMUSG00000096714	-0.62746286	-0.07391929	-0.0191439	0
ENSMUSG00000112223	-0.63058347	-0.07357243	-0.02208682	0
ENSMUSG00000039936	-0.5618469	-0.0759153	-0.033539914	0
ENSMUSG00000062433	-0.6305708	-0.073578104	-0.02209135	0
ENSMUSG00000060450	0.2680819	-0.11241679	0.11320614	0
ENSMUSG00000091204	-0.6305666	-0.07358104	-0.022095403	0
ENSMUSG00000075113	-0.6268222	-0.074407235	-0.019780587	0
ENSMUSG00000027530	-0.6264232	-0.07399997	-0.022526484	0
ENSMUSG00000041135	-0.5162297	-0.068773575	0.018905539	0
ENSMUSG00000018340	0.8778073	-0.08342584	-0.31023988	0
ENSMUSG00000017299	-0.5233597	-0.064987525	-0.04354296	0
ENSMUSG00000057230	-0.22696139	-0.054891385	0.013515956	0
