gene	gene_cluster	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
ENSMUSG00000030364	1	2.8376946	-0.09428792	0.25004795	0.5001213	-0.42561558	-0.49402016	-0.17297229	0.0017619367	0.08391522	-0.009800069
ENSMUSG00000031490	0	-0.15677159	-0.6232327	-1.5138177	-1.168181	1.5029114	-0.29269806	0.6051023	-0.005712986	0.57324725	-0.026030965
ENSMUSG00000039098	1	3.8565216	0.47796533	0.26774737	0.5279338	-0.26705503	-0.0095330225	-0.24022566	-0.03973097	-0.052345686	-0.035342593
ENSMUSG00000061068	1	3.8391953	0.51435345	0.27791634	0.453677	-0.20748065	-0.0011674516	-0.21857002	-0.038301032	-0.04243037	-0.030318022
ENSMUSG00000048905	1	3.5807388	0.32765886	0.24013422	0.38374105	-0.025157867	-0.05314269	-0.18930222	-0.0059372745	-0.0018562968	-0.016637616
ENSMUSG00000050919	1	3.0111625	-0.27043816	0.24830341	0.16750927	-0.06415694	0.10470589	-0.014883028	0.01994333	-0.025345318	0.040746536
ENSMUSG00000015095	0	0.77289605	-0.4421937	-2.8591945	-0.9521559	-0.74987435	0.5837167	0.7157162	-0.2554241	0.50456923	-0.09938591
ENSMUSG00000007411	10	-9.065442	-2.0648413	-1.7961842	-0.56864333	3.0029302	-1.709235	0.16571955	0.21443334	0.047310196	-0.1869258
ENSMUSG00000054702	14	0.20647109	-2.9189544	1.4193424	0.44692746	1.0462055	-0.57506853	0.24776362	0.20978872	-0.13070261	0.19300532
ENSMUSG00000025389	1	3.823678	0.45199552	0.28179446	0.5172796	-0.2562899	-0.015607701	-0.23549274	-0.03479045	-0.052237682	-0.03176395
ENSMUSG00000034520	1	3.6793134	0.34106478	0.27802342	0.43865147	-0.19550653	-0.004711929	-0.19549313	-0.023121169	-0.04023058	-0.01799842
ENSMUSG00000094254	1	3.8520393	0.47386086	0.26985747	0.5277153	-0.26372454	-0.011242589	-0.24013682	-0.03882953	-0.052198395	-0.034952607
ENSMUSG00000104117	1	3.8066037	0.43869308	0.2665149	0.49658057	-0.21809457	-0.0050941296	-0.22566083	-0.034180485	-0.04600157	-0.030315895
ENSMUSG00000096822	14	-0.88012755	-2.5034096	1.3842535	0.9256233	3.7126458	-2.1232977	-0.002332482	0.13174485	0.2881784	0.016065758
ENSMUSG00000036632	14	-3.1761756	-3.3305418	2.1307893	-1.353995	-1.6151897	-0.37415645	0.74579144	0.35508302	-0.40048027	0.42898124
ENSMUSG00000045052	1	3.855344	0.47835627	0.26737577	0.5272412	-0.26419133	-0.01069589	-0.24034931	-0.03941188	-0.051689368	-0.035356697
ENSMUSG00000029669	4	-18.887781	-4.2537384	6.163968	0.9673861	2.2110825	0.37396666	-0.6585499	-0.4654715	0.098489955	-0.3745321
ENSMUSG00000046079	8	-4.674762	-2.9057882	-4.208014	-0.06488836	1.8647428	0.12992254	0.6429297	0.06278794	0.29189527	-0.13560598
ENSMUSG00000079566	1	3.8549893	0.4744473	0.26794317	0.52939755	-0.26676008	-0.009537477	-0.24021396	-0.03960423	-0.0525434	-0.035269517
ENSMUSG00000027434	1	3.8408155	0.46183023	0.27426997	0.5262343	-0.26198155	-0.01241247	-0.23820676	-0.03766598	-0.052545376	-0.033831667
ENSMUSG00000036510	1	3.797058	0.43604967	0.28823036	0.5126829	-0.23137513	-0.029441003	-0.23466417	-0.030303977	-0.047828965	-0.030401759
ENSMUSG00000030615	9	-9.050832	-2.4081182	8.946026	-2.995287	-3.849764	-1.8089118	0.76902425	0.25580174	-0.7291266	0.95593095
ENSMUSG00000029001	1	3.594748	0.3581298	0.13104767	0.36226022	-0.34819326	0.0076282257	-0.1471718	-0.054246604	-0.0021617282	-0.022814387
ENSMUSG00000109270	1	3.7960248	0.44948557	0.24289009	0.48689994	-0.19002225	-0.014596941	-0.22670966	-0.032525968	-0.035204474	-0.031976942
ENSMUSG00000051503	1	3.7628965	0.43119726	0.24461097	0.47220266	-0.16125505	-0.023082172	-0.22252707	-0.027331643	-0.030017952	-0.029489215
ENSMUSG00000101005	1	3.8602273	0.48177713	0.26662934	0.52871853	-0.26810965	-0.009275728	-0.24094236	-0.04010905	-0.052346192	-0.03570653
ENSMUSG00000031715	4	-12.916702	-4.9768386	1.8344065	-0.19066024	2.512239	0.0059635327	-0.049133535	0.22788349	-0.33808962	-0.27559072
ENSMUSG00000051748	3	-21.411894	7.546186	21.515352	-2.1083124	-5.359814	0.59253836	0.29654393	-0.9587864	1.2689793	0.19902726
ENSMUSG00000030166	1	2.7506716	-0.08766599	0.06949803	-0.081913814	0.17093012	-0.04879615	0.029639347	0.029295767	0.10224933	0.03136912
ENSMUSG00000023923	14	-0.38367635	-2.5482514	0.0073788245	-0.4833921	1.472429	0.043648366	0.5349884	0.18934004	0.09602049	0.12205504
ENSMUSG00000032202	1	3.1483855	0.1712644	0.2947731	-0.042772647	0.031895988	0.040852558	-0.040244497	0.040562864	0.005508006	0.03920798
ENSMUSG00000078575	1	3.8566575	0.479808	0.26710194	0.5272288	-0.2647709	-0.0104324045	-0.2404935	-0.039561085	-0.051746488	-0.035455417
ENSMUSG00000042821	1	3.8078573	0.44939494	0.21084715	0.49373284	-0.2946593	0.008627025	-0.21743138	-0.04710411	-0.039554555	-0.034198288
ENSMUSG00000074006	1	3.8277209	0.45724237	0.25367093	0.5145231	-0.25143224	-0.008929024	-0.23268804	-0.038687665	-0.046101555	-0.03394244
ENSMUSG00000048439	1	3.1546967	0.06652598	0.08917201	0.14643878	0.07358236	-0.009947501	-0.06278232	0.0041931504	0.0575639	0.0077946503
ENSMUSG00000001657	1	3.7477071	0.36726394	0.31073165	0.5111449	-0.24801084	-0.023333544	-0.2224846	-0.02772014	-0.054911897	-0.024452172
ENSMUSG00000064156	1	3.8271227	0.4516622	0.28365284	0.5226624	-0.2658085	-0.016025284	-0.23632129	-0.035920233	-0.053586498	-0.03218177
ENSMUSG00000060681	0	0.9473501	-1.9870166	0.44659808	-0.2695202	0.43144098	0.16774252	0.38881597	0.14205323	-0.04428023	0.1580455
ENSMUSG00000045404	1	3.7103782	0.40543643	0.27446675	0.4512114	-0.25062707	-0.031808496	-0.21017425	-0.027076408	-0.03720116	-0.0231294
ENSMUSG00000022283	2	-15.818881	2.1509116	-5.0946045	-0.97947943	-2.2457776	0.9131082	-0.6839417	0.03166245	-0.19724001	-0.016573181
ENSMUSG00000006333	3	-18.774088	5.927128	9.333979	-4.4114676	-8.468943	-0.22363879	-0.14684899	-0.7178135	0.334667	-0.007869083
ENSMUSG00000035172	1	3.039108	-0.06771532	-0.5716625	-0.0430036	0.18463536	0.32554495	0.12108369	-0.08844608	0.16062517	-0.01548067
ENSMUSG00000038072	14	0.28206933	-1.4123602	0.22402517	-0.5882946	1.8100444	-0.52918893	0.32515466	0.19743659	0.25940365	0.08497147
ENSMUSG00000029151	1	3.798617	0.47820246	0.22855708	0.47185406	-0.2214566	-0.016687615	-0.22283503	-0.03733003	-0.030684462	-0.03321066
ENSMUSG00000039126	1	3.4147968	0.2399744	0.3371319	0.23240525	0.06118005	-0.033599213	-0.13106012	0.016574383	-0.0067528835	0.009349452
ENSMUSG00000020871	1	3.8245986	0.43398666	0.25173438	0.5178752	-0.26910657	0.0066674748	-0.22725515	-0.04107683	-0.05112441	-0.03266845
ENSMUSG00000006010	9	-7.2946773	-4.479281	1.248326	-0.9804059	-0.13225536	-0.8133985	0.6239776	0.36436647	-0.32410103	0.16988061
ENSMUSG00000067825	14	-1.0526732	-0.8081176	-2.3478668	-0.66828567	1.528512	-0.8633681	0.4278568	-0.015559478	0.7258987	-0.08075771
ENSMUSG00000022864	0	1.258181	-1.0871642	0.05047663	-0.17098656	-0.039883576	-0.3931646	0.18524925	0.08154627	0.16287723	0.075358056
ENSMUSG00000022455	1	3.8468747	0.4740571	0.26954043	0.52347493	-0.2584604	-0.013462917	-0.23928241	-0.03808808	-0.050661977	-0.034634825
ENSMUSG00000089774	14	0.087074116	-1.854064	0.26104063	-0.40556076	1.9763082	-0.46366605	0.3340425	0.21029945	0.21054123	0.09333752
ENSMUSG00000062232	10	-7.90568	-1.2711222	-2.025311	-0.66273654	4.8129416	-1.7726097	0.17243035	0.19364513	0.23587464	-0.1918932
ENSMUSG00000021003	0	2.3651738	-0.4848603	0.16944155	-0.06120449	0.4273565	-0.120755926	0.055864632	0.078243956	0.101289764	0.051964168
ENSMUSG00000056476	1	2.751165	-0.6523445	-0.014339604	0.39349046	-0.17502782	0.032356113	0.002574856	-0.022442773	0.03250419	0.01663491
ENSMUSG00000049502	10	-13.76234	-2.823775	-2.5909212	-0.009196065	0.15308547	0.22138941	-0.2262549	0.12758325	-0.311313	-0.27533135
ENSMUSG00000023272	2	-7.9863167	7.2524834	-6.0407047	-1.1296278	-3.4732747	-5.785074	-0.21764326	-0.31805715	0.8027101	-0.1222068
ENSMUSG00000028029	14	-1.0273418	-1.398654	1.1975511	-1.6579866	-0.4540983	-0.46180335	0.63792473	0.25630888	-0.03159459	0.26605117
ENSMUSG00000024811	4	-14.9159565	-2.0560997	2.507445	-0.95744985	3.3743405	-0.6838823	-0.5345567	0.07712266	-0.1179456	-0.42242688
ENSMUSG00000063049	0	2.729774	-0.5204941	-0.08905167	0.10193934	-0.1581752	0.19933483	0.08685846	-0.01943402	0.034012742	0.034020685
ENSMUSG00000043529	1	3.8441901	0.46874198	0.27265695	0.5255024	-0.26075798	-0.013900811	-0.23921958	-0.037784763	-0.051646274	-0.034304492
ENSMUSG00000026736	1	3.8253846	0.44660127	0.2793917	0.5222366	-0.26390535	-0.012563742	-0.23513407	-0.036147486	-0.053378157	-0.0320885
ENSMUSG00000038909	14	-0.1263117	-2.1277292	-1.523464	-0.48809385	0.98826396	0.38807783	0.6384439	0.007768313	0.30457076	0.018538829
ENSMUSG00000096753	1	3.853582	0.477762	0.26572496	0.525691	-0.26173705	-0.010570408	-0.23989297	-0.039224435	-0.051018167	-0.03528241
ENSMUSG00000036459	1	3.6362257	0.30259463	0.20890595	0.3888382	-0.2629435	0.05009002	-0.15948606	-0.03638225	-0.035010263	-0.014558796
ENSMUSG00000100505	1	3.8497307	0.47315538	0.26419976	0.5269957	-0.26384935	-0.011338976	-0.23945901	-0.0393721	-0.050616127	-0.035267763
ENSMUSG00000097537	1	3.4967666	0.25501576	0.24889831	0.3663005	0.022561356	-0.065523036	-0.17987727	0.0057945237	0.0032334866	-0.0104189
ENSMUSG00000024770	1	3.8403842	0.46272352	0.2739393	0.5260384	-0.25931433	-0.013643093	-0.23864284	-0.03732308	-0.051990803	-0.033903934
ENSMUSG00000039372	1	3.5739715	0.18130629	0.3600004	0.4877269	-0.1843599	-0.03737055	-0.19634084	-0.006441928	-0.056584492	-0.0081145605
ENSMUSG00000030386	0	1.0344172	-1.9104252	0.84077483	-0.1154438	0.33333477	-0.08480258	0.25961486	0.19581963	-0.094704576	0.17809993
ENSMUSG00000034139	1	3.8394182	0.47900483	0.28209105	0.51331824	-0.26009524	-0.01800266	-0.23877732	-0.03533676	-0.051813558	-0.03290768
ENSMUSG00000057967	1	3.8418489	0.4731098	0.27351183	0.5116827	-0.260483	-0.008089126	-0.23361044	-0.0388053	-0.051239353	-0.0331781
ENSMUSG00000001910	0	0.6650577	-0.1598321	-3.5053835	-0.96082884	-1.1235895	0.60148406	0.68985444	-0.2821739	0.55693495	-0.1442254
ENSMUSG00000057982	9	-5.4043093	-3.3399875	1.6686506	-0.6986763	1.6221336	-2.073834	0.38119623	0.35217366	-0.044913597	0.16577908
ENSMUSG00000064179	7	6.107284	9.033948	0.16385576	-5.9461637	4.5184298	2.6078584	2.1664326	-1.1534821	0.42802793	0.004258394
ENSMUSG00000054630	5	-27.067924	-4.630343	7.0673027	14.157802	1.1439036	-0.11548152	0.91950893	-2.1676214	1.0082799	0.3109783
ENSMUSG00000112920	1	2.8054445	-0.4639479	0.43530655	0.16439477	0.044729024	0.03270456	-0.019250441	0.07052969	-0.05135125	0.06522704
ENSMUSG00000070335	1	3.8578117	0.4789955	0.2678985	0.5289234	-0.26772967	-0.009890888	-0.24075721	-0.039780818	-0.052472305	-0.035483837
ENSMUSG00000079008	1	3.846887	0.47045603	0.27138984	0.5259801	-0.26207456	-0.012600684	-0.23937379	-0.03820807	-0.051851787	-0.034510445
ENSMUSG00000027474	1	3.5832477	0.26916778	0.014223313	0.3906869	-0.2862302	0.062404234	-0.13467611	-0.063649975	0.011687566	-0.02863277
ENSMUSG00000017969	1	3.66789	0.3736161	0.22609594	0.3616912	-0.20724417	0.035257008	-0.1587914	-0.038173582	-0.025921209	-0.016738176
ENSMUSG00000020020	1	3.7585008	0.39424106	0.29071763	0.5029673	-0.24336301	-0.024441756	-0.22326195	-0.029967003	-0.0484955	-0.0267451
ENSMUSG00000071178	12	-22.569204	20.330593	-4.54295	24.139606	-7.4298024	3.9524877	3.8536303	4.4446373	0.3112591	0.40984386
ENSMUSG00000028086	0	1.9422944	-0.43531385	-0.053288177	-0.52967733	0.6905092	-0.029129349	0.23041548	0.07813373	0.1908374	0.06223195
ENSMUSG00000006369	1	3.660464	0.5549252	0.27544796	0.1470672	-0.06576079	0.04473601	-0.11274407	-0.031671412	-0.002675744	-0.004949006
ENSMUSG00000070509	1	3.8257525	0.4836105	0.22014044	0.42318207	-0.19641386	0.047121674	-0.19247058	-0.048563022	-0.03512875	-0.029594366
ENSMUSG00000055978	1	3.7847416	0.44823998	0.26937807	0.47127575	-0.20435737	-0.014233419	-0.22271927	-0.029421596	-0.041044757	-0.028057283
ENSMUSG00000024420	1	3.6641285	0.43407553	0.25851652	0.30072743	-0.11321946	0.02066455	-0.15860568	-0.024329897	-0.018716887	-0.012301318
ENSMUSG00000043673	1	3.8008208	0.42909384	0.26337823	0.5128714	-0.255532	-0.012933513	-0.22819316	-0.03678324	-0.04699409	-0.03156893
ENSMUSG00000022210	2	-12.706737	3.5913153	-4.7782393	-2.7896411	-2.2067232	-0.45462194	-0.3730532	0.27623716	-0.12118571	-0.13322115
ENSMUSG00000005320	0	-0.43613908	-0.68677896	-4.1499033	-1.2269078	0.8022949	1.1603119	0.8834566	-0.1087942	0.50499225	-0.11546889
ENSMUSG00000016756	11	-18.187355	3.785232	-1.0286909	3.5034418	7.7780924	-4.481666	-0.66793233	-1.2128518	-0.15510896	0.2611315
ENSMUSG00000024639	14	-0.97707105	-2.6782546	-0.34142897	-0.8735764	1.6745806	0.42401704	0.70951253	0.21918023	0.06755652	0.11871073
ENSMUSG00000055319	14	-3.9867744	-2.747517	0.038164042	-1.2395338	1.7072312	-0.7547067	0.5524675	0.39594314	0.06988657	0.08727922
ENSMUSG00000030495	1	3.8423755	0.46622726	0.26411352	0.5171294	-0.25896633	-0.0050030444	-0.23402664	-0.039566796	-0.050444994	-0.033949092
ENSMUSG00000027466	8	-2.2787628	-0.29051065	-5.804702	-1.0437353	-0.1327196	0.600284	0.70486104	-0.06827925	0.573406	-0.20065822
ENSMUSG00000031527	0	1.0080503	-1.6267242	0.41092804	-0.29272717	0.46115342	-0.09108076	0.28817332	0.16511358	0.028689679	0.13629074
ENSMUSG00000063206	1	3.8583467	0.48154134	0.26618978	0.5276617	-0.2658705	-0.010233406	-0.24078582	-0.03982286	-0.051709518	-0.03564809
ENSMUSG00000068697	7	6.1174927	8.649966	0.19244325	-5.665088	4.3364472	2.4860337	2.0290973	-1.0831434	0.42307734	0.0077855093
ENSMUSG00000047938	1	3.805192	0.42466187	0.282884	0.52190554	-0.25700718	-0.015983634	-0.23275954	-0.033977717	-0.05270774	-0.03061386
ENSMUSG00000099950	1	3.7954319	0.44376552	0.27051315	0.49999318	-0.2215019	-0.023925712	-0.23091987	-0.031423714	-0.0428904	-0.030797666
ENSMUSG00000101799	1	3.7867951	0.42054746	0.29129523	0.51002747	-0.23982464	-0.024106743	-0.23086965	-0.030084614	-0.05019023	-0.028782003
ENSMUSG00000035478	0	2.1136796	0.38478956	-3.844381	-0.8114833	-1.2834903	1.239842	0.7966329	-0.5437482	0.55519843	-0.19853535
ENSMUSG00000060735	1	3.8299403	0.46461105	0.27067715	0.5150069	-0.2414032	-0.017397765	-0.2368333	-0.035312995	-0.04785721	-0.03328991
ENSMUSG00000080626	1	3.789836	0.43443957	0.25897753	0.4965049	-0.21116655	-0.017378341	-0.22868466	-0.030988824	-0.041123506	-0.030529704
ENSMUSG00000036067	1	3.7278953	0.41208026	0.24852873	0.44743022	-0.20713773	-0.01640084	-0.20752497	-0.02970886	-0.03138405	-0.025385857
ENSMUSG00000031807	0	1.4465076	-0.68111974	-3.3271842	-0.21996857	-1.3181838	0.71546316	0.6497918	-0.45605442	0.5317225	-0.16526686
ENSMUSG00000025014	1	2.9675925	-0.17737743	0.38229367	0.12638564	-0.2237874	0.009082421	-0.032543443	0.034765728	-0.039194833	0.049461443
ENSMUSG00000057697	1	3.8084183	0.45407283	0.26439962	0.5031715	-0.21468581	-0.021792276	-0.23312037	-0.03252888	-0.042055283	-0.03221203
ENSMUSG00000029415	0	1.4661657	-0.7796962	-0.19734988	-0.61578053	0.5824894	0.013837421	0.31873503	0.08564539	0.19845575	0.07299253
ENSMUSG00000103711	0	0.24792269	-0.06845593	1.9811332	-2.2159941	0.81655633	-0.33525148	0.43258524	0.4731359	-0.09059133	0.30563462
ENSMUSG00000050876	1	3.6397817	0.32932538	0.29788512	0.4542969	-0.12462616	-0.060386665	-0.21002965	-0.011000689	-0.027952353	-0.019006507
ENSMUSG00000070002	0	1.1752614	-0.11049098	-2.3816073	-0.9623494	0.19419646	0.34951746	0.59082985	-0.18230416	0.56420493	-0.08056848
ENSMUSG00000095839	1	3.8490243	0.4751634	0.26877174	0.5250248	-0.26019326	-0.013239999	-0.23974925	-0.038475607	-0.050802168	-0.03492813
ENSMUSG00000028552	4	-13.083092	-4.1192245	1.8657057	-0.47739872	1.124592	-0.97716784	0.016174404	0.12171047	-0.32320115	-0.1966874
ENSMUSG00000052469	1	3.7739275	0.41727963	0.29489398	0.5091119	-0.23450062	-0.035179365	-0.23104261	-0.0287387	-0.047248166	-0.028606467
ENSMUSG00000020640	10	-11.847842	-2.3215387	-0.32132187	-0.64273065	3.208595	-1.3249747	-0.08808258	0.19487251	-0.16896181	-0.27438614
ENSMUSG00000016481	4	-12.1736	-4.7202334	2.9491634	-1.2613097	1.1835923	0.2815847	0.10262217	0.36991337	-0.3366353	-0.18574458
ENSMUSG00000075270	1	3.7676995	0.3984868	0.2948534	0.50669885	-0.22562212	-0.024403818	-0.22732323	-0.027747171	-0.049585298	-0.02702252
ENSMUSG00000063382	8	-2.2242098	0.18138105	-8.643196	-0.6041736	-1.5465908	1.8245099	0.8854298	-0.32879356	0.46607018	-0.23834625
ENSMUSG00000006494	4	-16.460032	-5.435366	0.43050084	0.79041284	-0.90754205	1.880104	-0.28904828	-0.116435915	-0.17238453	-0.3796103
ENSMUSG00000068329	0	2.6751184	-0.046324093	-0.31727532	-0.38705337	0.16741897	0.24697521	0.19049798	-0.02336576	0.14940761	0.029233793
ENSMUSG00000073730	1	3.8503249	0.47336873	0.26984298	0.5272429	-0.26328284	-0.012221404	-0.24001528	-0.038683664	-0.051817004	-0.034902982
ENSMUSG00000029470	10	-8.183252	-1.8519859	-3.2812333	0.2840791	1.976569	-2.4789662	0.2066481	-0.06539502	0.3243745	-0.15444751
ENSMUSG00000046178	1	3.8143625	0.44990894	0.2748722	0.5065343	-0.23882945	-0.01451775	-0.23192108	-0.03395833	-0.04833949	-0.031224865
ENSMUSG00000023915	0	2.4132793	-0.3280908	0.1108569	-0.34687912	0.22887176	0.108494684	0.14376208	0.07021045	0.06974681	0.07212998
ENSMUSG00000041165	1	3.8534045	0.4760138	0.2685715	0.5270484	-0.2667847	-0.010490962	-0.23981467	-0.039402895	-0.05213383	-0.035090517
ENSMUSG00000020592	2	-15.396931	1.0494741	-5.784311	-0.78683114	-0.67294616	3.3910756	-0.8602699	0.26930302	-0.20335212	-0.06419842
ENSMUSG00000031326	1	3.8075898	0.34886396	0.23513943	0.5402148	-0.2742434	0.04443561	-0.21637087	-0.04442097	-0.060022645	-0.030439552
ENSMUSG00000024774	1	3.8338225	0.46672955	0.2757948	0.51175004	-0.250312	-0.012130327	-0.23554835	-0.035634965	-0.050829086	-0.032487914
ENSMUSG00000044444	1	3.8598664	0.48158422	0.26663312	0.5284699	-0.26759607	-0.009318294	-0.24087523	-0.040040016	-0.052275483	-0.035672545
ENSMUSG00000063802	0	2.5995142	-0.3307529	-0.95308554	-0.18954869	0.10655123	0.40377733	0.25762218	-0.12191898	0.2359111	-0.019665517
ENSMUSG00000026107	14	-1.6962715	-4.0082254	1.3007236	0.4619308	0.5770495	-0.89991283	0.41893503	0.18085821	-0.11001767	0.21612465
ENSMUSG00000049092	1	3.4792259	0.14075504	0.2604204	0.4107002	-0.037691228	-0.023947502	-0.16661787	-0.0015780175	-0.018117737	-0.0066877445
ENSMUSG00000048379	9	-5.9669757	-4.1209526	1.7675709	-0.87612903	3.4645844	-0.87258923	0.52176875	0.47083303	-0.22869739	0.112359524
ENSMUSG00000105765	1	3.8504088	0.47527033	0.26915246	0.5260508	-0.26176578	-0.012713955	-0.2399807	-0.03864927	-0.05128076	-0.034979276
ENSMUSG00000096256	1	3.7115645	0.3530793	0.24590981	0.48471376	-0.26372448	-0.01013441	-0.20807754	-0.03296238	-0.04046626	-0.025237918
ENSMUSG00000022203	1	3.8344166	0.4740295	0.2603236	0.49225602	-0.2382624	0.0008008981	-0.22651944	-0.038900148	-0.04654321	-0.032278243
ENSMUSG00000021732	1	3.7006147	0.323012	0.33159813	0.5015951	-0.21637715	-0.033081565	-0.21593846	-0.02076866	-0.053938203	-0.019955887
ENSMUSG00000022560	1	2.9914153	-0.19631703	-0.30621672	0.18871129	-0.13688569	0.12495918	0.024881048	-0.06301511	0.10452689	-0.009832355
ENSMUSG00000081501	1	3.860156	0.48163193	0.2662829	0.5288577	-0.26839408	-0.009262747	-0.24091212	-0.040185086	-0.05228493	-0.035741422
ENSMUSG00000061024	0	1.8045008	-0.7098388	-0.5573767	-0.20369351	-0.17754066	-0.058139924	0.23946886	-0.038471855	0.23395857	0.019202417
ENSMUSG00000028911	0	0.48462912	-0.5429949	-4.193786	-0.6527511	-0.34606662	0.7991825	0.75228107	-0.3303083	0.63893104	-0.16770971
ENSMUSG00000026784	1	3.0829902	-0.05283515	0.26106948	0.1755067	0.057079215	-0.038554385	-0.069939904	0.02922304	0.017505784	0.024799235
ENSMUSG00000086266	1	3.8190103	0.44539896	0.28162366	0.519389	-0.2618805	-0.016190955	-0.23464552	-0.03523968	-0.05241647	-0.031641368
ENSMUSG00000048814	1	3.723398	0.3686635	0.30465263	0.48739746	-0.19836354	-0.03204269	-0.21929544	-0.022019751	-0.04570646	-0.023001537
ENSMUSG00000046607	1	3.772462	0.40861228	0.28017947	0.49807557	-0.24359834	-0.015507815	-0.22356431	-0.031125633	-0.0484147	-0.027543494
ENSMUSG00000048299	1	3.8344595	0.4677282	0.27347627	0.5190166	-0.24953362	-0.018607525	-0.23831432	-0.03592574	-0.04915763	-0.033660613
ENSMUSG00000090059	1	3.2453177	-0.033442963	0.418077	0.40881503	0.050704297	-0.14514497	-0.16668509	0.038993716	-0.01945658	0.011999771
ENSMUSG00000020804	1	3.8177981	0.45820022	0.26764074	0.5073102	-0.23348512	-0.017833935	-0.23389895	-0.034194395	-0.045547973	-0.032417133
ENSMUSG00000020074	10	-8.723427	-2.3961303	-2.669625	-0.19900899	1.4930271	-1.7699753	0.22534117	0.13687107	0.077484	-0.16253927
ENSMUSG00000085561	1	3.8168573	0.44898766	0.27556252	0.51219875	-0.24139048	-0.01586411	-0.23463309	-0.033326346	-0.04938689	-0.031529177
ENSMUSG00000039318	14	-1.8694404	-2.551813	-1.3323959	-0.7186642	2.0333185	-0.0040556397	0.6735465	0.1533339	0.28763336	0.024609372
ENSMUSG00000057609	1	3.858559	0.48828104	0.27118918	0.5201805	-0.2650039	-0.009981204	-0.23962088	-0.039196808	-0.05211545	-0.034896195
ENSMUSG00000028763	13	-9.534093	2.5224736	-0.14140241	-5.5719132	2.7428312	3.0679471	-0.50728244	1.143354	0.12741593	-0.582376
ENSMUSG00000037470	11	-15.158563	1.8824718	-2.3296957	-0.4836751	2.858885	-1.8381814	-0.70441824	-0.08536543	-0.064227544	-0.11952293
ENSMUSG00000035357	1	3.0838852	0.59116095	-0.10062849	-0.9444209	0.7563241	0.54608476	0.34387326	-0.04555861	0.13860892	0.05377764
ENSMUSG00000093789	1	3.833341	0.47450137	0.27086088	0.5037226	-0.24405205	-0.011625427	-0.23451616	-0.03532368	-0.04855909	-0.032471824
ENSMUSG00000091382	0	1.2382642	-1.3898642	0.8267451	0.24997096	1.5767912	-0.8217225	0.015795635	0.19304824	0.13517432	0.07783117
ENSMUSG00000069268	1	3.77821	0.42289284	0.26165998	0.48711988	-0.23098022	-0.009675525	-0.22129592	-0.03262565	-0.043368775	-0.028573032
ENSMUSG00000066750	1	3.7404094	0.39127913	0.31488317	0.47521517	-0.20402192	-0.023567757	-0.21950288	-0.021198435	-0.05020698	-0.021809753
ENSMUSG00000026818	1	3.6209702	0.77422416	0.5076947	0.08444149	-0.09275883	-0.15164338	-0.19942893	0.038444743	-0.01965234	0.008394899
ENSMUSG00000092244	1	3.849297	0.47260237	0.2709695	0.5271228	-0.26292676	-0.012768968	-0.2400415	-0.038418826	-0.051920693	-0.03477608
ENSMUSG00000037279	1	3.8446572	0.46902457	0.26739243	0.523404	-0.26190194	-0.010658391	-0.2379701	-0.038549703	-0.05105242	-0.034419697
ENSMUSG00000052012	1	3.7217753	0.39357647	0.25658885	0.46890402	-0.13275224	-0.035839263	-0.2188678	-0.021636242	-0.027001403	-0.026661167
ENSMUSG00000066368	1	3.8345351	0.46747333	0.2702954	0.5190256	-0.24721622	-0.018039279	-0.2380088	-0.036281515	-0.0483102	-0.0339296
ENSMUSG00000055960	1	3.0742595	-0.26322678	0.56450117	0.42212823	0.04171227	-0.1556446	-0.14171661	0.060216464	-0.05464888	0.034549765
ENSMUSG00000092677	1	3.8544888	0.47943044	0.26634526	0.5248097	-0.26288906	-0.010220785	-0.23980738	-0.039285906	-0.051237386	-0.035227183
ENSMUSG00000027404	8	-2.0925887	-0.58602476	-3.704832	-1.6138228	1.0472015	0.40899992	0.77186114	0.0917307	0.48605207	-0.117917165
ENSMUSG00000000435	1	3.8544397	0.4880156	0.26803276	0.5120238	-0.2532857	-0.007785429	-0.23579374	-0.039718285	-0.049653523	-0.034544215
ENSMUSG00000032425	0	2.0870388	-0.8828843	0.24199626	-0.112248845	0.3081275	0.025630122	0.15044005	0.08674784	0.039782308	0.08557123
ENSMUSG00000025169	1	3.2529135	0.5147606	-0.06514323	-0.28959185	0.18100548	0.1510759	0.028682923	-0.006439518	0.103679724	0.015088084
ENSMUSG00000116875	0	1.8975805	2.0582478	-2.6720195	-1.5519137	2.1043372	-0.17869341	0.47460476	-0.20297135	0.9597535	-0.12730055
ENSMUSG00000035778	1	2.7003956	-0.2180973	0.5557341	-0.12435036	-0.116569206	-0.015808871	0.03968706	0.07476093	-0.03982651	0.08654334
ENSMUSG00000021248	2	-12.280847	0.19386247	-6.5358634	-0.73224604	-2.735219	0.25165358	0.037429806	0.022133725	-0.30955678	-0.099033624
ENSMUSG00000086844	1	3.5684786	0.35450926	0.12454823	0.3756668	-0.09632909	-0.052521437	-0.17409241	-0.029030245	0.026762025	-0.026713992
ENSMUSG00000017404	3	-19.534111	8.807595	11.932493	-5.126366	-6.080673	-0.40631634	-0.482692	-0.66245687	0.36925977	-0.09859156
ENSMUSG00000029586	1	3.8353832	0.46182072	0.27312756	0.52293545	-0.25561556	-0.015498113	-0.23792873	-0.036717515	-0.050697185	-0.03365653
