sample	strain	sex	condition	location	project_identifier	h5_accession	z_0	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32	z_33	z_34	z_35	z_36	z_37	z_38	z_39	z_40	z_41	z_42	z_43	z_44	z_45	z_46	z_47	z_48	z_49	z_50	z_51	z_52	z_53	z_54	z_55	z_56	z_57	z_58	z_59	z_60	z_61	z_62	z_63
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	1.5446	-1.1697	-4.7063	0.5545	-2.0957	0.8515	1.9294	-1.5398	2.2837	0.8479	4.5867	0.2483	2.5461	-1.8124	4.5928	-0.4086	0.8177	5.3366	3.5592	-1.542	-1.8191	4.33	3.8045	2.6362	-1.3084	2.6927	-0.0335	0.5921	-2.3071	0.6247	0.9949	0.9662	2.7314	0.6671	-1.0822	0.179	0.7082	2.8278	0.9256	3.7155	4.3026	1.3437	-0.7172	-1.2216	-1.1146	-2.4161	-3.3644	-2.3278	4.4978	-0.5861	-1.6037	1.738	0.7395	1.2072	0.2506	1.3753	0.2671	1.8498	-7.2287	-3.4671	-0.3796	1.6186	2.4618	1.3523
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	2.879	-3.023	-5.7358	-1.7701	0.1063	-0.455	0.8364	-1.5927	-0.2428	0.5442	4.4531	0.6239	3.3716	-3.2438	-0.3347	-1.7631	1.754	6.5336	3.6448	-3.0896	-5.1455	3.8859	2.245	0.3981	-1.0015	3.8094	-0.3312	-0.223	-2.5394	2.0397	0.1713	0.7271	-3.0725	1.2208	-1.2532	-3.4917	-1.0273	3.4906	-1.6282	4.1519	3.767	-0.7132	3.063	0.7067	-1.6763	-2.894	-1.2087	1.8558	4.2462	-1.3458	0.9564	-0.1732	5.1726	-0.1299	2.0939	1.9982	0.6283	4.6903	-6.2936	-4.7544	1.9367	2.5476	1.0071	3.3303
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	2.269	-1.9675	-4.9146	0.0122	-0.5436	0.7819	2.0001	-1.9146	2.4043	2.0845	4.5426	0.6164	1.7339	-1.5685	4.8777	1.0574	2.0864	5.2143	3.392	-0.9999	-3.218	4.7272	3.4537	-1.1159	-0.2956	2.5935	-1.3154	-0.7315	-3.0853	0.4533	-0.7063	1.3551	0.1327	0.5926	-1.81	-1.176	-0.8758	2.346	0.6927	3.4559	4.8374	0.9597	1.4996	-0.213	-0.2663	-3.3029	-2.9523	0.1626	3.6945	-0.6785	-0.2228	1.1373	2.3828	-0.2966	0.6984	1.4844	0.7839	4.3554	-8.0746	-4.2514	-0.9919	0.3022	2.7539	2.0356
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	BALB/c	Female	FLT	FLT	RR-3	OSD-137	-4.7587	3.8182	8.3172	3.8952	-6.4998	-3.3683	-1.4421	3.3739	-2.5945	-7.8046	-9.456	0.0003	-6.3607	3.3525	-4.3591	-3.9776	4.8965	-4.7294	-3.2872	4.3198	7.1062	-4.8811	-4.4323	1.0381	4.1805	0.998	-1.7958	-4.7149	1.2948	-5.8936	-2.1655	-5.4092	0.9114	-1.9258	5.464	1.4373	-2.7704	2.081	-0.8227	-1.1981	-5.7857	2.4331	-5.263	3.0919	4.5547	2.7647	2.6302	0.6902	-6.5978	-1.6283	-2.5432	-3.7907	1.3223	-2.6874	1.1535	-3.8284	-4.1975	-3.8193	6.7738	6.1276	-5.2188	-2.4886	-3.2663	0.5903
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	BALB/c	Female	FLT	FLT	RR-3	OSD-137	-4.887	4.4994	5.3484	2.4973	-3.0797	-3.1658	-1.9821	1.3008	-4.36	-6.6808	-7.1591	0.3507	-4.1791	1.6722	-5.2108	-3.5195	1.3679	-5.6498	-1.4355	3.888	6.8287	-6.6839	-4.4115	0.8557	0.1802	0.0089	-3.797	-4.9638	0.3895	-2.5675	-3.911	-4.5231	0.4591	-0.8341	5.0604	-0.0038	-1.0022	1.6157	-0.0056	-4.9751	-6.8751	0.4269	-5.8366	4.0169	3.2338	1.6888	3.3257	2.0244	-4.6393	-3.0924	-4.1763	-4.8533	2.2388	-3.0574	0.1044	-3.2902	-4.929	-3.7725	7.454	5.5092	-3.7372	0.4969	-5.0011	-0.3496
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	BALB/c	Female	FLT	FLT	RR-3	OSD-137	-6.1786	7.3628	5.6365	6.1149	-5.4918	-3.64	-0.7402	5.9811	-3.2194	-5.9942	-5.7407	2.9031	-6.2773	2.3946	-4.7876	-1.4636	-1.3004	-7.0703	-2.7499	5.3501	8.6301	-5.7476	-2.3637	-0.4105	0.9572	0.0788	-3.7631	-5.2414	4.1403	-1.4158	-3.7482	-5.0231	1.3262	-2.2447	5.3214	3.5566	-1.0227	2.0701	0.8293	-6.3911	-7.0301	0.8624	-6.2334	3.1849	1.8407	4.7088	4.3996	-0.6064	-4.1333	-1.4331	-4.9068	-3.7681	-0.8552	-2.4519	0.1659	-5.4012	-3.5255	-5.958	9.8636	6.8827	-5.8585	-1.9602	-4.5523	-3.7302
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	BALB/c	Female	FLT	FLT	RR-3	OSD-137	-4.3903	6.4477	7.9103	4.7274	-5.7168	-3.2532	-1.0788	0.1555	-3.8526	-7.9742	-5.5799	0.486	-5.6708	4.0088	-6.8034	-3.4545	3.876	-6.9968	-2.8846	3.9635	5.2156	-5.5296	-5.6576	0.9546	1.2474	0.9903	-2.7718	-3.7356	1.0928	-2.7174	-1.8005	-6.3939	3.1661	-2.7828	6.9595	2.6428	-2.1495	1.4574	-0.8047	-6.4019	-7.0994	0.7486	-5.2642	3.6504	3.3977	4.9577	3.7764	0.7481	-7.8299	-0.1558	-3.7918	-4.183	0.9316	-2.7559	-0.305	-4.9782	-3.848	-5.8514	7.9793	5.7024	-5.0411	-0.7605	-2.2807	1.118
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	BALB/c	Female	FLT	FLT	RR-3	OSD-137	-4.8193	6.3619	6.773	3.1971	-5.5145	-4.0064	-0.9432	3.2118	-2.93	-6.951	-7.0527	0.3093	-5.3752	2.8391	-5.9619	-3.9861	1.0045	-7.6996	-5.2972	4.4384	7.8616	-6.3451	-5.2548	0.6018	4.3557	1.8764	-3.7647	-3.424	1.7496	-3.6911	-3.9326	-4.1046	0.315	-3.154	6.5072	5.2267	0.2603	1.5409	-0.9682	-6.9644	-7.5113	0.9424	-6.7866	3.4377	2.8601	3.4584	4.8051	2.2282	-6.1881	-2.1938	-3.7322	-3.9519	0.4496	-3.9416	-0.051	-3.0648	-5.3351	-6.306	9.0427	5.5241	-4.9975	-1.8805	-2.8229	-1.9746
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	BALB/c	Female	FLT	FLT	RR-3	OSD-137	-4.4827	5.7797	7.9265	4.8705	-6.1247	-3.2863	0.4703	1.9773	-2.3351	-6.0919	-7.6972	0.742	-5.0934	1.1753	-5.4629	-2.6471	2.8778	-6.9692	-3.7008	3.5886	5.8362	-5.8321	-5.3063	1.3883	3.6843	0.5366	-3.8211	-4.0195	-0.2811	-5.5159	-4.7183	-6.0538	-0.5954	-3.801	6.5217	2.1359	-0.9755	1.7956	-1.6308	-5.1193	-5.4316	0.6049	-6.57	4.1081	4.3321	-0.2277	3.1098	0.4789	-5.8535	-2.3002	-4.4646	-4.3267	-1.2109	-5.6638	-2.1746	-4.2974	-4.8995	-5.6814	6.114	4.2737	-4.5374	-2.1078	-1.774	-2.9246
OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	C57BL/6NCrl	Female	FLT	FLT	BSP135	OSD-173	-0.4235	-3.0981	-5.6282	0.1196	0.3227	0.2123	3.3954	-2.1566	2.927	1.2616	6.1109	1.1635	0.7036	-0.7916	4.9084	-0.6948	0.1252	8.9577	3.1745	-1.8786	-0.2507	5.806	6.5258	3.3417	0.6504	3.3266	-0.3554	-1.3008	-0.8909	1.0077	0.131	-0.3982	-0.433	0.5074	-0.9259	-0.3313	2.7778	2.3626	0.3149	7.2039	5.078	2.5709	1.7085	-1.4866	0.6849	-0.1774	-5.575	-0.7211	5.8398	-1.705	0.8147	0.7779	3.9724	0.6203	2.9911	1.6999	0.9287	1.9788	-8.2572	-4.372	2.4366	-0.6736	0.0016	3.2323
OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	C57BL/6NCrl	Female	FLT	FLT	BSP135	OSD-173	2.2793	-3.2792	-5.3901	-0.2219	1.0767	1.1778	2.3046	-1.1729	1.5063	0.9904	5.2323	2.7476	-0.8227	-2.2186	0.4659	-1.0975	3.884	6.1735	2.7643	-1.0914	-3.2501	5.458	3.7544	1.0051	1.4176	5.3359	-1.5548	-0.9623	-3.2532	0.688	0.7509	-0.3135	-1.3609	0.4451	-1.015	-1.2928	-0.0575	4.4578	-0.4461	4.3532	4.0863	1.0515	2.9872	-1.7638	0.7351	-1.6462	-3.8088	1.5808	5.2484	-2.0071	1.1043	0.6824	4.5377	0.7386	0.5744	2.1882	0.1027	3.8049	-7.3212	-5.1212	1.39	-0.0157	0.426	3.9402
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-1.3808	2.1943	2.9448	-2.0443	-1.5841	-0.3609	-3.5095	1.2588	-3.375	-1.5599	-2.2359	-3.6381	2.7296	-1.9042	-5.8397	-3.2354	1.9396	-4.4666	-1.9737	-0.3492	-1.1847	-4.1479	-5.0243	-0.7907	-1.7502	2.4713	-2.5624	1.9934	-4.6988	-1.9988	2.163	1.0743	-3.4213	-0.551	0.6432	-2.3022	-4.485	-1.6277	-5.4383	-3.6545	-1.3045	-2.7393	-1.8133	5.5044	2.4365	-2.8575	4.7232	3.7899	-4.7634	-1.2998	1.0884	-3.1527	-0.0846	-3.1438	-0.6179	-1.4871	-3.6138	0.6717	3.5093	0.872	2.3939	4.6573	-1.5976	1.7209
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-1.8468	3.2895	3.7045	-2.8521	1.8416	-0.5872	-3.552	5.1014	-5.9732	-2.0951	-3.7779	-2.2221	3.3244	-2.0632	-5.7461	-4.6879	-1.049	-4.7765	-3.1485	-0.8501	0.6724	-4.2283	-4.048	-2.149	0.7435	1.0708	-3.1946	1.3079	-3.477	0.7593	-0.5321	-1.2551	-4.2119	-0.1407	2.6325	-6.5426	-3.6091	-2.2543	-2.9341	-3.4826	-3.7991	-2.6362	-1.2977	6.4995	3.1681	-0.5626	3.8102	1.4617	-4.3852	-3.1137	1.7487	-5.2123	0.8167	-3.7337	1.6917	-1.1263	-3.6334	1.3305	9.2722	2.6804	1.4347	2.544	-3.8929	-1.2055
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-2.3465	2.0697	4.7001	1.5781	-2.4235	-1.455	-1.0883	1.75	-1.3917	-1.4918	-4.4222	-0.9698	-0.9186	-0.2479	-3.5812	-0.8673	4.0105	-4.4411	-3.0744	1.604	-0.0262	-3.2089	-4.8421	0.4262	0.5897	1.3101	-1.6026	-1.8355	-0.3581	-2.7103	0.7592	-1.245	-0.5012	-1.7799	2.6638	0.6921	-2.5062	-1.0936	-0.5749	-1.4756	-2.7887	-1.7272	-1.7343	1.9811	2.1458	0.816	2.6723	2.5468	-4.379	-1.992	-0.8554	-2.0766	-2.3603	-2.1422	0.2205	-1.1772	-1.7447	-0.1998	2.2645	3.1965	-0.1028	0.7728	-1.2082	-0.5614
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-0.8461	3.2751	4.6604	-0.5196	-1.4484	-1.3401	-3.2548	-0.0787	-3.2131	-3.5788	-5.9582	-2.3828	0.0736	-2.2076	-6.9594	-2.71	2.9309	-6.2756	-2.3173	0.3072	0.3038	-6.9521	-5.491	-0.2732	-0.8522	-0.3978	-2.4977	1.7961	-2.4191	-3.4819	0.654	-2.1007	-1.5564	-1.3307	4.2824	-1.6233	-3.2357	-1.2973	-3.0211	-4.6083	-4.682	-0.773	-3.9066	5.1808	2.7742	-0.6047	6.7007	2.2577	-6.1821	-1.1838	0.4316	-4.5421	-3.5798	-3.3694	-0.9074	-1.5443	-3.1872	0.2866	6.8344	2.3271	-0.0942	3.7888	-1.6472	-0.8171
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-1.1607	1.9426	4.0296	-2.2511	0.1775	1.3167	-6.1326	1.9008	-3.6136	-2.4682	-3.926	-3.2554	4.5962	-3.0982	-6.8096	-3.1728	0.5142	-4.4764	-1.9847	-3.0433	-2.0559	-4.5115	-3.7026	-1.296	-1.9669	1.5992	-1.0601	2.918	-3.0482	-0.5251	0.7552	0.6805	-5.1647	0.2351	1.8224	-4.5319	-3.2143	-2.3835	-3.2177	-2.8656	-4.0314	-4.8596	-1.4259	5.3651	0.7913	-0.8012	5.3153	3.9872	-8.4549	-2.2728	3.6336	-4.4989	-0.3784	-3.5305	1.4899	-0.9504	-2.6685	2.7259	5.8936	0.3421	2.372	4.6333	-2.0676	1.1841
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-1.279	3.1078	1.6607	-2.8098	-0.661	-0.2028	-3.9155	-0.816	-3.3879	-2.7066	-3.5724	-3.1316	1.9049	-1.8897	-6.7345	-3.7284	3.0226	-5.0581	-2.3442	-1.2771	-0.8191	-5.5269	-3.415	-0.3959	-0.1341	1.3054	-0.9401	1.4787	-4.0559	-1.2157	0.1382	0.6047	-4.0386	-0.9287	2.1843	-2.9782	-3.393	-1.8524	-4.4314	-3.2113	-2.8694	-3.5627	-2.2624	2.7151	3.161	-1.7556	5.6777	3.2843	-4.7251	-2.3737	1.4715	-4.3557	0.1207	-2.5537	-0.6669	-2.0597	-2.7611	2.0042	5.4879	1.1578	2.4714	2.8151	-1.9273	1.4705
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-0.9261	2.3659	2.2697	-3.0272	-0.2321	1.0782	-2.8163	3.7088	-4.4379	-2.3317	-4.4405	-3.2737	2.0076	-1.9762	-6.1032	-3.2527	3.5975	-5.2257	-2.9845	-1.7572	-0.2397	-6.3341	-4.6207	-0.6631	-0.5579	2.5107	-2.0473	1.4858	-4.0054	-0.1816	-1.143	-0.0784	-4.4883	0.1205	3.0378	-3.2419	-3.9536	-2.5808	-4.3265	-3.082	-1.4986	-3.0565	-1.9622	6.5557	2.6116	-1.1064	6.9973	2.2871	-3.1435	-3.2171	1.4303	-4.4209	0.6272	-3.6342	1.0967	-0.901	-5.6342	2.763	5.3919	1.5665	2.7336	2.0353	-2.4595	1.6705
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-0.4825	2.1831	1.0444	-2.2426	0.3516	-0.4924	-4.4043	1.4835	-3.8912	-1.8657	-3.5212	-3.2261	4.5249	-3.0521	-5.8732	-3.0635	4.8064	-4.2753	-0.7229	-1.9879	-1.0153	-3.5953	-4.0151	-1.4222	-1.0897	2.4437	-1.1475	1.8578	-4.7912	-0.4404	0.4242	-0.6256	-4.6368	-0.2778	2.1871	-3.2808	-3.2721	-2.9165	-3.5259	-3.2237	-3.0572	-5.4833	-2.4316	5.2085	2.3206	-1.3824	5.5703	3.6126	-3.68	-1.9329	2.8228	-5.0093	0.582	-3.004	1.5327	-0.5881	-2.3927	0.3806	4.6449	-0.2707	1.889	4.8915	-2.0264	0.6931
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-2.1927	4.6838	3.6246	-2.6306	2.0188	-0.196	-3.4416	-1.945	-4.7457	-3.6014	-3.586	-1.7517	1.9683	-2.2891	-6.7607	-4.1373	1.5645	-4.4012	-3.567	-1.11	1.3215	-6.0371	-2.4594	-1.672	0.0291	1.538	-0.1258	1.1185	-3.0853	0.5253	1.2797	-1.4725	-3.5549	-0.2698	1.8714	-5.7039	-3.4595	-3.1263	-0.5832	-2.0877	-2.7689	-5.2638	-0.673	4.9902	0.5838	1.2294	2.2436	1.8128	-6.7794	-1.0025	0.984	-6.2508	1.3263	-3.0938	1.7534	-2.0996	0.8522	0.3317	8.0721	1.127	1.765	1.8876	-2.1064	-0.2721
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-0.8514	3.6084	2.8611	-1.8997	-0.602	-0.7634	-3.4681	3.0437	-4.3975	-2.8837	-3.1938	-2.6852	4.0744	-2.4933	-6.7465	-3.6726	3.0974	-4.8563	-2.2864	-1.5329	-1.981	-4.4462	-4.2834	-0.4514	-0.3354	2.2139	-0.9499	2.5286	-4.4308	-2.5657	-1.1212	-0.3128	-4.5062	-0.9973	1.0705	-2.677	-3.4155	-0.7403	-4.5584	-3.6058	-0.7747	-3.5351	-1.5697	5.1324	2.157	-1.4955	7.6488	2.7907	-5.892	-2.3774	2.1076	-5.528	0.0667	-3.52	0.5234	-1.3684	-1.6508	1.782	6.4193	0.3971	3.8508	5.389	-2.0372	1.6993
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-2.2687	3.8891	0.19	-1.2629	0.6277	-1.6909	-2.4624	1.3542	-5.3412	-4.9624	-3.4819	-0.4817	-0.9235	-0.6966	-6.1944	-4.9714	0.0441	-4.9918	-3.8178	-0.8606	2.2386	-5.8989	-4.6047	-2.5079	-1.1746	1.6562	-0.4868	-0.1989	0.0574	-0.6231	-0.0551	-1.9422	-3.1249	-1.5088	3.5771	-3.1331	-2.5457	-2.0319	-3.1811	-2.9421	-5.4916	-2.6586	-2.3892	4.7638	1.8184	0.4643	5.0052	0.7567	-6.7474	-0.8068	2.3947	-5.0905	0.7028	-1.4424	2.0605	-1.7143	-3.6351	1.0375	8.9977	4.405	-0.2857	0.7798	-4.1281	0.2773
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-2.3702	3.8473	2.1223	3.772	-3.7659	-0.9427	-3.7965	4.8116	-2.621	-4.2402	-5.0076	-1.2319	-2.2634	1.8408	-5.3084	-1.4167	0.9749	-7.7607	-3.7702	2.1918	3.1491	-7.2133	-5.0262	-0.6614	2.563	-0.5698	-1.3411	-1.7628	-0.2725	-1.6252	-2.268	-2.4988	0.2296	-1.6835	4.8815	0.8889	-0.9173	-1.128	-1.8633	-5.8846	-5.3841	-3.4716	-3.7379	2.1017	1.5911	1.2636	5.8238	1.6805	-5.5585	-0.2857	-2.8198	-2.995	-0.3987	-2.0665	-2.032	-2.9255	-4.0924	-2.6904	6.0383	3.0833	-1.7046	-0.3819	-2.6606	-0.6941
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-1.9771	5.3376	8.2301	-2.9525	2.4903	0.5115	-4.2038	1.2606	-4.5484	-2.2797	-3.692	-2.435	2.9532	-2.3903	-6.0871	-3.6159	-1.0866	-3.7073	-3.0019	-1.7108	0.6095	-4.9608	-2.8013	-2.9191	-1.0655	-0.3392	-1.0844	1.2015	-3.3878	-0.6495	0.4848	0.0288	-4.2307	-0.5582	2.1455	-4.5729	-2.363	-4.8219	-1.1605	-2.6547	-2.9839	-2.8161	-1.2177	6.1253	1.2321	1.0143	4.6967	2.4686	-5.3263	-2.3667	2.6746	-4.0387	-0.6662	-2.4893	1.3641	-1.7387	-3.7297	3.8769	8.9692	0.0199	2.368	-1.0542	-3.5	-0.678
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	-1.5469	2.4166	7.8016	-3.6128	1.3015	-1.0697	-5.455	1.3927	-5.1556	-2.8335	-4.0751	-2.0341	1.5656	-2.4721	-5.7767	-3.8571	0.2562	-5.0613	-2.68	-1.5365	0.5699	-5.1668	-3.1897	-1.2139	0.958	1.5544	-1.2709	1.1026	-2.5204	0.4675	0.6458	-0.37	-3.9521	-0.7524	1.5862	-1.9659	-3.0566	-2.9586	-3.1547	-1.3563	-2.5815	-3.164	-1.5663	4.3523	2.3933	-0.7247	6.9732	1.7052	-7.9143	-2.4488	2.7772	-4.503	1.1314	-2.6249	1.783	-1.9132	-0.7278	-0.8659	6.6207	0.351	2.0101	2.7552	-2.3579	-0.0099
