FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14
ENSMUSG00000067369,,,,,,,,,,,,
ENSMUSG00000029727,,,,,,,,,,,,
ENSMUSG00000029361,,,,,,,,,,,,
ENSMUSG00000038982,,,,,,,,,,,,
ENSMUSG00000020823,,,,,,,,,,,,
ENSMUSG00000060279,,,,,,,,,,,,
ENSMUSG00000021972,,,,,,,,,,,,
ENSMUSG00000101892,,,,,,,,,,,,
ENSMUSG00000026471,,,,,,,,,,,,
ENSMUSG00000032288,,,,,,,,,,,,
ENSMUSG00000020067,,,,,,,,,,,,
ENSMUSG00000004895,,,,,,,,,,,,
ENSMUSG00000000600,,,,,,,,,,,,
ENSMUSG00000028869,,,,,,,,,,,,
ENSMUSG00000069495,,,,,,,,,,,,
ENSMUSG00000030231,,,,,,,,,,,,
ENSMUSG00000020454,,,,,,,,,,,,
ENSMUSG00000034820,,,,,,,,,,,,
ENSMUSG00000024513,,,,,,,,,,,,
ENSMUSG00000027854,,,,,,,,,,,,
ENSMUSG00000020739,,,,,,,,,,,,
ENSMUSG00000070315,,,,,,,,,,,,
ENSMUSG00000029708,,,,,,,,,,,,
ENSMUSG00000032834,,,,,,,,,,,,
ENSMUSG00000079243,,,,,,,,,,,,
ENSMUSG00000027358,,,,,,,,,,,,
ENSMUSG00000022394,,,,,,,,,,,,
ENSMUSG00000022019,,,,,,,,,,,,
ENSMUSG00000036278,,,,,,,,,,,,
ENSMUSG00000047514,,,,,,,,,,,,
ENSMUSG00000037736,,,,,,,,,,,,
ENSMUSG00000041765,,,,,,,,,,,,
ENSMUSG00000025372,,,,,,,,,,,,
ENSMUSG00000026094,,,,,,,,,,,,
ENSMUSG00000010936,,,,,,,,,,,,
ENSMUSG00000022508,,,,,,,,,,,,
ENSMUSG00000004032,,,,,,,,,,,,
ENSMUSG00000039497,,,,,,,,,,,,
ENSMUSG00000055652,,,,,,,,,,,,
ENSMUSG00000026669,,,,,,,,,,,,
ENSMUSG00000021911,,,,,,,,,,,,
ENSMUSG00000028957,,,,,,,,,,,,
ENSMUSG00000028959,,,,,,,,,,,,
ENSMUSG00000018761,,,,,,,,,,,,
ENSMUSG00000022792,,,,,,,,,,,,
ENSMUSG00000035521,,,,,,,,,,,,
ENSMUSG00000025280,,,,,,,,,,,,
ENSMUSG00000039145,,,,,,,,,,,,
ENSMUSG00000021550,,,,,,,,,,,,
ENSMUSG00000034258,,,,,,,,,,,,
ENSMUSG00000003355,,,,,,,,,,,,
ENSMUSG00000028224,,,,,,,,,,,,
ENSMUSG00000037461,,,,,,,,,,,,
ENSMUSG00000042719,,,,,,,,,,,,
ENSMUSG00000037499,,,,,,,,,,,,
ENSMUSG00000033530,,,,,,,,,,,,
ENSMUSG00000048787,,,,,,,,,,,,
ENSMUSG00000020755,,,,,,,,,,,,
ENSMUSG00000023809,,,,,,,,,,,,
ENSMUSG00000032180,,,,,,,,,,,,
ENSMUSG00000013736,,,,,,,,,,,,
ENSMUSG00000026584,,,,,,,,,,,,
ENSMUSG00000034390,,,,,,,,,,,,
ENSMUSG00000042903,,,,,,,,,,,,
ENSMUSG00000056121,,,,,,,,,,,,
ENSMUSG00000029387,,,,,,,,,,,,
ENSMUSG00000043987,,,,,,,,,,,,
ENSMUSG00000024805,,,,,,,,,,,,
ENSMUSG00000014353,,,,,,,,,,,,
ENSMUSG00000091512,,,,,,,,,,,,
ENSMUSG00000020486,,,,,,,,,,,,
ENSMUSG00000002885,,,,,,,,,,,,
ENSMUSG00000027384,,,,,,,,,,,,
ENSMUSG00000098470,,,,,,,,,,,,
ENSMUSG00000020246,,,,,,,,,,,,
ENSMUSG00000058317,,,,,,,,,,,,
ENSMUSG00000028849,,,,,,,,,,,,
ENSMUSG00000037112,,,,,,,,,,,,
ENSMUSG00000038742,,,,,,,,,,,,
ENSMUSG00000025141,,,,,,,,,,,,
ENSMUSG00000054414,,,,,,,,,,,,
ENSMUSG00000036959,,,,,,,,,,,,
ENSMUSG00000024429,,,,,,,,,,,,
ENSMUSG00000018672,,,,,,,,,,,,
ENSMUSG00000006728,,,,,,,,,,,,
ENSMUSG00000066319,,,,,,,,,,,,
ENSMUSG00000040167,,,,,,,,,,,,
ENSMUSG00000074743,,,,,,,,,,,,
ENSMUSG00000074093,,,,,,,,,,,,
ENSMUSG00000031166,,,,,,,,,,,,
ENSMUSG00000027942,,,,,,,,,,,,
ENSMUSG00000034867,,,,,,,,,,,,
ENSMUSG00000022994,,,,,,,,,,,,
ENSMUSG00000028647,,,,,,,,,,,,
ENSMUSG00000037703,,,,,,,,,,,,
ENSMUSG00000030613,,,,,,,,,,,,
ENSMUSG00000024251,,,,,,,,,,,,
ENSMUSG00000001098,,,,,,,,,,,,
ENSMUSG00000028443,,,,,,,,,,,,
ENSMUSG00000022131,,,,,,,,,,,,
ENSMUSG00000036620,,,,,,,,,,,,
ENSMUSG00000026516,,,,,,,,,,,,
ENSMUSG00000033526,,,,,,,,,,,,
ENSMUSG00000037348,,,,,,,,,,,,
ENSMUSG00000041037,,,,,,,,,,,,
ENSMUSG00000040446,,,,,,,,,,,,
ENSMUSG00000055116,,,,,,,,,,,,
ENSMUSG00000002345,,,,,,,,,,,,
ENSMUSG00000006386,,,,,,,,,,,,
ENSMUSG00000038975,,,,,,,,,,,,
ENSMUSG00000079363,,,,,,,,,,,,
ENSMUSG00000028949,,,,,,,,,,,,
ENSMUSG00000038526,,,,,,,,,,,,
ENSMUSG00000048126,,,,,,,,,,,,
ENSMUSG00000021451,,,,,,,,,,,,
ENSMUSG00000020225,,,,,,,,,,,,
ENSMUSG00000075000,,,,,,,,,,,,
ENSMUSG00000030301,,,,,,,,,,,,
ENSMUSG00000038515,,,,,,,,,,,,
ENSMUSG00000028995,,,,,,,,,,,,
ENSMUSG00000037896,,,,,,,,,,,,
ENSMUSG00000002781,,,,,,,,,,,,
ENSMUSG00000031827,,,,,,,,,,,,
ENSMUSG00000020553,,,,,,,,,,,,
ENSMUSG00000001441,,,,,,,,,,,,
ENSMUSG00000063179,,,,,,,,,,,,
ENSMUSG00000023805,,,,,,,,,,,,
ENSMUSG00000002728,,,,,,,,,,,,
ENSMUSG00000000078,,,,,,,,,,,,
ENSMUSG00000004043,,,,,,,,,,,,
ENSMUSG00000034931,,,,,,,,,,,,
ENSMUSG00000048120,,,,,,,,,,,,
ENSMUSG00000031813,,,,,,,,,,,,
ENSMUSG00000037993,,,,,,,,,,,,
ENSMUSG00000030759,,,,,,,,,,,,
ENSMUSG00000034761,,,,,,,,,,,,
ENSMUSG00000021067,,,,,,,,,,,,
ENSMUSG00000069135,,,,,,,,,,,,
ENSMUSG00000018927,,,,,,,,,,,,
ENSMUSG00000026048,,,,,,,,,,,,
ENSMUSG00000056260,,,,,,,,,,,,
ENSMUSG00000025068,,,,,,,,,,,,
ENSMUSG00000049327,,,,,,,,,,,,
ENSMUSG00000044066,,,,,,,,,,,,
ENSMUSG00000016503,,,,,,,,,,,,
ENSMUSG00000018199,,,,,,,,,,,,
ENSMUSG00000037514,,,,,,,,,,,,
ENSMUSG00000026842,,,,,,,,,,,,
ENSMUSG00000012117,,,,,,,,,,,,
ENSMUSG00000068250,,,,,,,,,,,,
ENSMUSG00000025575,,,,,,,,,,,,
ENSMUSG00000034785,,,,,,,,,,,,
ENSMUSG00000028030,,,,,,,,,,,,
ENSMUSG00000029208,,,,,,,,,,,,
ENSMUSG00000022791,,,,,,,,,,,,
ENSMUSG00000019822,,,,,,,,,,,,
ENSMUSG00000090298,,,,,,,,,,,,
ENSMUSG00000032178,,,,,,,,,,,,
ENSMUSG00000026159,,,,,,,,,,,,
ENSMUSG00000087382,,,,,,,,,,,,
ENSMUSG00000097354,,,,,,,,,,,,
ENSMUSG00000037221,,,,,,,,,,,,
ENSMUSG00000070690,,,,,,,,,,,,
ENSMUSG00000042997,,,,,,,,,,,,
ENSMUSG00000029145,,,,,,,,,,,,
ENSMUSG00000026342,,,,,,,,,,,,
ENSMUSG00000051989,,,,,,,,,,,,
ENSMUSG00000026674,,,,,,,,,,,,
ENSMUSG00000031167,,,,,,,,,,,,
ENSMUSG00000035069,,,,,,,,,,,,
ENSMUSG00000065176,,,,,,,,,,,,
ENSMUSG00000039182,,,,,,,,,,,,
ENSMUSG00000001768,,,,,,,,,,,,
ENSMUSG00000037692,,,,,,,,,,,,
ENSMUSG00000041895,,,,,,,,,,,,
ENSMUSG00000031309,,,,,,,,,,,,
ENSMUSG00000028636,,,,,,,,,,,,
ENSMUSG00000022679,,,,,,,,,,,,
ENSMUSG00000062866,,,,,,,,,,,,
ENSMUSG00000036792,,,,,,,,,,,,
ENSMUSG00000020423,,,,,,,,,,,,
ENSMUSG00000006390,,,,,,,,,,,,
ENSMUSG00000024659,,,,,,,,,,,,
ENSMUSG00000031429,,,,,,,,,,,,
ENSMUSG00000030868,,,,,,,,,,,,
ENSMUSG00000026309,,,,,,,,,,,,
ENSMUSG00000023075,,,,,,,,,,,,
ENSMUSG00000042726,,,,,,,,,,,,
ENSMUSG00000063889,,,,,,,,,,,,
ENSMUSG00000003644,,,,,,,,,,,,
ENSMUSG00000064451,,,,,,,,,,,,
ENSMUSG00000034898,,,,,,,,,,,,
ENSMUSG00000028445,,,,,,,,,,,,
ENSMUSG00000026492,,,,,,,,,,,,
ENSMUSG00000023067,,,,,,,,,,,,
ENSMUSG00000007617,,,,,,,,,,,,
ENSMUSG00000038416,,,,,,,,,,,,
ENSMUSG00000046785,,,,,,,,,,,,
ENSMUSG00000021102,,,,,,,,,,,,
ENSMUSG00000042737,,,,,,,,,,,,
ENSMUSG00000020393,,,,,,,,,,,,
ENSMUSG00000022404,,,,,,,,,,,,
ENSMUSG00000014846,,,,,,,,,,,,
ENSMUSG00000021245,,,,,,,,,,,,
ENSMUSG00000025203,,,,,,,,,,,,
ENSMUSG00000111080,,,,,,,,,,,,
ENSMUSG00000025498,,,,,,,,,,,,
ENSMUSG00000052534,,,,,,,,,,,,
ENSMUSG00000026437,,,,,,,,,,,,
ENSMUSG00000038902,,,,,,,,,,,,
ENSMUSG00000020523,,,,,,,,,,,,
ENSMUSG00000030067,,,,,,,,,,,,
ENSMUSG00000026275,,,,,,,,,,,,
ENSMUSG00000032311,,,,,,,,,,,,
ENSMUSG00000038510,,,,,,,,,,,,
ENSMUSG00000029765,,,,,,,,,,,,
ENSMUSG00000028484,,,,,,,,,,,,
ENSMUSG00000025172,,,,,,,,,,,,
ENSMUSG00000035399,,,,,,,,,,,,
ENSMUSG00000037949,,,,,,,,,,,,
ENSMUSG00000035929,,,,,,,,,,,,
ENSMUSG00000021018,,,,,,,,,,,,
ENSMUSG00000026869,,,,,,,,,,,,
ENSMUSG00000031256,,,,,,,,,,,,
ENSMUSG00000046314,,,,,,,,,,,,
ENSMUSG00000047246,,,,,,,,,,,,
ENSMUSG00000042747,,,,,,,,,,,,
ENSMUSG00000022800,,,,,,,,,,,,
ENSMUSG00000002733,,,,,,,,,,,,
ENSMUSG00000035171,,,,,,,,,,,,
ENSMUSG00000074284,,,,,,,,,,,,
ENSMUSG00000032182,,,,,,,,,,,,
ENSMUSG00000020893,,,,,,,,,,,,
ENSMUSG00000030750,,,,,,,,,,,,
ENSMUSG00000014771,,,,,,,,,,,,
ENSMUSG00000042595,,,,,,,,,,,,
ENSMUSG00000039662,,,,,,,,,,,,
ENSMUSG00000040112,,,,,,,,,,,,
ENSMUSG00000051124,,,,,,,,,,,,
ENSMUSG00000026634,,,,,,,,,,,,
ENSMUSG00000036352,,,,,,,,,,,,
ENSMUSG00000054874,,,,,,,,,,,,
ENSMUSG00000028005,,,,,,,,,,,,
ENSMUSG00000024302,,,,,,,,,,,,
ENSMUSG00000094936,,,,,,,,,,,,
ENSMUSG00000042502,,,,,,,,,,,,
ENSMUSG00000015994,,,,,,,,,,,,
ENSMUSG00000046727,,,,,,,,,,,,
ENSMUSG00000038506,,,,,,,,,,,,
ENSMUSG00000035078,,,,,,,,,,,,
ENSMUSG00000019804,,,,,,,,,,,,
ENSMUSG00000086784,,,,,,,,,,,,
ENSMUSG00000025545,,,,,,,,,,,,
ENSMUSG00000058486,,,,,,,,,,,,
ENSMUSG00000022898,,,,,,,,,,,,
ENSMUSG00000015575,,,,,,,,,,,,
ENSMUSG00000057133,,,,,,,,,,,,
ENSMUSG00000009828,,,,,,,,,,,,
ENSMUSG00000024683,,,,,,,,,,,,
ENSMUSG00000027452,,,,,,,,,,,,
ENSMUSG00000037295,,,,,,,,,,,,
ENSMUSG00000036617,,,,,,,,,,,,
ENSMUSG00000024067,,,,,,,,,,,,
ENSMUSG00000008822,,,,,,,,,,,,
ENSMUSG00000020134,,,,,,,,,,,,
ENSMUSG00000071226,,,,,,,,,,,,
ENSMUSG00000035476,,,,,,,,,,,,
ENSMUSG00000022490,,,,,,,,,,,,
ENSMUSG00000038611,,,,,,,,,,,,
ENSMUSG00000027088,,,,,,,,,,,,
ENSMUSG00000067818,,,,,,,,,,,,
ENSMUSG00000044147,,,,,,,,,,,,
ENSMUSG00000070565,,,,,,,,,,,,
ENSMUSG00000031930,,,,,,,,,,,,
ENSMUSG00000024312,,,,,,,,,,,,
ENSMUSG00000026319,,,,,,,,,,,,
ENSMUSG00000019432,,,,,,,,,,,,
ENSMUSG00000072941,,,,,,,,,,,,
ENSMUSG00000039601,,,,,,,,,,,,
ENSMUSG00000032578,,,,,,,,,,,,
ENSMUSG00000044359,,,,,,,,,,,,
ENSMUSG00000079418,,,,,,,,,,,,
ENSMUSG00000034473,,,,,,,,,,,,
ENSMUSG00000032733,,,,,,,,,,,,
ENSMUSG00000020170,,,,,,,,,,,,
ENSMUSG00000055553,,,,,,,,,,,,
ENSMUSG00000047414,,,,,,,,,,,,
ENSMUSG00000005262,,,,,,,,,,,,
ENSMUSG00000058638,,,,,,,,,,,,
ENSMUSG00000031657,,,,,,,,,,,,
ENSMUSG00000012114,,,,,,,,,,,,
ENSMUSG00000026585,,,,,,,,,,,,
ENSMUSG00000035296,,,,,,,,,,,,
ENSMUSG00000026499,,,,,,,,,,,,
ENSMUSG00000001750,,,,,,,,,,,,
ENSMUSG00000025485,,,,,,,,,,,,
ENSMUSG00000037029,,,,,,,,,,,,
ENSMUSG00000003778,,,,,,,,,,,,
ENSMUSG00000022023,,,,,,,,,,,,
ENSMUSG00000052117,,,,,,,,,,,,
ENSMUSG00000023723,,,,,,,,,,,,
ENSMUSG00000052593,,,,,,,,,,,,
ENSMUSG00000002625,,,,,,,,,,,,
ENSMUSG00000053333,,,,,,,,,,,,
ENSMUSG00000048429,,,,,,,,,,,,
ENSMUSG00000042046,,,,,,,,,,,,
ENSMUSG00000070348,,,,,,,,,,,,
ENSMUSG00000003438,,,,,,,,,,,,
ENSMUSG00000038132,,,,,,,,,,,,
ENSMUSG00000032481,,,,,,,,,,,,
ENSMUSG00000012640,,,,,,,,,,,,
ENSMUSG00000059182,,,,,,,,,,,,
ENSMUSG00000000686,,,,,,,,,,,,
ENSMUSG00000040659,,,,,,,,,,,,
ENSMUSG00000031349,,,,,,,,,,,,
ENSMUSG00000042985,,,,,,,,,,,,
ENSMUSG00000055401,,,,,,,,,,,,
ENSMUSG00000029370,,,,,,,,,,,,
ENSMUSG00000062352,,,,,,,,,,,,
ENSMUSG00000005378,,,,,,,,,,,,
ENSMUSG00000014550,,,,,,,,,,,,
ENSMUSG00000041926,,,,,,,,,,,,
ENSMUSG00000027247,,,,,,,,,,,,
ENSMUSG00000031783,,,,,,,,,,,,
ENSMUSG00000027997,,,,,,,,,,,,
ENSMUSG00000030291,,,,,,,,,,,,
ENSMUSG00000034591,,,,,,,,,,,,
ENSMUSG00000003344,,,,,,,,,,,,
ENSMUSG00000032796,,,,,,,,,,,,
ENSMUSG00000024560,,,,,,,,,,,,
ENSMUSG00000019837,,,,,,,,,,,,
ENSMUSG00000032897,,,,,,,,,,,,
ENSMUSG00000037621,,,,,,,,,,,,
ENSMUSG00000040006,,,,,,,,,,,,
ENSMUSG00000069892,,,,,,,,,,,,
ENSMUSG00000028780,,,,,,,,,,,,
ENSMUSG00000040025,,,,,,,,,,,,
ENSMUSG00000001506,,,,,,,,,,,,
ENSMUSG00000016918,,,,,,,,,,,,
ENSMUSG00000017639,,,,,,,,,,,,
ENSMUSG00000013973,,,,,,,,,,,,
ENSMUSG00000031239,,,,,,,,,,,,
ENSMUSG00000029647,,,,,,,,,,,,
ENSMUSG00000021901,,,,,,,,,,,,
ENSMUSG00000029475,,,,,,,,,,,,
ENSMUSG00000022555,,,,,,,,,,,,
ENSMUSG00000018449,,,,,,,,,,,,
ENSMUSG00000034480,,,,,,,,,,,,
ENSMUSG00000001508,,,,,,,,,,,,
ENSMUSG00000019998,,,,,,,,,,,,
ENSMUSG00000026761,,,,,,,,,,,,
ENSMUSG00000020184,,,,,,,,,,,,
ENSMUSG00000039735,,,,,,,,,,,,
ENSMUSG00000044763,,,,,,,,,,,,
ENSMUSG00000022553,,,,,,,,,,,,
ENSMUSG00000049985,,,,,,,,,,,,
ENSMUSG00000024050,,,,,,,,,,,,
ENSMUSG00000027435,,,,,,,,,,,,
ENSMUSG00000074212,,,,,,,,,,,,
ENSMUSG00000036099,,,,,,,,,,,,
ENSMUSG00000002280,,,,,,,,,,,,
ENSMUSG00000054404,,,,,,,,,,,,
ENSMUSG00000059436,,,,,,,,,,,,
ENSMUSG00000040699,,,,,,,,,,,,
ENSMUSG00000021470,,,,,,,,,,,,
ENSMUSG00000018189,,,,,,,,,,,,
ENSMUSG00000066442,,,,,,,,,,,,
ENSMUSG00000028937,,,,,,,,,,,,
ENSMUSG00000004562,,,,,,,,,,,,
ENSMUSG00000030340,,,,,,,,,,,,
ENSMUSG00000002329,,,,,,,,,,,,
ENSMUSG00000020614,,,,,,,,,,,,
ENSMUSG00000027890,,,,,,,,,,,,
ENSMUSG00000027428,,,,,,,,,,,,
ENSMUSG00000024446,,,,,,,,,,,,
ENSMUSG00000020514,,,,,,,,,,,,
ENSMUSG00000030319,,,,,,,,,,,,
ENSMUSG00000019763,,,,,,,,,,,,
ENSMUSG00000027322,,,,,,,,,,,,
ENSMUSG00000043085,,,,,,,,,,,,
ENSMUSG00000049555,,,,,,,,,,,,
ENSMUSG00000028886,,,,,,,,,,,,
ENSMUSG00000042354,,,,,,,,,,,,
ENSMUSG00000022124,,,,,,,,,,,,
ENSMUSG00000019984,,,,,,,,,,,,
ENSMUSG00000020700,,,,,,,,,,,,
ENSMUSG00000027634,,,,,,,,,,,,
ENSMUSG00000027865,,,,,,,,,,,,
ENSMUSG00000025607,,,,,,,,,,,,
ENSMUSG00000021936,,,,,,,,,,,,
ENSMUSG00000032392,,,,,,,,,,,,
ENSMUSG00000027540,,,,,,,,,,,,
ENSMUSG00000026500,,,,,,,,,,,,
ENSMUSG00000041057,,,,,,,,,,,,
ENSMUSG00000030199,,,,,,,,,,,,
ENSMUSG00000079523,,,,,,,,,,,,
ENSMUSG00000040524,,,,,,,,,,,,
ENSMUSG00000046034,,,,,,,,,,,,
ENSMUSG00000028771,,,,,,,,,,,,
ENSMUSG00000069769,,,,,,,,,,,,
ENSMUSG00000110444,,,,,,,,,,,,
ENSMUSG00000067847,,,,,,,,,,,,
ENSMUSG00000049305,,,,,,,,,,,,
ENSMUSG00000022557,,,,,,,,,,,,
ENSMUSG00000030826,,,,,,,,,,,,
ENSMUSG00000008167,,,,,,,,,,,,
ENSMUSG00000029246,,,,,,,,,,,,
ENSMUSG00000074001,,,,,,,,,,,,
ENSMUSG00000020262,,,,,,,,,,,,
ENSMUSG00000022570,,,,,,,,,,,,
ENSMUSG00000021254,,,,,,,,,,,,
ENSMUSG00000018547,,,,,,,,,,,,
ENSMUSG00000019996,,,,,,,,,,,,
ENSMUSG00000032977,,,,,,,,,,,,
ENSMUSG00000056671,,,,,,,,,,,,
ENSMUSG00000039849,,,,,,,,,,,,
ENSMUSG00000058291,,,,,,,,,,,,
ENSMUSG00000027628,,,,,,,,,,,,
ENSMUSG00000027425,,,,,,,,,,,,
ENSMUSG00000020133,,,,,,,,,,,,
ENSMUSG00000031060,,,,,,,,,,,,
ENSMUSG00000022111,,,,,,,,,,,,
ENSMUSG00000052253,,,,,,,,,,,,
ENSMUSG00000036322,,,,,,,,,,,,
ENSMUSG00000036513,,,,,,,,,,,,
ENSMUSG00000031897,,,,,,,,,,,,
ENSMUSG00000034902,,,,,,,,,,,,
ENSMUSG00000020196,,,,,,,,,,,,
ENSMUSG00000063480,,,,,,,,,,,,
ENSMUSG00000047517,,,,,,,,,,,,
ENSMUSG00000020380,,,,,,,,,,,,
ENSMUSG00000055493,,,,,,,,,,,,
ENSMUSG00000056071,,,,,,,,,,,,
ENSMUSG00000000278,,,,,,,,,,,,
ENSMUSG00000002372,,,,,,,,,,,,
ENSMUSG00000032217,,,,,,,,,,,,
ENSMUSG00000070934,,,,,,,,,,,,
ENSMUSG00000026339,,,,,,,,,,,,
ENSMUSG00000018387,,,,,,,,,,,,
ENSMUSG00000042429,,,,,,,,,,,,
ENSMUSG00000061887,,,,,,,,,,,,
ENSMUSG00000030814,,,,,,,,,,,,
ENSMUSG00000031889,,,,,,,,,,,,
ENSMUSG00000025626,,,,,,,,,,,,
ENSMUSG00000030216,,,,,,,,,,,,
ENSMUSG00000026192,,,,,,,,,,,,
ENSMUSG00000027649,,,,,,,,,,,,
ENSMUSG00000006435,,,,,,,,,,,,
ENSMUSG00000026596,,,,,,,,,,,,
ENSMUSG00000042105,,,,,,,,,,,,
ENSMUSG00000027777,,,,,,,,,,,,
ENSMUSG00000038280,,,,,,,,,,,,
ENSMUSG00000025858,,,,,,,,,,,,
ENSMUSG00000054580,,,,,,,,,,,,
ENSMUSG00000029199,,,,,,,,,,,,
ENSMUSG00000021453,,,,,,,,,,,,
ENSMUSG00000035011,,,,,,,,,,,,
ENSMUSG00000032845,,,,,,,,,,,,
ENSMUSG00000032380,,,,,,,,,,,,
ENSMUSG00000029629,,,,,,,,,,,,
ENSMUSG00000022237,,,,,,,,,,,,
ENSMUSG00000005682,,,,,,,,,,,,
ENSMUSG00000090942,,,,,,,,,,,,
ENSMUSG00000030965,,,,,,,,,,,,
ENSMUSG00000056153,,,,,,,,,,,,
ENSMUSG00000041272,,,,,,,,,,,,
ENSMUSG00000028741,,,,,,,,,,,,
ENSMUSG00000002227,,,,,,,,,,,,
ENSMUSG00000025737,,,,,,,,,,,,
ENSMUSG00000008373,,,,,,,,,,,,
ENSMUSG00000038233,,,,,,,,,,,,
ENSMUSG00000025558,,,,,,,,,,,,
ENSMUSG00000042870,,,,,,,,,,,,
ENSMUSG00000021846,,,,,,,,,,,,
ENSMUSG00000034432,,,,,,,,,,,,
ENSMUSG00000022769,,,,,,,,,,,,
ENSMUSG00000020680,,,,,,,,,,,,
ENSMUSG00000049580,,,,,,,,,,,,
ENSMUSG00000026455,,,,,,,,,,,,
ENSMUSG00000021952,,,,,,,,,,,,
ENSMUSG00000028680,,,,,,,,,,,,
ENSMUSG00000026380,,,,,,,,,,,,
ENSMUSG00000024369,,,,,,,,,,,,
ENSMUSG00000038213,,,,,,,,,,,,
ENSMUSG00000014668,,,,,,,,,,,,
ENSMUSG00000053559,,,,,,,,,,,,
ENSMUSG00000031519,,,,,,,,,,,,
ENSMUSG00000090264,,,,,,,,,,,,
ENSMUSG00000033392,,,,,,,,,,,,
ENSMUSG00000045639,,,,,,,,,,,,
ENSMUSG00000042211,,,,,,,,,,,,
ENSMUSG00000021738,,,,,,,,,,,,
ENSMUSG00000020205,,,,,,,,,,,,
ENSMUSG00000028431,,,,,,,,,,,,
ENSMUSG00000039205,,,,,,,,,,,,
ENSMUSG00000020085,,,,,,,,,,,,
ENSMUSG00000036817,,,,,,,,,,,,
ENSMUSG00000040270,,,,,,,,,,,,
ENSMUSG00000064080,,,,,,,,,,,,
ENSMUSG00000071654,,,,,,,,,,,,
ENSMUSG00000041961,,,,,,,,,,,,
ENSMUSG00000057469,,,,,,,,,,,,
ENSMUSG00000041957,,,,,,,,,,,,
ENSMUSG00000056493,,,,,,,,,,,,
ENSMUSG00000042507,,,,,,,,,,,,
ENSMUSG00000031157,,,,,,,,,,,,
ENSMUSG00000041439,,,,,,,,,,,,
ENSMUSG00000047721,,,,,,,,,,,,
ENSMUSG00000069565,,,,,,,,,,,,
ENSMUSG00000039990,,,,,,,,,,,,
ENSMUSG00000035898,,,,,,,,,,,,
ENSMUSG00000029231,,,,,,,,,,,,
ENSMUSG00000027163,,,,,,,,,,,,
ENSMUSG00000029003,,,,,,,,,,,,
ENSMUSG00000027086,,,,,,,,,,,,
ENSMUSG00000029385,,,,,,,,,,,,
ENSMUSG00000038784,,,,,,,,,,,,
ENSMUSG00000032952,,,,,,,,,,,,
ENSMUSG00000022895,,,,,,,,,,,,
ENSMUSG00000022668,,,,,,,,,,,,
ENSMUSG00000026439,,,,,,,,,,,,
ENSMUSG00000036534,,,,,,,,,,,,
ENSMUSG00000025026,,,,,,,,,,,,
ENSMUSG00000030101,,,,,,,,,,,,
ENSMUSG00000005087,,,,,,,,,,,,
ENSMUSG00000057551,,,,,,,,,,,,
ENSMUSG00000057409,,,,,,,,,,,,
ENSMUSG00000048047,,,,,,,,,,,,
ENSMUSG00000014301,,,,,,,,,,,,
ENSMUSG00000000127,,,,,,,,,,,,
ENSMUSG00000057691,,,,,,,,,,,,
ENSMUSG00000021373,,,,,,,,,,,,
ENSMUSG00000029428,,,,,,,,,,,,
ENSMUSG00000021918,,,,,,,,,,,,
ENSMUSG00000033628,,,,,,,,,,,,
ENSMUSG00000037971,,,,,,,,,,,,
ENSMUSG00000018196,,,,,,,,,,,,
ENSMUSG00000024096,,,,,,,,,,,,
ENSMUSG00000060098,,,,,,,,,,,,
ENSMUSG00000025340,,,,,,,,,,,,
ENSMUSG00000002847,,,,,,,,,,,,
ENSMUSG00000031171,,,,,,,,,,,,
ENSMUSG00000039449,,,,,,,,,,,,
ENSMUSG00000024191,,,,,,,,,,,,
ENSMUSG00000099146,,,,,,,,,,,,
ENSMUSG00000091405,,,,,,,,,,,,
ENSMUSG00000079487,,,,,,,,,,,,
ENSMUSG00000040043,,,,,,,,,,,,
ENSMUSG00000051000,,,,,,,,,,,,
ENSMUSG00000034382,,,,,,,,,,,,
ENSMUSG00000020775,,,,,,,,,,,,
ENSMUSG00000026966,,,,,,,,,,,,
ENSMUSG00000051671,,,,,,,,,,,,
ENSMUSG00000053646,,,,,,,,,,,,
ENSMUSG00000036887,,,,,,,,,,,,
ENSMUSG00000021754,,,,,,,,,,,,
ENSMUSG00000043789,,,,,,,,,,,,
ENSMUSG00000052139,,,,,,,,,,,,
ENSMUSG00000016409,,,,,,,,,,,,
ENSMUSG00000014873,,,,,,,,,,,,
ENSMUSG00000028466,,,,,,,,,,,,
ENSMUSG00000072235,,,,,,,,,,,,
ENSMUSG00000057604,,,,,,,,,,,,
ENSMUSG00000063488,,,,,,,,,,,,
ENSMUSG00000013419,,,,,,,,,,,,
ENSMUSG00000039771,,,,,,,,,,,,
ENSMUSG00000032571,,,,,,,,,,,,
ENSMUSG00000031148,,,,,,,,,,,,
ENSMUSG00000038990,,,,,,,,,,,,
ENSMUSG00000041688,,,,,,,,,,,,
ENSMUSG00000026077,,,,,,,,,,,,
ENSMUSG00000026223,,,,,,,,,,,,
ENSMUSG00000036904,,,,,,,,,,,,
ENSMUSG00000042729,,,,,,,,,,,,
ENSMUSG00000032316,,,,,,,,,,,,
ENSMUSG00000033186,,,,,,,,,,,,
ENSMUSG00000025981,,,,,,,,,,,,
