FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14
ENSMUSG00000032382,ENSMUSG00000036046,ENSMUSG00000019947,ENSMUSG00000022219,ENSMUSG00000020532,,,,,,,,
ENSMUSG00000023965,ENSMUSG00000005698,ENSMUSG00000003166,ENSMUSG00000029823,ENSMUSG00000041453,,,,,,,,
ENSMUSG00000024807,ENSMUSG00000026348,ENSMUSG00000021892,ENSMUSG00000050144,ENSMUSG00000025781,,,,,,,,
ENSMUSG00000052632,ENSMUSG00000003662,ENSMUSG00000021273,ENSMUSG00000020358,ENSMUSG00000003477,,,,,,,,
ENSMUSG00000041241,ENSMUSG00000041308,ENSMUSG00000039105,ENSMUSG00000005417,ENSMUSG00000032204,,,,,,,,
ENSMUSG00000020902,ENSMUSG00000017978,ENSMUSG00000043019,ENSMUSG00000031645,ENSMUSG00000109628,,,,,,,,
ENSMUSG00000034993,ENSMUSG00000040661,ENSMUSG00000020309,ENSMUSG00000024378,ENSMUSG00000038690,,,,,,,,
ENSMUSG00000024054,ENSMUSG00000048271,ENSMUSG00000021963,ENSMUSG00000009566,ENSMUSG00000020022,,,,,,,,
ENSMUSG00000027933,ENSMUSG00000026740,ENSMUSG00000060992,ENSMUSG00000021096,ENSMUSG00000028979,,,,,,,,
ENSMUSG00000039637,ENSMUSG00000049553,ENSMUSG00000027346,ENSMUSG00000043940,ENSMUSG00000029063,,,,,,,,
ENSMUSG00000017697,ENSMUSG00000035772,ENSMUSG00000026896,ENSMUSG00000003037,ENSMUSG00000035031,,,,,,,,
ENSMUSG00000030302,ENSMUSG00000027429,ENSMUSG00000007880,ENSMUSG00000018659,ENSMUSG00000028410,,,,,,,,
ENSMUSG00000032306,ENSMUSG00000031820,ENSMUSG00000041133,ENSMUSG00000038733,ENSMUSG00000025194,,,,,,,,
ENSMUSG00000038880,ENSMUSG00000021549,ENSMUSG00000078688,ENSMUSG00000002957,ENSMUSG00000073481,,,,,,,,
ENSMUSG00000040795,ENSMUSG00000029249,ENSMUSG00000005103,ENSMUSG00000029020,ENSMUSG00000017119,,,,,,,,
ENSMUSG00000026696,ENSMUSG00000035840,ENSMUSG00000039960,ENSMUSG00000032803,ENSMUSG00000017707,,,,,,,,
ENSMUSG00000118332,ENSMUSG00000031754,ENSMUSG00000029777,ENSMUSG00000004056,ENSMUSG00000026272,,,,,,,,
ENSMUSG00000030905,ENSMUSG00000045954,ENSMUSG00000020946,ENSMUSG00000020102,ENSMUSG00000021520,,,,,,,,
ENSMUSG00000039740,ENSMUSG00000037049,ENSMUSG00000062981,ENSMUSG00000091867,ENSMUSG00000031767,,,,,,,,
ENSMUSG00000049685,ENSMUSG00000028960,ENSMUSG00000072294,ENSMUSG00000031696,ENSMUSG00000060636,,,,,,,,
ENSMUSG00000030980,ENSMUSG00000022246,ENSMUSG00000048833,ENSMUSG00000022865,ENSMUSG00000030157,,,,,,,,
ENSMUSG00000007836,ENSMUSG00000059920,ENSMUSG00000022106,ENSMUSG00000035248,ENSMUSG00000053644,,,,,,,,
ENSMUSG00000038446,ENSMUSG00000032604,ENSMUSG00000043131,ENSMUSG00000000399,ENSMUSG00000021484,,,,,,,,
ENSMUSG00000033257,ENSMUSG00000027810,ENSMUSG00000037351,ENSMUSG00000030249,ENSMUSG00000024740,,,,,,,,
ENSMUSG00000049313,ENSMUSG00000025612,ENSMUSG00000038503,ENSMUSG00000034171,ENSMUSG00000042010,,,,,,,,
ENSMUSG00000022401,ENSMUSG00000028161,ENSMUSG00000037110,ENSMUSG00000054226,ENSMUSG00000074884,,,,,,,,
ENSMUSG00000025795,ENSMUSG00000031207,ENSMUSG00000062980,ENSMUSG00000053303,ENSMUSG00000016256,,,,,,,,
ENSMUSG00000044456,ENSMUSG00000032582,ENSMUSG00000002379,ENSMUSG00000063358,ENSMUSG00000001666,,,,,,,,
ENSMUSG00000029062,ENSMUSG00000035215,ENSMUSG00000021242,ENSMUSG00000022521,ENSMUSG00000036257,,,,,,,,
ENSMUSG00000021638,ENSMUSG00000025019,ENSMUSG00000028409,ENSMUSG00000003072,,,,,,,,,
ENSMUSG00000020248,ENSMUSG00000033918,ENSMUSG00000032932,ENSMUSG00000025326,,,,,,,,,
ENSMUSG00000032579,ENSMUSG00000005609,ENSMUSG00000009090,ENSMUSG00000038121,,,,,,,,,
ENSMUSG00000042380,ENSMUSG00000005397,ENSMUSG00000042682,ENSMUSG00000061740,,,,,,,,,
ENSMUSG00000034738,ENSMUSG00000041936,ENSMUSG00000026867,ENSMUSG00000018846,,,,,,,,,
ENSMUSG00000045930,ENSMUSG00000034845,ENSMUSG00000036990,ENSMUSG00000026730,,,,,,,,,
ENSMUSG00000075704,ENSMUSG00000030629,ENSMUSG00000007656,ENSMUSG00000041548,,,,,,,,,
ENSMUSG00000040997,ENSMUSG00000022897,ENSMUSG00000031357,ENSMUSG00000032601,,,,,,,,,
ENSMUSG00000073609,ENSMUSG00000037003,ENSMUSG00000035227,ENSMUSG00000034101,,,,,,,,,
ENSMUSG00000027130,ENSMUSG00000058799,ENSMUSG00000003316,ENSMUSG00000031701,,,,,,,,,
ENSMUSG00000041966,ENSMUSG00000042271,ENSMUSG00000032898,ENSMUSG00000034308,,,,,,,,,
ENSMUSG00000025027,ENSMUSG00000096255,ENSMUSG00000047454,ENSMUSG00000032527,,,,,,,,,
ENSMUSG00000041890,ENSMUSG00000025504,ENSMUSG00000032012,ENSMUSG00000030513,,,,,,,,,
ENSMUSG00000005907,ENSMUSG00000041815,ENSMUSG00000054604,ENSMUSG00000022512,,,,,,,,,
ENSMUSG00000028879,ENSMUSG00000042557,ENSMUSG00000025220,ENSMUSG00000037815,,,,,,,,,
ENSMUSG00000035596,ENSMUSG00000031627,ENSMUSG00000030105,ENSMUSG00000050812,,,,,,,,,
ENSMUSG00000052748,ENSMUSG00000044786,ENSMUSG00000020738,ENSMUSG00000019889,,,,,,,,,
ENSMUSG00000024594,ENSMUSG00000029191,ENSMUSG00000028656,ENSMUSG00000024360,,,,,,,,,
ENSMUSG00000030986,ENSMUSG00000096188,ENSMUSG00000024259,ENSMUSG00000056091,,,,,,,,,
ENSMUSG00000028882,ENSMUSG00000002416,ENSMUSG00000027782,ENSMUSG00000020300,,,,,,,,,
ENSMUSG00000033557,ENSMUSG00000036461,ENSMUSG00000014496,ENSMUSG00000034158,,,,,,,,,
ENSMUSG00000074513,ENSMUSG00000070044,ENSMUSG00000024487,ENSMUSG00000027580,,,,,,,,,
ENSMUSG00000040723,ENSMUSG00000022957,ENSMUSG00000021116,ENSMUSG00000020422,,,,,,,,,
ENSMUSG00000028149,ENSMUSG00000022175,ENSMUSG00000040774,ENSMUSG00000020745,,,,,,,,,
ENSMUSG00000031913,ENSMUSG00000015143,ENSMUSG00000039956,ENSMUSG00000024997,,,,,,,,,
ENSMUSG00000029156,ENSMUSG00000032434,ENSMUSG00000041297,ENSMUSG00000045991,,,,,,,,,
ENSMUSG00000032342,ENSMUSG00000038722,ENSMUSG00000049115,ENSMUSG00000021620,,,,,,,,,
ENSMUSG00000034190,ENSMUSG00000068663,ENSMUSG00000022016,ENSMUSG00000037236,,,,,,,,,
ENSMUSG00000000058,ENSMUSG00000106352,ENSMUSG00000021012,ENSMUSG00000028194,,,,,,,,,
ENSMUSG00000021357,ENSMUSG00000026072,ENSMUSG00000052144,ENSMUSG00000007739,,,,,,,,,
ENSMUSG00000032905,ENSMUSG00000041733,ENSMUSG00000019579,ENSMUSG00000032485,,,,,,,,,
ENSMUSG00000041845,ENSMUSG00000020647,ENSMUSG00000032220,ENSMUSG00000004040,,,,,,,,,
ENSMUSG00000002250,ENSMUSG00000006134,ENSMUSG00000030298,ENSMUSG00000038084,,,,,,,,,
ENSMUSG00000064068,ENSMUSG00000017929,ENSMUSG00000034160,ENSMUSG00000061959,,,,,,,,,
ENSMUSG00000058093,ENSMUSG00000029616,ENSMUSG00000004270,ENSMUSG00000031708,,,,,,,,,
ENSMUSG00000066705,ENSMUSG00000013539,ENSMUSG00000027601,ENSMUSG00000066026,,,,,,,,,
ENSMUSG00000029999,ENSMUSG00000032788,ENSMUSG00000018401,ENSMUSG00000024304,,,,,,,,,
ENSMUSG00000052565,ENSMUSG00000021772,ENSMUSG00000026888,ENSMUSG00000035811,,,,,,,,,
ENSMUSG00000094786,ENSMUSG00000000131,ENSMUSG00000037580,ENSMUSG00000027367,,,,,,,,,
ENSMUSG00000020910,ENSMUSG00000019710,ENSMUSG00000073725,ENSMUSG00000039704,,,,,,,,,
ENSMUSG00000055817,ENSMUSG00000024493,ENSMUSG00000024870,ENSMUSG00000037820,,,,,,,,,
ENSMUSG00000032239,ENSMUSG00000001729,ENSMUSG00000034868,ENSMUSG00000009470,,,,,,,,,
ENSMUSG00000036825,ENSMUSG00000026466,ENSMUSG00000021929,ENSMUSG00000022270,,,,,,,,,
ENSMUSG00000032388,ENSMUSG00000039615,ENSMUSG00000038886,ENSMUSG00000034424,,,,,,,,,
ENSMUSG00000042638,ENSMUSG00000033565,ENSMUSG00000025139,ENSMUSG00000036078,,,,,,,,,
ENSMUSG00000025872,ENSMUSG00000051627,ENSMUSG00000025289,ENSMUSG00000045216,,,,,,,,,
ENSMUSG00000032290,ENSMUSG00000037652,ENSMUSG00000056076,ENSMUSG00000040213,,,,,,,,,
ENSMUSG00000030204,ENSMUSG00000014547,ENSMUSG00000029190,ENSMUSG00000036438,,,,,,,,,
ENSMUSG00000004266,ENSMUSG00000003949,ENSMUSG00000055053,ENSMUSG00000028557,,,,,,,,,
ENSMUSG00000038618,ENSMUSG00000106864,ENSMUSG00000056579,ENSMUSG00000049470,,,,,,,,,
ENSMUSG00000003444,ENSMUSG00000005501,ENSMUSG00000021413,ENSMUSG00000022244,,,,,,,,,
ENSMUSG00000032179,ENSMUSG00000031242,ENSMUSG00000021707,ENSMUSG00000037062,,,,,,,,,
ENSMUSG00000021281,ENSMUSG00000028140,ENSMUSG00000049659,ENSMUSG00000027180,,,,,,,,,
ENSMUSG00000014850,ENSMUSG00000028826,ENSMUSG00000009646,ENSMUSG00000010175,,,,,,,,,
ENSMUSG00000034832,ENSMUSG00000049076,ENSMUSG00000006169,ENSMUSG00000025199,,,,,,,,,
ENSMUSG00000033910,ENSMUSG00000051234,ENSMUSG00000016028,ENSMUSG00000020593,,,,,,,,,
ENSMUSG00000021578,ENSMUSG00000065126,ENSMUSG00000027900,ENSMUSG00000067851,,,,,,,,,
ENSMUSG00000007659,ENSMUSG00000032757,ENSMUSG00000017756,ENSMUSG00000030465,,,,,,,,,
ENSMUSG00000022000,ENSMUSG00000023068,ENSMUSG00000039285,ENSMUSG00000075595,,,,,,,,,
ENSMUSG00000042298,ENSMUSG00000079427,ENSMUSG00000038658,ENSMUSG00000028964,,,,,,,,,
ENSMUSG00000018559,ENSMUSG00000025969,ENSMUSG00000003923,ENSMUSG00000021097,,,,,,,,,
ENSMUSG00000034620,ENSMUSG00000017286,ENSMUSG00000030894,ENSMUSG00000000708,,,,,,,,,
ENSMUSG00000027498,ENSMUSG00000028423,ENSMUSG00000016921,ENSMUSG00000028757,,,,,,,,,
ENSMUSG00000060962,ENSMUSG00000013787,ENSMUSG00000017418,ENSMUSG00000000631,,,,,,,,,
ENSMUSG00000039585,ENSMUSG00000019738,ENSMUSG00000047492,ENSMUSG00000030655,,,,,,,,,
ENSMUSG00000024498,ENSMUSG00000040761,ENSMUSG00000033382,ENSMUSG00000028514,,,,,,,,,
ENSMUSG00000062604,ENSMUSG00000039988,ENSMUSG00000026227,ENSMUSG00000040731,,,,,,,,,
ENSMUSG00000045691,ENSMUSG00000024436,ENSMUSG00000039450,ENSMUSG00000035877,,,,,,,,,
ENSMUSG00000019295,ENSMUSG00000017801,ENSMUSG00000021211,ENSMUSG00000039952,,,,,,,,,
ENSMUSG00000058586,ENSMUSG00000050310,ENSMUSG00000035936,ENSMUSG00000016024,,,,,,,,,
ENSMUSG00000074829,ENSMUSG00000048264,ENSMUSG00000026617,ENSMUSG00000021832,,,,,,,,,
ENSMUSG00000004552,ENSMUSG00000027993,ENSMUSG00000028343,ENSMUSG00000025810,,,,,,,,,
ENSMUSG00000010290,ENSMUSG00000024773,ENSMUSG00000102976,ENSMUSG00000031422,,,,,,,,,
ENSMUSG00000056763,ENSMUSG00000038773,ENSMUSG00000040848,ENSMUSG00000026750,,,,,,,,,
ENSMUSG00000031917,ENSMUSG00000040550,ENSMUSG00000054312,ENSMUSG00000022836,,,,,,,,,
ENSMUSG00000025351,ENSMUSG00000047446,ENSMUSG00000028455,ENSMUSG00000031246,,,,,,,,,
ENSMUSG00000026670,ENSMUSG00000026675,ENSMUSG00000017781,ENSMUSG00000000711,,,,,,,,,
ENSMUSG00000033596,ENSMUSG00000044469,ENSMUSG00000023939,ENSMUSG00000030770,,,,,,,,,
ENSMUSG00000012609,ENSMUSG00000003235,ENSMUSG00000027455,ENSMUSG00000037095,,,,,,,,,
ENSMUSG00000061482,ENSMUSG00000048486,ENSMUSG00000030704,ENSMUSG00000044221,,,,,,,,,
ENSMUSG00000042447,ENSMUSG00000069633,ENSMUSG00000028521,ENSMUSG00000058793,,,,,,,,,
ENSMUSG00000025555,ENSMUSG00000032340,ENSMUSG00000036478,ENSMUSG00000020859,,,,,,,,,
ENSMUSG00000051452,ENSMUSG00000028461,ENSMUSG00000020733,ENSMUSG00000021037,,,,,,,,,
ENSMUSG00000038646,ENSMUSG00000037669,ENSMUSG00000025224,ENSMUSG00000038664,,,,,,,,,
ENSMUSG00000004462,ENSMUSG00000033105,ENSMUSG00000016344,ENSMUSG00000068762,,,,,,,,,
ENSMUSG00000035401,ENSMUSG00000020464,ENSMUSG00000026393,ENSMUSG00000032097,,,,,,,,,
ENSMUSG00000021774,ENSMUSG00000025868,ENSMUSG00000002812,ENSMUSG00000058355,,,,,,,,,
ENSMUSG00000020439,ENSMUSG00000037622,ENSMUSG00000038206,ENSMUSG00000042650,,,,,,,,,
ENSMUSG00000034940,ENSMUSG00000005893,ENSMUSG00000057497,ENSMUSG00000024254,,,,,,,,,
ENSMUSG00000028195,ENSMUSG00000001942,ENSMUSG00000022185,ENSMUSG00000031333,,,,,,,,,
ENSMUSG00000027868,ENSMUSG00000081534,ENSMUSG00000040466,ENSMUSG00000028223,,,,,,,,,
ENSMUSG00000069208,ENSMUSG00000087687,ENSMUSG00000031386,ENSMUSG00000025613,,,,,,,,,
ENSMUSG00000025348,ENSMUSG00000041736,ENSMUSG00000024875,ENSMUSG00000031446,,,,,,,,,
ENSMUSG00000024561,ENSMUSG00000030691,ENSMUSG00000025198,,,,,,,,,,
ENSMUSG00000018750,ENSMUSG00000010051,ENSMUSG00000020283,,,,,,,,,,
ENSMUSG00000007029,ENSMUSG00000022193,ENSMUSG00000034858,,,,,,,,,,
ENSMUSG00000034165,ENSMUSG00000032370,ENSMUSG00000006498,,,,,,,,,,
ENSMUSG00000002948,ENSMUSG00000032244,ENSMUSG00000029119,,,,,,,,,,
ENSMUSG00000103421,ENSMUSG00000014856,ENSMUSG00000028601,,,,,,,,,,
ENSMUSG00000026074,ENSMUSG00000028156,ENSMUSG00000007415,,,,,,,,,,
ENSMUSG00000010205,ENSMUSG00000032667,ENSMUSG00000027712,,,,,,,,,,
ENSMUSG00000040250,ENSMUSG00000001911,ENSMUSG00000059208,,,,,,,,,,
ENSMUSG00000023707,ENSMUSG00000030795,ENSMUSG00000058013,,,,,,,,,,
ENSMUSG00000031402,ENSMUSG00000002580,ENSMUSG00000024283,,,,,,,,,,
ENSMUSG00000023961,ENSMUSG00000022265,ENSMUSG00000026254,,,,,,,,,,
ENSMUSG00000051359,ENSMUSG00000027835,ENSMUSG00000045482,,,,,,,,,,
ENSMUSG00000064302,ENSMUSG00000030835,ENSMUSG00000029405,,,,,,,,,,
ENSMUSG00000028976,ENSMUSG00000027173,ENSMUSG00000030120,,,,,,,,,,
ENSMUSG00000002017,ENSMUSG00000026743,ENSMUSG00000031078,,,,,,,,,,
ENSMUSG00000026280,ENSMUSG00000045180,ENSMUSG00000053110,,,,,,,,,,
ENSMUSG00000025047,ENSMUSG00000074622,ENSMUSG00000028062,,,,,,,,,,
ENSMUSG00000003031,ENSMUSG00000021400,ENSMUSG00000028932,,,,,,,,,,
ENSMUSG00000056536,ENSMUSG00000029148,ENSMUSG00000041638,,,,,,,,,,
ENSMUSG00000002897,ENSMUSG00000032547,ENSMUSG00000039840,,,,,,,,,,
ENSMUSG00000023045,ENSMUSG00000040374,ENSMUSG00000025279,,,,,,,,,,
ENSMUSG00000023048,ENSMUSG00000020116,ENSMUSG00000028419,,,,,,,,,,
ENSMUSG00000022848,ENSMUSG00000038403,ENSMUSG00000061288,,,,,,,,,,
ENSMUSG00000037852,ENSMUSG00000037286,ENSMUSG00000024982,,,,,,,,,,
ENSMUSG00000027014,ENSMUSG00000050912,ENSMUSG00000032009,,,,,,,,,,
ENSMUSG00000028185,ENSMUSG00000071856,ENSMUSG00000036180,,,,,,,,,,
ENSMUSG00000033423,ENSMUSG00000020123,ENSMUSG00000001576,,,,,,,,,,
ENSMUSG00000095362,ENSMUSG00000048217,ENSMUSG00000021377,,,,,,,,,,
ENSMUSG00000006641,ENSMUSG00000021072,ENSMUSG00000051695,,,,,,,,,,
ENSMUSG00000042589,ENSMUSG00000019437,ENSMUSG00000030335,,,,,,,,,,
ENSMUSG00000053841,ENSMUSG00000022400,ENSMUSG00000040359,,,,,,,,,,
ENSMUSG00000068566,ENSMUSG00000035104,ENSMUSG00000027170,,,,,,,,,,
ENSMUSG00000026421,ENSMUSG00000026383,ENSMUSG00000075703,,,,,,,,,,
ENSMUSG00000039982,ENSMUSG00000059119,ENSMUSG00000004070,,,,,,,,,,
ENSMUSG00000032295,ENSMUSG00000040296,ENSMUSG00000004460,,,,,,,,,,
ENSMUSG00000026483,ENSMUSG00000003731,ENSMUSG00000026087,,,,,,,,,,
ENSMUSG00000026796,ENSMUSG00000025584,ENSMUSG00000047412,,,,,,,,,,
ENSMUSG00000009563,ENSMUSG00000078866,ENSMUSG00000038371,,,,,,,,,,
ENSMUSG00000078931,ENSMUSG00000047153,ENSMUSG00000026576,,,,,,,,,,
ENSMUSG00000024620,ENSMUSG00000032802,ENSMUSG00000041459,,,,,,,,,,
ENSMUSG00000032411,ENSMUSG00000032652,ENSMUSG00000036083,,,,,,,,,,
ENSMUSG00000048782,ENSMUSG00000036712,ENSMUSG00000025234,,,,,,,,,,
ENSMUSG00000032369,ENSMUSG00000033352,ENSMUSG00000024104,,,,,,,,,,
ENSMUSG00000020721,ENSMUSG00000025825,ENSMUSG00000024371,,,,,,,,,,
ENSMUSG00000031819,ENSMUSG00000006418,ENSMUSG00000036698,,,,,,,,,,
ENSMUSG00000054814,ENSMUSG00000022426,ENSMUSG00000033307,,,,,,,,,,
ENSMUSG00000039217,ENSMUSG00000027222,ENSMUSG00000039007,,,,,,,,,,
ENSMUSG00000039512,ENSMUSG00000028309,ENSMUSG00000059248,,,,,,,,,,
ENSMUSG00000015672,ENSMUSG00000031762,ENSMUSG00000020716,,,,,,,,,,
ENSMUSG00000045503,ENSMUSG00000044573,ENSMUSG00000054611,,,,,,,,,,
ENSMUSG00000005823,ENSMUSG00000072625,ENSMUSG00000019768,,,,,,,,,,
ENSMUSG00000035621,ENSMUSG00000032030,ENSMUSG00000032855,,,,,,,,,,
ENSMUSG00000034435,ENSMUSG00000078799,ENSMUSG00000055912,,,,,,,,,,
ENSMUSG00000007777,ENSMUSG00000017686,ENSMUSG00000021109,,,,,,,,,,
ENSMUSG00000028710,ENSMUSG00000021585,ENSMUSG00000070473,,,,,,,,,,
ENSMUSG00000029265,ENSMUSG00000039934,ENSMUSG00000032702,,,,,,,,,,
ENSMUSG00000027671,ENSMUSG00000024414,ENSMUSG00000019087,,,,,,,,,,
ENSMUSG00000090523,ENSMUSG00000001105,ENSMUSG00000023951,,,,,,,,,,
ENSMUSG00000029635,ENSMUSG00000061461,ENSMUSG00000034245,,,,,,,,,,
ENSMUSG00000038502,ENSMUSG00000046201,ENSMUSG00000057346,,,,,,,,,,
ENSMUSG00000063511,ENSMUSG00000047735,ENSMUSG00000023852,,,,,,,,,,
ENSMUSG00000043262,ENSMUSG00000049658,ENSMUSG00000033335,,,,,,,,,,
ENSMUSG00000057375,ENSMUSG00000029147,ENSMUSG00000079197,,,,,,,,,,
ENSMUSG00000058254,ENSMUSG00000029478,ENSMUSG00000028121,,,,,,,,,,
ENSMUSG00000020743,ENSMUSG00000029066,ENSMUSG00000021669,,,,,,,,,,
ENSMUSG00000035614,ENSMUSG00000017478,ENSMUSG00000030203,,,,,,,,,,
ENSMUSG00000073643,ENSMUSG00000029071,ENSMUSG00000050043,,,,,,,,,,
ENSMUSG00000033096,ENSMUSG00000037601,ENSMUSG00000040859,,,,,,,,,,
ENSMUSG00000042660,ENSMUSG00000087260,ENSMUSG00000035769,,,,,,,,,,
ENSMUSG00000047793,ENSMUSG00000013698,ENSMUSG00000017221,,,,,,,,,,
ENSMUSG00000063065,ENSMUSG00000077450,ENSMUSG00000020841,,,,,,,,,,
ENSMUSG00000035382,ENSMUSG00000009621,ENSMUSG00000022789,,,,,,,,,,
ENSMUSG00000022828,ENSMUSG00000022174,ENSMUSG00000028668,,,,,,,,,,
ENSMUSG00000021767,ENSMUSG00000024048,ENSMUSG00000047714,,,,,,,,,,
ENSMUSG00000052751,ENSMUSG00000027613,ENSMUSG00000061559,,,,,,,,,,
ENSMUSG00000028136,ENSMUSG00000028180,ENSMUSG00000025871,,,,,,,,,,
ENSMUSG00000028690,ENSMUSG00000031871,ENSMUSG00000054455,,,,,,,,,,
ENSMUSG00000020263,ENSMUSG00000038507,ENSMUSG00000019188,,,,,,,,,,
ENSMUSG00000025534,ENSMUSG00000028657,ENSMUSG00000051483,,,,,,,,,,
ENSMUSG00000030579,ENSMUSG00000024789,ENSMUSG00000037366,,,,,,,,,,
ENSMUSG00000026484,ENSMUSG00000022797,ENSMUSG00000020576,,,,,,,,,,
ENSMUSG00000096910,ENSMUSG00000053453,ENSMUSG00000015165,,,,,,,,,,
ENSMUSG00000001150,ENSMUSG00000026277,ENSMUSG00000039270,,,,,,,,,,
ENSMUSG00000049624,ENSMUSG00000021374,ENSMUSG00000078671,,,,,,,,,,
ENSMUSG00000028394,ENSMUSG00000033953,ENSMUSG00000038522,,,,,,,,,,
ENSMUSG00000034218,ENSMUSG00000031604,ENSMUSG00000026655,,,,,,,,,,
ENSMUSG00000022247,ENSMUSG00000034120,ENSMUSG00000071172,,,,,,,,,,
ENSMUSG00000025037,ENSMUSG00000024081,ENSMUSG00000028207,,,,,,,,,,
ENSMUSG00000026641,ENSMUSG00000021895,ENSMUSG00000029103,,,,,,,,,,
ENSMUSG00000031631,ENSMUSG00000018412,ENSMUSG00000015120,,,,,,,,,,
ENSMUSG00000040738,ENSMUSG00000026427,ENSMUSG00000029657,,,,,,,,,,
ENSMUSG00000046792,ENSMUSG00000037434,ENSMUSG00000061136,,,,,,,,,,
ENSMUSG00000046962,ENSMUSG00000026848,ENSMUSG00000115987,,,,,,,,,,
ENSMUSG00000026659,ENSMUSG00000072568,ENSMUSG00000018326,,,,,,,,,,
ENSMUSG00000010554,ENSMUSG00000019809,ENSMUSG00000089704,,,,,,,,,,
ENSMUSG00000035781,ENSMUSG00000050244,ENSMUSG00000030036,,,,,,,,,,
ENSMUSG00000031521,ENSMUSG00000029291,ENSMUSG00000044018,,,,,,,,,,
ENSMUSG00000034780,ENSMUSG00000048756,ENSMUSG00000046756,,,,,,,,,,
ENSMUSG00000020877,ENSMUSG00000032870,ENSMUSG00000020720,,,,,,,,,,
ENSMUSG00000032513,ENSMUSG00000029106,ENSMUSG00000021411,,,,,,,,,,
ENSMUSG00000029397,ENSMUSG00000013822,ENSMUSG00000008976,,,,,,,,,,
ENSMUSG00000018076,ENSMUSG00000025155,ENSMUSG00000041645,,,,,,,,,,
ENSMUSG00000079480,ENSMUSG00000079562,ENSMUSG00000071633,,,,,,,,,,
ENSMUSG00000023353,ENSMUSG00000028953,ENSMUSG00000021054,,,,,,,,,,
ENSMUSG00000037685,ENSMUSG00000018481,ENSMUSG00000045776,,,,,,,,,,
ENSMUSG00000041781,ENSMUSG00000031584,ENSMUSG00000034006,,,,,,,,,,
ENSMUSG00000058833,ENSMUSG00000039768,ENSMUSG00000026179,,,,,,,,,,
ENSMUSG00000021681,ENSMUSG00000020115,ENSMUSG00000029064,,,,,,,,,,
ENSMUSG00000007872,ENSMUSG00000024442,ENSMUSG00000029502,,,,,,,,,,
ENSMUSG00000069792,ENSMUSG00000042688,ENSMUSG00000027679,,,,,,,,,,
ENSMUSG00000060301,ENSMUSG00000029613,ENSMUSG00000026307,,,,,,,,,,
ENSMUSG00000019880,ENSMUSG00000030123,ENSMUSG00000065954,,,,,,,,,,
ENSMUSG00000021868,ENSMUSG00000033124,ENSMUSG00000058446,,,,,,,,,,
ENSMUSG00000055254,ENSMUSG00000011257,ENSMUSG00000027710,,,,,,,,,,
ENSMUSG00000023020,ENSMUSG00000021375,ENSMUSG00000031835,,,,,,,,,,
ENSMUSG00000061360,ENSMUSG00000038312,ENSMUSG00000022656,,,,,,,,,,
ENSMUSG00000034917,ENSMUSG00000041483,ENSMUSG00000052459,,,,,,,,,,
ENSMUSG00000025915,ENSMUSG00000036087,ENSMUSG00000033880,,,,,,,,,,
ENSMUSG00000032553,ENSMUSG00000078656,ENSMUSG00000031948,,,,,,,,,,
ENSMUSG00000018858,ENSMUSG00000037257,ENSMUSG00000025579,,,,,,,,,,
ENSMUSG00000020038,ENSMUSG00000005936,ENSMUSG00000032187,,,,,,,,,,
ENSMUSG00000030990,ENSMUSG00000022615,ENSMUSG00000020366,,,,,,,,,,
ENSMUSG00000041870,ENSMUSG00000040488,ENSMUSG00000054280,,,,,,,,,,
ENSMUSG00000087410,ENSMUSG00000033318,ENSMUSG00000037573,,,,,,,,,,
ENSMUSG00000038346,ENSMUSG00000001017,ENSMUSG00000027189,,,,,,,,,,
ENSMUSG00000000561,ENSMUSG00000028830,ENSMUSG00000078784,,,,,,,,,,
ENSMUSG00000059409,ENSMUSG00000029486,ENSMUSG00000001467,,,,,,,,,,
ENSMUSG00000079110,ENSMUSG00000055531,ENSMUSG00000040813,,,,,,,,,,
ENSMUSG00000030678,ENSMUSG00000079017,ENSMUSG00000041426,,,,,,,,,,
ENSMUSG00000021993,ENSMUSG00000024357,ENSMUSG00000006395,,,,,,,,,,
ENSMUSG00000032462,ENSMUSG00000033444,ENSMUSG00000006673,,,,,,,,,,
ENSMUSG00000029454,ENSMUSG00000075054,ENSMUSG00000101609,,,,,,,,,,
ENSMUSG00000056167,ENSMUSG00000105096,ENSMUSG00000049760,,,,,,,,,,
ENSMUSG00000033720,ENSMUSG00000030987,ENSMUSG00000022205,,,,,,,,,,
ENSMUSG00000029440,ENSMUSG00000046876,ENSMUSG00000028743,,,,,,,,,,
ENSMUSG00000042410,ENSMUSG00000040565,ENSMUSG00000033478,,,,,,,,,,
ENSMUSG00000000134,ENSMUSG00000038861,ENSMUSG00000058239,,,,,,,,,,
ENSMUSG00000021838,ENSMUSG00000024121,ENSMUSG00000031969,,,,,,,,,,
ENSMUSG00000033594,ENSMUSG00000049960,ENSMUSG00000118671,,,,,,,,,,
ENSMUSG00000030532,ENSMUSG00000029309,ENSMUSG00000005615,,,,,,,,,,
ENSMUSG00000034621,ENSMUSG00000042396,ENSMUSG00000024479,,,,,,,,,,
ENSMUSG00000031601,ENSMUSG00000029598,ENSMUSG00000038174,,,,,,,,,,
