gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000033214	-0.3369364	-0.042712178	-0.019040065	2
ENSMUSG00000075269	-0.33693397	-0.04274992	-0.019091906	2
ENSMUSG00000097756	-0.33693355	-0.04271553	-0.019117877	2
ENSMUSG00000041642	-0.30988926	-0.04087377	-0.018540531	2
ENSMUSG00000112880	-0.32303122	-0.03860429	-0.019899575	2
ENSMUSG00000056832	-0.3304677	-0.041489717	-0.01827107	2
ENSMUSG00000031616	-0.29073408	-0.03566392	-0.018493734	2
ENSMUSG00000090291	-0.33687946	-0.042726763	-0.019121887	2
ENSMUSG00000027233	-0.3367559	-0.04269025	-0.019103106	2
ENSMUSG00000106053	-0.33629414	-0.042624615	-0.01905348	2
ENSMUSG00000029408	-0.327318	-0.040754996	-0.01759489	2
ENSMUSG00000037331	0.49899012	-0.25411442	0.10596411	2
ENSMUSG00000043687	-0.32331306	-0.038179964	-0.017724788	2
ENSMUSG00000033902	-0.27909622	-0.041979037	-0.013661406	2
ENSMUSG00000041248	-0.33692652	-0.042727068	-0.019083897	2
ENSMUSG00000046062	0.35843304	0.05398946	0.0042794496	2
ENSMUSG00000054619	0.6336429	0.19480206	-0.016391033	2
ENSMUSG00000024563	-0.19063556	-0.026851265	-0.014790546	2
ENSMUSG00000054679	-0.33677208	-0.042727992	-0.019184148	2
ENSMUSG00000045678	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000061601	-0.33407602	-0.042361557	-0.019030273	2
ENSMUSG00000086628	-0.2620449	0.01703692	-0.034150902	2
ENSMUSG00000027962	-0.2502354	-0.010178119	-0.01944851	2
ENSMUSG00000022132	-0.33655542	-0.042609833	-0.01914623	2
ENSMUSG00000103906	-0.32526985	-0.040492218	-0.017259263	2
ENSMUSG00000071424	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000015968	-0.31956342	-0.0453808	-0.017452396	2
ENSMUSG00000050198	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000000171	0.97194016	0.5861123	-0.16146933	2
ENSMUSG00000030785	-0.33636278	-0.042382207	-0.019206356	2
ENSMUSG00000049823	-0.32518125	-0.041540306	-0.019747194	2
ENSMUSG00000026134	-0.31726477	-0.041580364	-0.016562453	2
ENSMUSG00000015247	0.003667951	0.033824943	-0.013670213	2
ENSMUSG00000009614	3.9308798	-0.3850778	0.22801891	2
ENSMUSG00000020402	0.40462947	0.041552912	0.008169984	2
ENSMUSG00000026220	-0.33695155	-0.042747773	-0.019099237	2
ENSMUSG00000002014	0.048117775	0.19524355	-0.0388488	2
ENSMUSG00000061979	-0.27941558	-0.03630915	-0.011769509	2
ENSMUSG00000035235	-0.32458335	-0.037940033	-0.018838834	2
