accession	direction	term	clean_term	description	query_genes	overlap	term_genes_in_universe	universe_genes	p_value	overlap_genes	fdr_bh	glare_best_fdr_bh	glare_cluster_count	glare_locations	glare_example_clusters
OSD-463	up_in_flight	REACTOME_GLUCOSE_METABOLISM	Glucose Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCOSE_METABOLISM	1473	17	57	15362	1.5031490892159421e-05	ENSMUSG00000005469,ENSMUSG00000011752,ENSMUSG00000014606,ENSMUSG00000015112,ENSMUSG00000019179,ENSMUSG00000019528,ENSMUSG00000021456,ENSMUSG00000023456,ENSMUSG00000024892,ENSMUSG00000025190,ENSMUSG00000027010,ENSMUSG00000028307,ENSMUSG00000031295,ENSMUSG00000031672,ENSMUSG00000033065,ENSMUSG00000036438,ENSMUSG00000063524	0.00045929555503820455	1.7451426039477813e-11	3	FLT,GC	FLT6;GC4;FLT4
OSD-463	up_in_flight	REACTOME_SULFUR_AMINO_ACID_METABOLISM	Sulfur Amino Acid Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SULFUR_AMINO_ACID_METABOLISM	1473	9	21	15362	6.750216780712119e-05	ENSMUSG00000004996,ENSMUSG00000025190,ENSMUSG00000027597,ENSMUSG00000028179,ENSMUSG00000029326,ENSMUSG00000033022,ENSMUSG00000037798,ENSMUSG00000064254,ENSMUSG00000074768	0.0018563096146958329	3.50921111109315e-08	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	up_in_flight	REACTOME_BIOLOGICAL_OXIDATIONS	Biological Oxidations	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS	1473	26	125	15362	0.00011645120177136726	ENSMUSG00000003555,ENSMUSG00000023963,ENSMUSG00000025068,ENSMUSG00000026691,ENSMUSG00000027597,ENSMUSG00000028240,ENSMUSG00000028712,ENSMUSG00000029269,ENSMUSG00000029272,ENSMUSG00000029630,ENSMUSG00000037798,ENSMUSG00000040170,ENSMUSG00000040181,ENSMUSG00000040562,ENSMUSG00000050445,ENSMUSG00000054417,ENSMUSG00000061292,ENSMUSG00000061740,ENSMUSG00000063929,ENSMUSG00000069668,ENSMUSG00000070419,ENSMUSG00000089943,ENSMUSG00000090165,ENSMUSG00000090175,ENSMUSG00000091867,ENSMUSG00000094156	0.0029112800442841814	1.7609578955365397e-18	3	FLT,GC	FLT6;GC4;FLT4
OSD-463	up_in_flight	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	Bile Acid And Bile Salt Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	1473	9	25	15362	0.0003293192507311322	ENSMUSG00000017307,ENSMUSG00000021135,ENSMUSG00000021751,ENSMUSG00000023963,ENSMUSG00000028240,ENSMUSG00000030237,ENSMUSG00000038641,ENSMUSG00000039653,ENSMUSG00000050445	0.0075468994959217795	4.5404628060753896e-14	2	FLT,GC	FLT6;GC4
OSD-463	up_in_flight	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	Mitochondrial Fatty Acid Beta Oxidation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1473	6	12	15362	0.0004272190564274517	ENSMUSG00000018574,ENSMUSG00000026003,ENSMUSG00000027984,ENSMUSG00000029545,ENSMUSG00000041650,ENSMUSG00000062908	0.009037326193657632	5.075980994898344e-10	2	FLT,GC	GC4;FLT6
OSD-463	up_in_flight	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	Synthesis Of Bile Acids And Bile Salts	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	1473	7	17	15362	0.0006015554931858686	ENSMUSG00000017307,ENSMUSG00000021751,ENSMUSG00000023963,ENSMUSG00000028240,ENSMUSG00000038641,ENSMUSG00000039653,ENSMUSG00000050445	0.011028517375074258	3.5151421493387393e-13	2	FLT,GC	FLT6;GC4
OSD-463	up_in_flight	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	Citric Acid Cycle Tca Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	1473	7	17	15362	0.0006015554931858686	ENSMUSG00000000171,ENSMUSG00000002010,ENSMUSG00000004789,ENSMUSG00000009863,ENSMUSG00000019179,ENSMUSG00000022477,ENSMUSG00000030541	0.011028517375074258	2.198581565127921e-09	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	up_in_flight	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	Synthesis Of Bile Acids And Bile Salts Via 7Alpha Hydroxycholesterol	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	1473	6	13	15362	0.0007291714766948651	ENSMUSG00000017307,ENSMUSG00000021751,ENSMUSG00000028240,ENSMUSG00000038641,ENSMUSG00000039653,ENSMUSG00000050445	0.012532634755692995	1.3644813794526573e-13	2	FLT,GC	FLT6;GC4
OSD-463	up_in_flight	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	Pyruvate Metabolism And Citric Acid Tca Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	1473	10	36	15362	0.0015793091735692725	ENSMUSG00000000171,ENSMUSG00000002010,ENSMUSG00000004789,ENSMUSG00000009863,ENSMUSG00000019179,ENSMUSG00000022477,ENSMUSG00000030246,ENSMUSG00000030541,ENSMUSG00000033624,ENSMUSG00000038967	0.025547648395973527	2.4415183073183157e-10	4	FLT,GC	GC4;FLT6;FLT4;GC7
OSD-463	up_in_flight	REACTOME_PEROXISOMAL_LIPID_METABOLISM	Peroxisomal Lipid Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PEROXISOMAL_LIPID_METABOLISM	1473	7	20	15362	0.0018540706840479355	ENSMUSG00000017307,ENSMUSG00000021751,ENSMUSG00000021884,ENSMUSG00000026853,ENSMUSG00000031378,ENSMUSG00000031985,ENSMUSG00000036138	0.028134489664852453	8.270423714748e-08	2	FLT,GC	FLT6;GC4
OSD-463	up_in_flight	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	Phase1 Functionalization Of Compounds	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	1473	15	69	15362	0.0019438374677534422	ENSMUSG00000003555,ENSMUSG00000023963,ENSMUSG00000026691,ENSMUSG00000028240,ENSMUSG00000028712,ENSMUSG00000029630,ENSMUSG00000040170,ENSMUSG00000040181,ENSMUSG00000050445,ENSMUSG00000054417,ENSMUSG00000061292,ENSMUSG00000061740,ENSMUSG00000063929,ENSMUSG00000070419,ENSMUSG00000091867	0.028134489664852453	6.509763432822546e-13	2	FLT,GC	FLT6;GC4
OSD-463	up_in_flight	REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	Ppara Activates Gene Expression	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	1473	19	100	15362	0.002796961674696237	ENSMUSG00000000440,ENSMUSG00000002968,ENSMUSG00000013833,ENSMUSG00000024454,ENSMUSG00000024900,ENSMUSG00000024955,ENSMUSG00000027875,ENSMUSG00000028240,ENSMUSG00000028712,ENSMUSG00000029167,ENSMUSG00000031808,ENSMUSG00000031980,ENSMUSG00000032715,ENSMUSG00000032786,ENSMUSG00000062908,ENSMUSG00000063929,ENSMUSG00000090165,ENSMUSG00000090175,ENSMUSG00000094156	0.03845822302707326	7.46631573380748e-09	5	FLT,GC	GC4;FLT6;FLT4;GC9;FLT1
OSD-463	up_in_flight	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	Cytochrome P450 Arranged By Substrate Type	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	1473	12	52	15362	0.00316660954484223	ENSMUSG00000003555,ENSMUSG00000023963,ENSMUSG00000028240,ENSMUSG00000028712,ENSMUSG00000029630,ENSMUSG00000050445,ENSMUSG00000054417,ENSMUSG00000061292,ENSMUSG00000061740,ENSMUSG00000063929,ENSMUSG00000070419,ENSMUSG00000091867	0.041467505944362534	3.686559018904776e-09	2	FLT,GC	FLT6;GC4
OSD-48	down_in_flight	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	Bmal1 Clock Npas2 Activates Circadian Expression	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	47	3	33	13691	0.0001924557517008267	ENSMUSG00000030103,ENSMUSG00000037411,ENSMUSG00000059824	0.0003849115034016534	5.632672615534241e-05	4	FLT,GC	GC3;FLT5;GC2;FLT7
OSD-48	down_in_flight	REACTOME_CIRCADIAN_CLOCK	Circadian Clock	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CIRCADIAN_CLOCK	47	3	49	13691	0.000625365544154414	ENSMUSG00000030103,ENSMUSG00000037411,ENSMUSG00000059824	0.000625365544154414	8.363598560758922e-08	5	FLT,GC	GC3;FLT5;GC2;FLT11;FLT10
OSD-48	up_in_flight	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	Metabolism Of Lipids And Lipoproteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	35	4	394	13691	0.01749373906179761	ENSMUSG00000024843,ENSMUSG00000038754,ENSMUSG00000041698,ENSMUSG00000050445	0.03498747812359522	1.7499253796555178e-32	7	FLT,GC	FLT10;GC3;GC9;FLT7;GC2;FLT11;FLT5
