sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	z_0	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32	z_33	z_34	z_35	z_36	z_37	z_38	z_39	z_40	z_41	z_42	z_43	z_44	z_45	z_46	z_47	z_48	z_49	z_50	z_51	z_52	z_53	z_54	z_55	z_56	z_57	z_58	z_59	z_60	z_61	z_62	z_63
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.6637	3.9086	0.9142	-1.394	-0.373	0.557	-4.4116	1.0973	-3.1541	-2.3558	3.7711	0.4173	3.0126	-0.3261	0.5868	-4.0092	1.17	-4.766	2.6356	0.8403	3.9981	2.577	-0.7286	0.4837	4.2415	0.672	5.3974	-3.202	1.9744	-0.6151	1.1919	-0.5592	0.4303	3.0375	-1.4245	-2.3517	0.9585	3.0588	-2.7948	4.3146	0.4653	-1.9062	-1.6184	-1.019	-2.3107	-4.0793	-4.2443	0.7404	0.657	3.5375	-0.0367	-0.8125	3.3486	2.3502	-2.4121	1.4541	1.9243	-4.3134	3.4918	3.8896	0.2934	1.0195	2.4866	4.1111
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.1583	1.1288	-0.0894	-2.0631	-0.9926	2.1946	-3.4933	0.88	-1.4089	-1.1599	2.141	-1.0405	2.1561	1.254	-0.4597	-1.4873	-0.3324	-3.5601	1.846	-0.4301	2.3818	1.2461	0.1369	0.6128	4.4435	1.0228	4.8777	-1.5497	0.5092	-0.3642	0.7837	-1.4758	-0.3824	3.2531	0.2735	-0.7701	1.1752	2.4169	-2.404	2.3737	0.7338	0.0658	-0.2672	-1.5286	-1.5435	-2.6028	-2.2502	0.8713	1.2349	-0.6073	0.7211	-0.2322	2.9154	1.3211	-2.4231	1.5246	0.6365	-2.5271	2.2843	2.8718	1.0656	1.0684	1.2633	3.5871
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.4105	3.1177	-0.7291	-2.2003	-0.5401	-0.057	-3.0688	-0.1748	-2.5317	-1.1785	3.27	-0.528	2.642	-0.0126	1.5938	-3.0933	1.3334	-4.5516	2.2625	0.3886	1.1066	0.7483	0.404	-0.7204	2.8744	0.6987	3.2283	-2.0046	1.2875	-2.3044	0.8216	-1.5961	0.8554	1.7861	0.7401	-3.0463	0.4719	2.1676	-1.4407	2.6053	-0.8454	-0.0383	1.4122	-0.246	-2.5454	-3.253	-3.4193	0.8912	-0.3089	1.8458	-0.2744	0.052	2.7201	0.9237	-2.7196	1.7623	-2.1238	-1.2116	2.6524	3.6165	0.6959	1.7443	0.6388	3.4585
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.8435	1.6639	-1.0047	-1.2291	-2.0138	1.8099	-4.2834	-0.5856	-2.0235	0.27	2.0642	-1.8774	2.1069	0.7435	-0.6302	-1.8639	0.678	-5.2025	2.9211	1.4858	3.4868	1.8477	-0.2126	1.757	4.516	0.6864	3.1942	-1.4573	1.9638	-1.7235	0.9874	-1.3037	0.6098	2.7118	0.2002	-0.9955	0.8198	2.6677	-1.8166	2.3996	0.4045	-1.3664	-0.706	-1.7294	-1.6137	-3.4947	-4.4471	1.7201	0.8514	0.8653	1.2284	-0.5664	3.8925	0.0919	-1.7589	3.5125	-0.2006	-4.4141	4.1386	1.965	1.7051	2.2669	1.8042	0.5732
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.0672	2.5576	-0.6569	-2.0184	0.2929	2.1704	-3.5478	-0.6982	-1.8142	-0.1673	2.8702	-1.1444	2.3879	1.3353	2.0047	-1.9595	0.1556	-2.1171	1.3875	1.0772	3.6598	1.1669	0.2758	-0.7374	3.2411	1.3697	3.8216	-1.8116	0.2436	-1.1227	1.3056	-1.8071	0.1688	2.3008	0.3781	-0.1222	1.8098	1.7396	-1.9598	1.9765	-0.9783	-0.5844	-1.1847	-1.17	-1.9392	-2.5558	-3.2028	1.9603	-0.1949	0.4175	0.0399	-0.8879	2.9446	2.7857	-2.345	2.7659	-0.2468	-2.3033	2.3777	1.3088	2.4637	1.692	1.329	1.9871
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	3.8288	2.7358	-1.5508	-1.6984	-1.481	0.7724	-2.3723	-0.9891	-3.9797	-0.1024	5.0617	0.8629	5.4434	1.1586	-0.3383	-3.8608	0.4038	-4.4981	5.3141	0.9144	4.9467	3.7173	-0.5931	-0.6182	1.2922	0.0278	7.3157	-3.3611	2.1575	-1.6958	1.764	0.5173	-2.5943	5.5639	1.1772	-3.9132	2.0219	4.3865	-2.1944	2.8902	0.4146	-4.8086	-0.6696	-2.8413	-3.2889	-2.9463	-3.0395	0.5776	-1.2932	2.9663	2.8355	-0.6312	3.8622	5.1956	-2.4869	2.387	1.7448	-4.957	2.2082	0.4636	0.3099	3.724	0.932	5.2869
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	4.2543	2.7436	-1.0666	-1.7382	-0.0689	2.4691	-4.5078	-0.9053	-4.3246	0.0042	4.6035	1.1445	6.189	-0.3897	0.3851	-4.5538	1.509	-3.8509	6.3208	2.0821	3.1939	5.0744	-0.8913	-1.2956	2.5601	0.2757	6.2118	-4.2569	2.3887	-1.7398	3.1899	-0.0403	-2.7953	5.8772	-4.2568	-4.2111	0.6475	3.2424	-3.5001	3.9911	-1.0707	-2.2234	-2.2102	-2.5346	-2.9494	-4.409	-3.265	1.3732	1.4638	2.405	2.1812	-1.9523	4.7339	4.5164	-3.6821	2.9271	2.449	-1.6098	2.9356	3.2841	-0.0046	2.5632	0.1536	6.3949
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	4.6318	1.8109	-2.9977	-2.7659	-1.439	1.1804	-3.3668	-0.7158	-4.4745	-0.8969	4.0252	0.0187	5.7728	-0.0136	1.9708	-3.8214	1.5304	-4.7611	5.6305	-0.7246	5.2265	3.6095	-0.0451	-1.1438	3.2272	-0.4303	6.007	-4.1415	1.7677	-2.5851	3.1267	-1.0919	-1.5027	5.8627	1.9068	-2.9369	1.8156	4.4698	-3.3896	4.0921	0.9302	-2.9545	-0.6636	-3.6405	-3.2465	-3.9896	-3.4263	1.9403	-0.5488	2.4448	0.9461	-1.5185	3.903	4.7857	-2.6209	1.2723	2.8812	-5.6306	2.3664	2.8174	1.1236	3.3336	-0.3082	4.5146
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.3609	2.6149	-0.5959	-2.3347	-0.3473	1.7801	-3.3194	-1.6029	-2.7778	0.737	4.7691	-0.1869	4.3327	0.3239	-0.5183	-3.2685	1.0834	-3.5253	3.7329	-0.0405	4.7697	3.0983	0.4199	-0.3364	2.9513	3.7594	5.4027	-2.206	2.1464	-3.6273	2.3475	0.1763	-0.7933	4.0961	-0.157	-2.4315	1.828	2.9377	-1.3424	2.7726	-0.4245	-1.189	-1.8979	-2.1915	-2.8279	-3.4855	-3.094	0.2341	1.1645	2.0315	1.7323	-0.5914	4.3274	3.1892	-1.8202	3.3114	0.8633	-4.6292	1.9837	0.2548	0.3448	4.5419	1.2087	2.9326
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.6436	3.293	-0.2602	-2.3265	-0.9142	1.1522	-4.2156	-0.8799	-2.482	-0.0008	3.5886	-0.506	3.0466	0.4473	-0.6339	-3.7346	0.3568	-5.0633	4.1692	0.3908	3.5081	0.4149	-1.6941	-1.506	4.7673	1.0143	5.8043	-3.2029	1.0914	-0.5181	1.6853	-1.3237	-1.5325	4.088	0.5714	-1.9275	0.5179	4.5357	-2.691	2.8255	0.1924	-1.6187	-1.7312	-2.7804	-1.8528	-3.0073	-3.8109	1.5761	-0.3583	0.5811	-0.5336	1.7663	3.8649	3.1922	-2.8809	2.1291	0.3576	-2.6482	3.3827	3.2038	3.393	1.8718	-0.1921	4.0492
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.2096	3.466	-1.7602	-1.9395	0.2523	1.6977	-2.1917	-0.2296	-4.111	-2.2653	1.9013	-0.6348	3.2135	-0.0922	1.5066	-4.2325	1.146	-5.542	4.4501	1.4663	4.2081	1.4051	0.2606	0.3651	2.9543	0.1367	3.8083	-2.6648	2.7472	-1.9236	1.9452	-1.864	-0.857	3.9933	-1.4169	-2.3025	0.7472	4.0518	-2.9321	2.2778	0.2492	-1.8197	0.1464	-0.8105	-3.1547	-4.3838	-4.6298	1.0283	0.7015	2.1528	0.5508	-1.1118	3.8126	2.7117	-2.5624	3.2288	1.1233	-4.9478	1.3771	3.6117	-0.1861	1.8778	0.1899	4.1926
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.5172	3.5491	-1.4735	-0.4653	-0.7349	0.7833	-3.0842	1.1726	-0.4778	-1.3717	2.9316	-0.0329	2.0501	0.7194	0.3516	-4.2633	0.968	-4.2924	2.1778	1.2195	2.1336	1.4152	0.1112	0.6213	3.5719	0.7699	4.7407	-1.606	1.3928	-2.5748	1.1101	-2.5669	-0.866	3.0722	-1.395	-0.5634	0.3633	1.2765	-1.6829	1.5638	-0.5724	-1.7355	-1.796	0.5831	-1.5438	-2.9316	-3.8343	0.4666	-0.0166	2.2273	-0.3155	-0.4383	2.4729	1.7853	-1.4208	1.7408	-0.8467	-2.2421	1.2281	2.1194	3.6099	1.1428	2.8645	2.8438
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.4125	1.957	-0.9129	-1.7871	-1.997	0.4502	-1.733	-1.5042	-2.0308	-1.6247	2.8173	-1.3771	2.6948	1.0131	2.5995	-3.912	2.3415	-4.0908	2.3962	0.0211	3.0524	0.1534	-1.2181	0.2114	3.753	0.8412	2.0911	-1.8272	1.2664	-2.0997	1.7326	-2.3553	1.1662	4.0047	-0.4326	-0.2131	2.9199	2.0208	-1.6994	1.781	-0.0171	-0.2637	-1.1615	0.2004	-2.2218	-2.8736	-3.6109	0.5793	1.5062	0.6535	-0.3174	0.1262	2.6777	2.05	-0.8233	0.7396	-1.5971	-3.3129	1.7299	2.636	-0.2779	3.8617	4.3514	3.0192
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.9594	1.3006	0.1087	-1.8831	-1.5374	2.6631	-2.199	-1.8018	-1.1471	-0.5905	1.3308	-0.7995	0.959	3.1438	0.0574	-0.6476	-0.2894	-6.0724	2.1226	1.0906	3.3694	1.0108	-1.3799	1.4044	4.2473	0.7815	1.6719	-1.7826	1.1934	-1.123	1.0688	-1.6673	-1.1864	3.3435	1.137	-1.1589	1.8203	1.9365	-1.3996	2.2756	-0.0272	0.3979	-1.8448	-0.1908	-0.7165	-2.714	-3.2904	0.5564	0.9508	-1.1055	0.7825	0.3205	3.1334	2.0222	-1.3093	2.6916	-1.4392	-3.4554	2.9318	2.7187	0.5003	1.8592	2.719	2.9849
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.2873	2.8712	0.6566	-1.6782	-0.5675	2.1144	-3.7721	0.9752	-0.878	-1.0506	0.079	-0.6903	1.3294	2.3858	0.2012	-2.7765	0.971	-2.6382	1.6235	0.8754	1.2365	-0.2716	0.2553	-0.4069	3.1724	0.475	1.61	-1.2202	-0.0399	-1.1986	1.2048	-0.7336	-0.1693	1.4161	-0.3957	-0.1737	2.2772	1.3343	-1.5674	0.8649	-0.362	-0.7352	-0.2378	-0.2356	-0.6772	-1.1571	-2.7031	0.7122	1.4899	0.8359	0.6847	0.2418	2.1656	0.4955	-1.2928	0.9572	1.529	-3.4326	1.7597	0.8036	1.1952	0.8354	1.5632	2.8545
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-0.5356	2.975	-0.4564	0.0677	0.378	0.2181	-4.0329	1.2295	-0.9989	-2.6323	2.9258	-0.5022	1.5335	1.5905	1.6294	-2.0777	0.9303	-2.5682	1.6586	0.3612	2.015	-0.1186	1.9229	-0.6338	2.3321	1.0624	3.279	-0.4971	1.2208	0.3886	-0.2154	-0.7219	1.5326	1.2299	-0.1152	-0.7168	0.554	0.9933	-0.2929	0.7892	-0.417	-2.0635	0.0312	2.0067	-1.1622	-3.09	-2.0171	0.5748	2.0201	1.8236	-2.3919	0.5393	2.5055	1.5231	0.0655	1.4663	0.8642	-1.3205	2.0465	1.4745	-0.8122	1.0531	0.2327	3.8754
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	4.4383	1.8288	-2.9123	-1.961	-1.1701	0.7326	-4.6786	-0.3189	-3.6692	-0.5026	4.5358	1.594	5.9132	0.935	1.075	-4.9566	1.6519	-5.4174	5.6715	1.0166	2.7761	4.1628	-0.3339	-1.23	1.7628	1.8077	6.1517	-4.6169	3.4798	-0.8314	3.497	0.5698	-4.135	5.6736	-2.5477	-3.5888	0.2155	4.2614	-3.1669	4.0388	-0.3904	-2.3926	-1.4838	-3.0497	-3.6984	-4.2595	-2.5908	1.3355	-0.691	3.3055	1.8916	-1.8706	3.8856	5.3005	-4.0882	2.2931	2.2462	-4.7871	1.9864	1.0886	0.9977	1.9201	0.9973	7.0824
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.3111	2.2199	-1.7696	-3.3161	-0.986	0.68	-2.7534	-1.1355	-3.6476	1.2021	4.9419	-0.004	4.2563	0.6383	0.1191	-3.043	0.3505	-3.5069	3.6767	0.2018	3.2925	3.2344	-0.5069	-1.969	4.0666	0.6747	5.2154	-3.065	2.792	-4.1846	2.0406	-1.4413	-1.7576	4.3743	-4.3424	-3.0506	-0.7458	4.2867	-2.3122	1.9553	0.4927	-3.2714	-0.6462	-3.0027	-2.4819	-1.9871	-1.4241	2.6217	1.8669	1.2145	1.7012	-0.796	3.1916	5.4494	-1.9858	3.0029	0.8233	-3.143	1.6818	3.4179	2.7257	4.3965	0.2064	4.8677
OSD-463_RR23_LVR_GC_G1_techrep1	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	2.3516	3.6073	-2.1437	-8.0496	9.6021	-5.6789	-2.0778	5.4978	-5.3735	-4.8626	-4.5409	5.6721	1.3681	-6.9037	3.6028	-4.3225	3.8554	-0.9749	4.5298	3.0912	-7.1444	0.492	7.0553	-5.6204	-7.7003	-6.5021	4.7988	-4.1128	-0.5536	5.0789	1.7378	-2.431	-6.7385	-2.6451	-7.2765	-6.1069	-8.7596	5.3106	-5.9453	2.5219	-2.5889	-8.9899	0.3961	4.8183	-3.8504	-3.7105	9.6724	-0.05	1.995	4.702	-3.5954	-7.9157	3.1564	2.7891	-3.3912	-7.1658	6.6551	5.3969	-4.7239	1.3973	5.3552	-4.9831	-8.8377	4.6991
OSD-463_RR23_LVR_GC_G1_techrep2	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	8.5298	2.7055	-10.6883	-1.3348	6.1888	-6.3486	-1.2284	6.6688	-6.1989	-6.2229	-5.2728	4.7301	2.4482	-6.7084	2.3362	-4.7345	3.1498	-2.1455	3.3839	2.7264	-4.8001	-0.1167	5.0464	-8.1557	-9.8218	-6.1417	5.3364	-6.6231	0.5092	5.6299	2.4892	-3.5777	-7.3343	-3.1984	-7.669	-4.5236	-9.7548	4.7991	-6.1385	2.2226	-2.5149	-8.1506	1.0416	8.1687	-4.6472	-1.4538	4.3109	1.478	0.3868	5.5095	-2.9832	-10.6412	-1.655	2.1044	-3.7658	-8.9079	6.4005	7.4296	-4.8711	1.4186	5.5741	-7.7605	-5.3216	5.4341
OSD-463_RR23_LVR_GC_G2	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	8.7388	3.9447	-5.0342	-4.1377	6.6341	-7.2014	0.7319	6.1637	-3.4349	-4.2066	-4.5287	5.1752	1.477	-7.5361	3.7598	-5.1301	4.3751	-0.435	4.2914	3.3	-7.2309	-0.1323	6.7925	-8.936	-7.5707	-6.6069	2.4058	-3.5262	-1.7252	8.6963	-0.5302	-2.4586	-7.2726	-1.5884	-9.1572	-5.8622	-13.6928	3.9575	-6.316	0.2819	-0.7283	-7.2556	0.8547	5.542	-4.3387	-2.9497	9.3889	1.3993	2.0959	5.3685	-3.5209	-8.7095	1.3406	0.4515	-2.9219	-9.4104	8.2256	9.6437	-4.5198	1.4432	4.015	-7.8369	-8.4628	4.681
OSD-463_RR23_LVR_GC_G3	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	4.8084	5.135	-7.6762	-2.9837	9.1613	-6.0782	-1.2586	7.3353	-5.7769	-6.5432	-5.028	7.9069	2.2542	-11.4292	3.0105	-5.1454	3.4997	-1.2886	3.2736	2.8825	-12.6553	1.7019	11.3232	-10.1517	-11.033	-6.5926	4.9194	-6.2535	-2.0539	12.2793	2.484	-3.5485	-8.831	-4.5315	-11.6421	-5.4373	-13.0668	6.1905	-7.122	1.2329	-4.5184	-4.4402	3.8782	6.1779	-4.617	-2.8823	5.5255	1.7539	0.9884	8.1339	-3.6978	-5.6481	5.3524	2.0602	-4.1516	-8.6363	9.264	14.2215	-2.7559	1.1135	5.2877	-10.2667	-11.6584	5.0463
OSD-463_RR23_LVR_GC_G4	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	7.7789	4.778	-11.5785	-3.8868	10.23	-9.2747	-1.6893	5.8926	-6.5762	-5.9263	-5.6416	6.1849	1.9584	-8.5952	3.9264	-4.8457	3.8387	-0.6071	3.3568	2.9808	-9.3154	0.108	7.5812	-7.3793	-9.2575	-8.4978	4.5031	-7.4115	-0.9163	13.0027	2.3	-4.2541	-8.1233	-3.3625	-8.9977	-6.3267	-8.8599	4.8343	-6.8898	0.0075	-5.8839	-4.8204	6.4917	5.7502	-4.4932	-2.252	9.6925	4.1715	2.4319	5.0516	-1.1215	-10.3518	6.0202	1.8923	-4.4416	-6.3372	8.3153	6.9775	-4.2427	2.272	4.8184	-9.7257	-8.0281	5.5116
OSD-463_RR23_LVR_GC_G5	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	6.2474	6.0613	-8.0341	-5.3972	9.9967	-3.7149	-2.981	4.9275	-5.4574	-4.5217	-3.4796	6.0016	3.5519	-3.3276	2.6116	-5.7574	4.0321	-1.8363	5.1916	2.4131	-9.5613	2.0672	6.5529	-5.4392	-6.1123	-6.0347	5.4554	-5.347	-0.0092	8.1991	4.8003	-0.9359	-6.7581	-0.738	-6.1892	-5.6549	-7.5797	4.2628	-6.7508	3.5832	-4.8363	-6.6596	0.5146	9.4277	-4.5372	-4.4104	1.3366	3.6702	-0.619	7.193	-3.336	-2.1419	5.6952	1.6783	-5.0646	-4.1326	6.6508	6.2996	-4.261	5.1245	3.6404	-6.7796	-10.7463	7.1063
OSD-463_RR23_LVR_GC_G6	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	14.474	4.9021	0.3523	-4.4199	8.4098	-8.2079	-0.3375	5.508	-5.1808	-6.6121	-4.7497	6.5277	1.8624	-6.6675	3.3872	-3.9114	5.0577	0.4444	1.3021	2.5639	-9.9489	-1.5204	4.989	-10.7487	-11.6703	-7.3749	3.2057	-4.2314	-1.7245	10.8217	-0.9294	-1.7499	-10.031	-4.1877	-5.7939	-6.0809	-9.2737	4.6915	-6.5212	2.6093	-2.1034	-3.9765	3.4701	8.065	-4.1601	-2.1916	12.846	3.221	1.8938	6.2031	-1.0128	-4.0283	2.761	2.8357	-3.8352	-9.1593	8.3222	11.682	-4.0685	1.7945	5.3762	-10.9541	-13.4957	6.144
OSD-463_RR23_LVR_GC_G7	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	3.0913	3.4253	-8.7369	-6.4321	11.8206	-8.5705	0.463	6.1355	-3.1643	-4.2839	-5.1656	6.1793	1.7859	-9.6185	3.1628	-5.1306	3.5368	0.2321	0.4635	1.6624	-11.2366	-0.6473	7.6568	-7.579	-13.2775	-10.697	3.3539	-5.1127	-1.888	9.4429	2.4589	-4.0535	-7.7229	-3.6175	-12.7504	-6.5371	-9.4451	4.0888	-6.7911	0.8569	-4.3461	-6.4459	7.1923	6.0661	-4.3962	-2.0844	7.8696	0.8044	0.318	7.1043	-3.3133	-5.7941	7.799	2.2088	-3.232	-11.4131	8.1905	10.0328	-5.0987	2.3526	7.1502	-9.2312	-7.4845	4.8795
OSD-463_RR23_LVR_GC_G8	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	2.0851	2.9269	-5.7427	-6.6008	3.958	-7.9092	-0.3831	7.0489	-4.7376	-5.7724	-6.4541	7.1108	1.6956	-7.6758	2.6064	-4.5163	4.5859	-0.4542	4.3288	4.2889	-12.664	-0.3173	7.2154	-9.0389	-8.226	-6.7763	1.6334	-2.4517	-1.0877	10.5329	2.8341	-4.0094	-5.3037	-3.6569	-8.2129	-6.5812	-8.2793	5.0737	-6.4347	1.7924	-5.2799	-3.2154	6.4002	7.3366	-3.7334	-1.4606	8.3242	1.6869	0.7504	7.3224	-3.1546	-9.3869	1.9312	1.5229	-4.5065	-7.5845	8.992	9.2042	-4.3287	2.5696	6.9913	-8.4948	-9.5295	5.4213
OSD-463_RR23_LVR_GC_G9	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	8.6418	4.9215	-11.7276	-4.302	4.9184	-4.7984	-0.0799	6.5664	-4.9508	-3.6585	-4.3399	5.9176	2.3346	-6.9642	2.7562	-5.2503	2.8262	-0.3246	4.5362	2.2009	-8.8657	1.7817	4.8883	-7.3967	-9.9897	-6.4821	4.0846	-4.3902	-1.6514	8.056	0.9611	-2.177	-6.7734	-3.2553	-6.9698	-5.9948	-5.6547	5.7435	-6.4161	3.6924	-5.613	-6.7117	3.9677	6.3716	-4.6456	-3.4143	6.0363	3.3714	0.5239	3.2136	-0.3915	-9.3594	6.2654	1.5855	-4.0514	-11.1692	8.443	11.1036	-6.4963	0.0776	3.7897	-6.5678	-11.0571	6.053
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep1_G1	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	6.781	2.6091	-14.5254	-2.8331	6.1686	-4.9868	-2.2475	8.3237	-3.8947	-6.6105	-5.1123	6.2143	3.3292	-4.5655	2.9955	-5.3621	4.0509	-1.302	1.5317	2.2905	-12.0998	0.9014	9.9335	-7.1663	-12.4208	-4.8054	2.5051	-5.7446	-0.198	8.9001	6.0551	-3.0727	-7.1047	-1.2231	-9.0351	-6.8228	-7.4939	4.9408	-7.1593	1.9499	-1.673	-5.8685	6.0289	6.6704	-4.6484	-3.2188	7.7503	4.5955	1.7907	6.0881	-4.9086	-8.8942	3.7718	1.9053	-3.7905	-9.1163	6.4945	7.3346	-4.7296	2.6105	2.6715	-8.2006	-10.2638	6.1533
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	4.0873	7.26	-7.2329	-3.416	6.705	-6.5982	-1.3207	6.7871	-4.3439	-5.0382	-3.2002	5.6273	2.2907	-6.9688	2.4346	-5.198	3.7336	-1.0408	3.39	2.8999	-4.1988	0.3193	7.245	-8.0109	-4.0041	-7.4453	4.6344	-5.2186	0.2075	7.5474	3.6956	-2.2241	-7.4964	-1.5451	-6.6031	-6.6364	-7.9331	5.8242	-6.0451	2.174	-5.2412	-5.633	2.1372	3.9419	-4.5589	-4.0688	3.645	0.9438	0.7743	2.96	-3.7125	-10.3024	6.3066	1.3711	-4.4492	-5.6056	6.6875	5.2006	-3.3667	2.427	5.7037	-7.1443	-7.7819	5.6766
