Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045104,intermediate filament cytoskeleton organization,19_GO:0009987 cellular process,-4,11,6.6,14846,61,115,5,4.3,1.9,13346|16663|16682|110308|233335,Des|Krt13|Krt4|Krt5|Synm,-3.2,FLT_cluster_12
GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-4,4.8,5.3,14846,242,115,9,7.8,2.5,11937|12293|12372|15464|30948|66402|74166|76757|98660,Atp2a1|Cacna2d1|Casq1|Hrc|Bin1|Sln|Tmem38a|Trdn|Atp1a2,-3.2,FLT_cluster_12
GO Biological Processes,19,GO:0051926,negative regulation of calcium ion transport,19_GO:0051179 localization,-3.9,10,6.6,14846,62,115,5,4.3,1.9,15464|30948|66402|76757|98660,Hrc|Bin1|Sln|Trdn|Atp1a2,-3.2,FLT_cluster_12
KEGG Pathway,24,mmu05230,Central carbon metabolism in cancer - Mus musculus (house mouse),,-3.9,10,6.6,14846,62,115,5,4.3,1.9,15277|16832|18642|18746|56012,Hk2|Ldhb|Pfkm|Pkm|Pgam2,-3.2,FLT_cluster_12
GO Biological Processes,19,GO:0045103,intermediate filament-based process,19_GO:0009987 cellular process,-3.9,10,6.6,14846,62,115,5,4.3,1.9,13346|16663|16682|110308|233335,Des|Krt13|Krt4|Krt5|Synm,-3.2,FLT_cluster_12
GO Biological Processes,19,GO:0032411,positive regulation of transporter activity,19_GO:0051179 localization,-3.9,10,6.5,14846,63,115,5,4.3,1.9,11739|11937|12293|12372|14467,Slc25a4|Atp2a1|Cacna2d1|Casq1|Nipsnap2,-3.1,FLT_cluster_12
GO Biological Processes,19,GO:0006195,purine nucleotide catabolic process,19_GO:0009987 cellular process,-3.9,7.7,5.9,14846,101,115,6,5.2,2.1,11674|13808|15277|18642|18746|56012,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pgam2,-3.1,FLT_cluster_12
GO Biological Processes,19,GO:0070884,regulation of calcineurin-NFAT signaling cascade,19_GO:0050896 response to stimulus,-3.8,15,7.2,14846,35,115,4,3.5,1.7,11474|59006|59011|76469,Actn3|Myoz2|Myoz1|Cmya5,-3.1,FLT_cluster_12
GO Biological Processes,19,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",19_GO:0009987 cellular process,-3.8,28,8.8,14846,14,115,3,2.6,1.5,12862|12865|12869,Cox6a2|Cox7a1|Cox8b,-3.1,FLT_cluster_12
GO Biological Processes,19,GO:0045989,positive regulation of striated muscle contraction,19_GO:0048518 positive regulation of biological process,-3.8,28,8.8,14846,14,115,3,2.6,1.5,11474|11937|228785,Actn3|Atp2a1|Mylk2,-3.1,FLT_cluster_12
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-3.8,3.8,4.8,14846,376,115,11,9.6,2.7,11472|11937|12293|12372|14199|15464|30948|66402|74166|76757|98660,Actn2|Atp2a1|Cacna2d1|Casq1|Fhl1|Hrc|Bin1|Sln|Tmem38a|Trdn|Atp1a2,-3,FLT_cluster_12
GO Biological Processes,19,GO:0045932,negative regulation of muscle contraction,19_GO:0048519 negative regulation of biological process,-3.8,14,7.1,14846,36,115,4,3.5,1.7,11937|21955|30948|98660,Atp2a1|Tnnt1|Bin1|Atp1a2,-3,FLT_cluster_12
GO Biological Processes,19,GO:0106056,regulation of calcineurin-mediated signaling,19_GO:0050896 response to stimulus,-3.8,14,7.1,14846,36,115,4,3.5,1.7,11474|59006|59011|76469,Actn3|Myoz2|Myoz1|Cmya5,-3,FLT_cluster_12
KEGG Pathway,24,mmu01200,Carbon metabolism - Mus musculus (house mouse),,-3.7,7.2,5.7,14846,107,115,6,5.2,2.1,11674|13808|15277|18642|18746|56012,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pgam2,-3,FLT_cluster_12
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0009987 cellular process,-3.7,3.2,4.6,14846,519,115,13,11,3,11565|11636|11674|13808|15277|16832|17885|18642|18746|56012|78830|98660|140781,Adss1|Ak1|Aldoa|Eno3|Hk2|Ldhb|Myh8|Pfkm|Pkm|Pgam2|Slc25a12|Atp1a2|Myh7,-3,FLT_cluster_12
GO Biological Processes,19,GO:0007015,actin filament organization,19_GO:0009987 cellular process,-3.7,4.5,5,14846,260,115,9,7.8,2.5,17996|18175|21393|22003|22004|50874|59069|227753|241431,Neb|Nrap|Tcap|Tpm1|Tpm2|Tmod4|Tpm3|Gsn|Xirp2,-3,FLT_cluster_12
KEGG Pathway,24,mmu01230,Biosynthesis of amino acids - Mus musculus (house mouse),,-3.7,9.4,6.1,14846,69,115,5,4.3,1.9,11674|13808|18642|18746|56012,Aldoa|Eno3|Pfkm|Pkm|Pgam2,-3,FLT_cluster_12
KEGG Pathway,24,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),,-3.7,5.8,5.3,14846,156,115,7,6.1,2.2,11739|11937|12292|17260|98660|140781|228785,Slc25a4|Atp2a1|Cacna1s|Mef2c|Atp1a2|Myh7|Mylk2,-3,FLT_cluster_12
GO Biological Processes,19,GO:1901077,regulation of relaxation of muscle,19_GO:0032501 multicellular organismal process,-3.6,24,8.2,14846,16,115,3,2.6,1.5,11474|15464|66402,Actn3|Hrc|Sln,-2.9,FLT_cluster_12
GO Biological Processes,19,GO:0031000,response to caffeine,19_GO:0050896 response to stimulus,-3.6,24,8.2,14846,16,115,3,2.6,1.5,12292|20190|74166,Cacna1s|Ryr1|Tmem38a,-2.9,FLT_cluster_12
GO Biological Processes,19,GO:0043269,regulation of monoatomic ion transport,19_GO:0051179 localization,-3.6,3.4,4.5,14846,462,115,12,10,2.9,11472|11937|12293|12372|14199|14467|15464|30948|66402|74166|76757|98660,Actn2|Atp2a1|Cacna2d1|Casq1|Fhl1|Nipsnap2|Hrc|Bin1|Sln|Tmem38a|Trdn|Atp1a2,-2.9,FLT_cluster_12
GO Biological Processes,19,GO:0009166,nucleotide catabolic process,19_GO:0009987 cellular process,-3.6,6.7,5.4,14846,116,115,6,5.2,2.1,11674|13808|15277|18642|18746|56012,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pgam2,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0009987 cellular process,-3.5,3.1,4.4,14846,544,115,13,11,3,11565|11636|11674|13808|15277|16832|17885|18642|18746|56012|78830|98660|140781,Adss1|Ak1|Aldoa|Eno3|Hk2|Ldhb|Myh8|Pfkm|Pkm|Pgam2|Slc25a12|Atp1a2|Myh7,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0072523,purine-containing compound catabolic process,19_GO:0009987 cellular process,-3.5,6.5,5.3,14846,119,115,6,5.2,2.1,11674|13808|15277|18642|18746|56012,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pgam2,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0009987 cellular process,-3.5,6.5,5.3,14846,119,115,6,5.2,2.1,11674|13808|15277|18642|18746|56012,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pgam2,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0050873,brown fat cell differentiation,19_GO:0032502 developmental process,-3.5,12,6.4,14846,43,115,4,3.5,1.7,11770|14077|17189|20528,Fabp4|Fabp3|Mb|Slc2a4,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0003300,cardiac muscle hypertrophy,19_GO:0032501 multicellular organismal process,-3.5,12,6.4,14846,43,115,4,3.5,1.7,13009|17260|21393|140781,Csrp3|Mef2c|Tcap|Myh7,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0015669,gas transport,19_GO:0051179 localization,-3.5,22,7.7,14846,18,115,3,2.6,1.5,15122|17189|101488143,Hba-a1|Mb|Hbb-bt,-2.8,FLT_cluster_12
GO Biological Processes,19,GO:0030834,regulation of actin filament depolymerization,19_GO:0050789 regulation of biological process,-3.4,11,6.2,14846,45,115,4,3.5,1.7,11472|22003|50874|227753,Actn2|Tpm1|Tmod4|Gsn,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0014897,striated muscle hypertrophy,19_GO:0032501 multicellular organismal process,-3.4,11,6.2,14846,45,115,4,3.5,1.7,13009|17260|21393|140781,Csrp3|Mef2c|Tcap|Myh7,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0003299,muscle hypertrophy in response to stress,19_GO:0032501 multicellular organismal process,-3.4,20,7.5,14846,19,115,3,2.6,1.5,17260|21393|140781,Mef2c|Tcap|Myh7,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0014887,cardiac muscle adaptation,19_GO:0032501 multicellular organismal process,-3.4,20,7.5,14846,19,115,3,2.6,1.5,17260|21393|140781,Mef2c|Tcap|Myh7,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0014898,cardiac muscle hypertrophy in response to stress,19_GO:0032501 multicellular organismal process,-3.4,20,7.5,14846,19,115,3,2.6,1.5,17260|21393|140781,Mef2c|Tcap|Myh7,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0009987 cellular process,-3.4,5.2,4.9,14846,174,115,7,6.1,2.2,11674|13808|15277|18642|18746|56012|98660,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pgam2|Atp1a2,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0009987 cellular process,-3.4,3.6,4.4,14846,355,115,10,8.7,2.6,11674|13808|15277|18642|18746|19309|27357|56012|98660|140491,Aldoa|Eno3|Hk2|Pfkm|Pkm|Pygm|Gyg1|Pgam2|Atp1a2|Ppp1r3a,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:1903170,negative regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3.4,11,6.1,14846,46,115,4,3.5,1.7,30948|66402|76757|98660,Bin1|Sln|Trdn|Atp1a2,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0045109,intermediate filament organization,19_GO:0009987 cellular process,-3.4,11,6.1,14846,46,115,4,3.5,1.7,13346|16663|16682|110308,Des|Krt13|Krt4|Krt5,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:1901861,regulation of muscle tissue development,19_GO:0032502 developmental process,-3.4,11,6.1,14846,46,115,4,3.5,1.7,11474|16011|17260|56449,Actn3|Igfbp5|Mef2c|Ybx3,-2.7,FLT_cluster_12
KEGG Pathway,24,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),,-3.3,5.1,4.9,14846,177,115,7,6.1,2.2,11739|11937|12862|12865|12869|20528|27273,Slc25a4|Atp2a1|Cox6a2|Cox7a1|Cox8b|Slc2a4|Pdk4,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-3.3,3.6,4.4,14846,357,115,10,8.7,2.6,11472|12955|17260|22003|30948|50874|78321|83679|227753|241431,Actn2|Cryab|Mef2c|Tpm1|Bin1|Tmod4|Ankrd23|Pde4dip|Gsn|Xirp2,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0014896,muscle hypertrophy,19_GO:0032501 multicellular organismal process,-3.3,11,6.1,14846,47,115,4,3.5,1.7,13009|17260|21393|140781,Csrp3|Mef2c|Tcap|Myh7,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0097553,calcium ion transmembrane import into cytosol,19_GO:0051179 localization,-3.3,7.7,5.4,14846,84,115,5,4.3,1.9,12292|12293|20190|74166|76757,Cacna1s|Cacna2d1|Ryr1|Tmem38a|Trdn,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0051149,positive regulation of muscle cell differentiation,19_GO:0032502 developmental process,-3.3,7.7,5.4,14846,84,115,5,4.3,1.9,11474|11739|12180|13009|17260,Actn3|Slc25a4|Smyd1|Csrp3|Mef2c,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0014823,response to activity,19_GO:0050896 response to stimulus,-3.3,7.7,5.4,14846,84,115,5,4.3,1.9,17189|17882|67041|74183|106393,Mb|Myh2|Oxct1|Perm1|Srl,-2.7,FLT_cluster_12
GO Biological Processes,19,GO:0045933,positive regulation of muscle contraction,19_GO:0048518 positive regulation of biological process,-3.3,11,6,14846,48,115,4,3.5,1.7,11474|11937|12292|228785,Actn3|Atp2a1|Cacna1s|Mylk2,-2.6,FLT_cluster_12
