Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:1903027,regulation of opsonization,19_GO:0002376 immune system process,-3.3,18,6.9,14846,8,318,3,0.94,0.54,12266|12269|17195,C3|C4bp|Mbl2,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-2046105,Linoleic acid (LA) metabolism,,-3.3,18,6.9,14846,8,318,3,0.94,0.54,54326|68801|76267,Elovl2|Elovl5|Fads1,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-77111,Synthesis of Ketone Bodies,,-3.3,18,6.9,14846,8,318,3,0.94,0.54,15360|71911|110446,Hmgcs2|Bdh1|Acat1,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9709957,Sensory Perception,,-3.3,3.9,4.5,14846,108,318,9,2.8,0.93,11808|11814|11816|16971|19662|27400|83702|105387|238055,Apoa4|Apoc3|Apoe|Lrp1|Rbp4|Hsd17b6|Akr1c6|Akr1c14|Apob,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0009144,purine nucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-3.3,3.1,4.2,14846,181,318,12,3.8,1.1,11534|11946|11947|11950|11958|12628|14433|15481|16548|17777|66218|67126,Adk|Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Cfh|Gapdh|Hspa8|Khk|Mttp|Ndufb9|Atp5f1e,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0006508,proteolysis,19_GO:0009987 cellular process,-3.3,2.2,3.9,14846,440,318,21,6.6,1.4,11818|12266|12628|12630|13030|14058|14061|14067|14962|15439|16621|17195|18815|19123|66887|66901|71753|74754|99571|214403|230857,Apoh|C3|Cfh|Cfi|Ctsb|F10|F2|F5|Cfb|Hp|Klkb1|Mbl2|Plg|Proc|Lonp2|Proz|Tmprss6|Dhcr24|Fgg|Cfhr4|Ece1,-2.6,GC_cluster_09
WikiPathways,27,WP1269,Fatty acid beta oxidation,,-3.3,7.3,5.3,14846,32,318,5,1.6,0.7,11370|97212|110446|270076|433256,Acadvl|Hadha|Acat1|Gcdh|Acsl5,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-3299685,Detoxification of Reactive Oxygen Species,,-3.3,7.3,5.3,14846,32,318,5,1.6,0.7,11758|12359|14775|18477|20655,Prdx6|Cat|Gpx1|Prdx1|Sod1,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0009743,response to carbohydrate,19_GO:0050896 response to stimulus,-3.3,3.1,4.2,14846,182,318,12,3.8,1.1,11814|12359|14377|14694|14775|15360|15378|16548|18534|20317|68465|238055,Apoc3|Cat|G6pc1|Rack1|Gpx1|Hmgcs2|Hnf4a|Khk|Pck1|Serpinf1|Adipor2|Apob,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-3.2,3.5,4.3,14846,133,318,10,3.1,0.98,11898|11946|15360|15502|17999|18534|19951|20181|20317|54608,Ass1|Atp5f1a|Hmgcs2|Dnaja1|Nedd4|Pck1|Rpl32|Rxra|Serpinf1|Abhd2,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0034614,cellular response to reactive oxygen species,19_GO:0050896 response to stimulus,-3.2,3.5,4.3,14846,133,318,10,3.1,0.98,11699|11808|12176|12359|15481|15519|18477|19156|20655|27050,Ambp|Apoa4|Bnip3|Cat|Hspa8|Hsp90aa1|Prdx1|Psap|Sod1|Rps3,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0006633,fatty acid biosynthetic process,19_GO:0009987 cellular process,-3.2,3.8,4.4,14846,110,318,9,2.8,0.93,14104|19299|20249|54326|54608|68801|74147|76267|235674,Fasn|Abcd3|Scd1|Elovl2|Abhd2|Elovl5|Ehhadh|Fads1|Acaa1b,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0055091,phospholipid homeostasis,19_GO:0042592 homeostatic process,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,11303|15378|27410|30924,Abca1|Hnf4a|Abca3|Angptl3,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-6807004,Negative regulation of MET activity,,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-4641263,Regulation of FZD by ubiquitination,,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0072378,"blood coagulation, fibrin clot formation",19_GO:0032501 multicellular organismal process,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,11818|14061|16621|99571,Apoh|F2|Klkb1|Fgg,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9012852,Signaling by NOTCH3,,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0006541,L-glutamine metabolic process,19_GO:0009987 cellular process,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,14719|17777|52633|109900,Got2|Mttp|Nit2|Asl,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9931295,PD-L1(CD274) glycosylation and translocation to plasma membrane,,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-1980143,Signaling by NOTCH1,,-3.2,9.8,5.7,14846,19,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
KEGG Pathway,24,mmu01040,Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse),,-3.2,7.1,5.2,14846,33,318,5,1.6,0.7,20249|54326|68801|76267|235674,Scd1|Elovl2|Elovl5|Fads1|Acaa1b,-2.6,GC_cluster_09
WikiPathways,27,WP310,mRNA processing,,-3.2,2.2,3.8,14846,415,318,20,6.3,1.4,13690|14962|19921|19951|19989|20005|20044|20088|20090|20104|20115|27207|57294|66475|67025|67248|67281|67671|76846|192159,Eif4g2|Cfb|Rpl19|Rpl32|Rpl7|Rpl9|Rps14|Rps24|Rps29|Rps6|Rps7|Rps11|Rps27|Rps23|Rpl11|Rpl39|Rpl37|Rpl38|Rps9|Prpf8,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,19_GO:0009987 cellular process,-3.2,2.6,4,14846,267,318,15,4.7,1.2,11534|11946|11947|11950|11958|12628|14433|15481|16548|17777|20859|22262|66218|67126|76971,Adk|Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Cfh|Gapdh|Hspa8|Khk|Mttp|Sult2a1|Uox|Ndufb9|Atp5f1e|Sult2a8,-2.6,GC_cluster_09
Reactome Gene Sets,6,R-MMU-917937,Iron uptake and transport,,-3.2,5.6,4.8,14846,50,318,6,1.9,0.76,12870|22041|22186|22187|22190|78294,Cp|Trf|Uba52|Ubb|Ubc|Rps27a,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0045429,positive regulation of nitric oxide biosynthetic process,19_GO:0048518 positive regulation of biological process,-3.2,5.6,4.8,14846,50,318,6,1.9,0.76,11606|11816|11898|15516|15519|109900,Agt|Apoe|Ass1|Hsp90ab1|Hsp90aa1|Asl,-2.6,GC_cluster_09
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-3.1,2.3,3.8,14846,388,318,19,6,1.3,11816|11818|11846|12258|14061|14775|16621|16644|16859|18815|19123|20085|20655|22370|71753|84506|98870|99571|385643,Apoe|Apoh|Arg1|Serping1|F2|Gpx1|Klkb1|Kng1|Lgals9|Plg|Proc|Rps19|Sod1|Vtn|Tmprss6|Hamp|AI182371|Fgg|Kng2,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0071549,cellular response to dexamethasone stimulus,19_GO:0050896 response to stimulus,-3.1,6.9,5.1,14846,34,318,5,1.6,0.7,11898|11946|18534|19951|20317,Ass1|Atp5f1a|Pck1|Rpl32|Serpinf1,-2.5,GC_cluster_09
WikiPathways,27,WP1259,Retinol metabolism,,-3.1,6.9,5.1,14846,34,318,5,1.6,0.7,11668|13106|19662|20181|20887,Aldh1a1|Cyp2e1|Rbp4|Rxra|Sult1a1,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0015986,proton motive force-driven ATP synthesis,19_GO:0009987 cellular process,-3.1,5.5,4.8,14846,51,318,6,1.9,0.76,11946|11947|11950|11958|66218|67126,Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Ndufb9|Atp5f1e,-2.5,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9766229,Degradation of CDH1,,-3.1,5.5,4.8,14846,51,318,6,1.9,0.76,13030|14694|22186|22187|22190|78294,Ctsb|Rack1|Uba52|Ubb|Ubc|Rps27a,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0032025,response to cobalt ion,19_GO:0050896 response to stimulus,-3.1,16,6.5,14846,9,318,3,0.94,0.54,11655|12176|20317,Alas1|Bnip3|Serpinf1,-2.5,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9970672,FXIIa activates plasma kallikrein-kinin system,,-3.1,16,6.5,14846,9,318,3,0.94,0.54,12258|16621|385643,Serping1|Klkb1|Kng2,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0019626,short-chain fatty acid catabolic process,19_GO:0009987 cellular process,-3.1,16,6.5,14846,9,318,3,0.94,0.54,13884|104158|234564,Ces1c|Ces1d|Ces1f,-2.5,GC_cluster_09
Reactome Gene Sets,6,R-MMU-1268020,Mitochondrial protein import,,-3.1,16,6.5,14846,9,318,3,0.94,0.54,11947|15510|18416,Atp5f1b|Hspd1|Otc,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0034757,negative regulation of iron ion transport,19_GO:0051179 localization,-3.1,16,6.5,14846,9,318,3,0.94,0.54,12010|66438|84506,B2m|Hamp2|Hamp,-2.5,GC_cluster_09
WikiPathways,27,WP1247,Methylation,,-3.1,16,6.5,14846,9,318,3,0.94,0.54,11720|12846|21743,Mat1a|Comt|Inmt,-2.5,GC_cluster_09
GO Biological Processes,19,GO:2000646,positive regulation of receptor catabolic process,19_GO:0048518 positive regulation of biological process,-3.1,16,6.5,14846,9,318,3,0.94,0.54,11816|66438|84506,Apoe|Hamp2|Hamp,-2.5,GC_cluster_09
Reactome Gene Sets,6,R-MMU-8957322,Metabolism of steroids,,-3.1,3.7,4.2,14846,115,318,9,2.8,0.93,11657|20181|20493|26459|28253|74754|83702|101502|105387,Alb|Rxra|Slc10a1|Slc27a5|Slco1b2|Dhcr24|Akr1c6|Hsd3b7|Akr1c14,-2.5,GC_cluster_09
KEGG Pathway,24,mmu01240,Biosynthesis of cofactors - Mus musculus (house mouse),,-3.1,3.4,4.1,14846,139,318,10,3.1,0.98,11655|11671|11720|22238|27400|56720|100727|107766|216558|231396,Alas1|Aldh3a2|Mat1a|Ugt2b5|Hsd17b6|Tdo2|Ugt2b34|Haao|Ugp2|Ugt2b36,-2.5,GC_cluster_09
Reactome Gene Sets,6,R-MMU-192105,Synthesis of bile acids and bile salts,,-3.1,6.7,5,14846,35,318,5,1.6,0.7,20181|26459|83702|101502|105387,Rxra|Slc27a5|Akr1c6|Hsd3b7|Akr1c14,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0000038,very long-chain fatty acid metabolic process,19_GO:0009987 cellular process,-3.1,6.7,5,14846,35,318,5,1.6,0.7,19299|26459|54326|68801|235674,Abcd3|Slc27a5|Elovl2|Elovl5|Acaa1b,-2.5,GC_cluster_09
KEGG Pathway,24,mmu00350,Tyrosine metabolism - Mus musculus (house mouse),,-3.1,6.7,5,14846,35,318,5,1.6,0.7,12846|14085|14719|14874|15233,Comt|Fah|Got2|Gstz1|Hgd,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-3.1,2.9,4,14846,191,318,12,3.8,1.1,11816|12010|12266|12317|15481|16971|17195|20655|22041|22370|66438|84506,Apoe|B2m|C3|Calr|Hspa8|Lrp1|Mbl2|Sod1|Trf|Vtn|Hamp2|Hamp,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0042273,ribosomal large subunit biogenesis,19_GO:0009987 cellular process,-3.1,4.5,4.5,14846,72,318,7,2.2,0.82,19989|27176|57808|66489|67025|67281|100503670,Rpl7|Rpl7a|Rpl35a|Rpl35|Rpl11|Rpl37|Rpl5,-2.5,GC_cluster_09
GO Biological Processes,19,GO:0006694,steroid biosynthetic process,19_GO:0009987 cellular process,-3.1,4.5,4.5,14846,72,318,7,2.2,0.82,27400|72999|74754|83702|101502|105387|234564,Hsd17b6|Insig2|Dhcr24|Akr1c6|Hsd3b7|Akr1c14|Ces1f,-2.5,GC_cluster_09
Reactome Gene Sets,6,R-MMU-912631,Regulation of signaling by CBL,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9769735,Initiation of coagulation cascade,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,11905|14058|14061|14067,Serpinc1|F10|F2|F5,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9648002,RAS processing,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0046209,nitric oxide metabolic process,19_GO:0009987 cellular process,-3,8.9,5.4,14846,21,318,4,1.3,0.62,11988|15519|18984|67247,Slc7a2|Hsp90aa1|Por|Mtarc2,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-450302,activated TAK1 mediates p38 MAPK activation,,-3,8.9,5.4,14846,21,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0006090,pyruvate metabolic process,19_GO:0009987 cellular process,-3,4.5,4.4,14846,73,318,7,2.2,0.82,11611|14433|16548|16828|17777|55951|70456,Agxt|Gapdh|Khk|Ldha|Mttp|Mpc1|Mpc2,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0010874,regulation of cholesterol efflux,19_GO:0051179 localization,-3,6.5,4.9,14846,36,318,5,1.6,0.7,11303|11816|16971|27410|234564,Abca1|Apoe|Lrp1|Abca3|Ces1f,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0032373,positive regulation of sterol transport,19_GO:0051179 localization,-3,6.5,4.9,14846,36,318,5,1.6,0.7,11303|11816|16971|27410|234564,Abca1|Apoe|Lrp1|Abca3|Ces1f,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0032376,positive regulation of cholesterol transport,19_GO:0051179 localization,-3,6.5,4.9,14846,36,318,5,1.6,0.7,11303|11816|16971|27410|234564,Abca1|Apoe|Lrp1|Abca3|Ces1f,-2.4,GC_cluster_09
KEGG Pathway,24,mmu05010,Alzheimer disease - Mus musculus (house mouse),,-3,2.4,3.7,14846,337,318,17,5.3,1.3,11816|11946|11947|11950|12857|12864|12866|12867|14433|16971|17992|66142|66218|66576|67126|67530|110323,Apoe|Atp5f1a|Atp5f1b|Atp5pb|Cox4i1|Cox6c|Cox7a2|Cox7c|Gapdh|Lrp1|Coxfa4|Cox7b|Ndufb9|Uqcrh|Atp5f1e|Uqcrb|Cox6b1,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,,-3,5.2,4.6,14846,54,318,6,1.9,0.76,15481|22186|22187|22190|78294|208643,Hspa8|Uba52|Ubb|Ubc|Rps27a|Eif4g1,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-74182,Ketone body metabolism,,-3,14,6.1,14846,10,318,3,0.94,0.54,15360|71911|110446,Hmgcs2|Bdh1|Acat1,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0032489,regulation of Cdc42 protein signal transduction,19_GO:0050896 response to stimulus,-3,14,6.1,14846,10,318,3,0.94,0.54,11303|11814|11816,Abca1|Apoc3|Apoe,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0007494,midgut development,19_GO:0032502 developmental process,-3,14,6.1,14846,10,318,3,0.94,0.54,11898|15360|18416,Ass1|Hmgcs2|Otc,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0051918,negative regulation of fibrinolysis,19_GO:0048519 negative regulation of biological process,-3,14,6.1,14846,10,318,3,0.94,0.54,11818|18815|22370,Apoh|Plg|Vtn,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0170043,non-proteinogenic amino acid biosynthetic process,19_GO:0009987 cellular process,-3,14,6.1,14846,10,318,3,0.94,0.54,18416|99586|268860,Otc|Dpyd|Abat,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0034599,cellular response to oxidative stress,19_GO:0050896 response to stimulus,-3,2.7,3.8,14846,223,318,13,4.1,1.1,11699|11808|12176|12359|14775|15481|15519|18477|19156|20655|27050|56615|268373,Ambp|Apoa4|Bnip3|Cat|Gpx1|Hspa8|Hsp90aa1|Prdx1|Psap|Sod1|Rps3|Mgst1|Ppia,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0071398,cellular response to fatty acid,19_GO:0050896 response to stimulus,-3,6.3,4.8,14846,37,318,5,1.6,0.7,11898|15360|20526|67800|68465,Ass1|Hmgcs2|Slc2a2|Dgat2|Adipor2,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0002251,organ or tissue specific immune response,19_GO:0002376 immune system process,-3,6.3,4.8,14846,37,318,5,1.6,0.7,11808|12628|14109|18703|67248,Apoa4|Cfh|Fau|Pigr|Rpl39,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0009145,purine nucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-3,4.4,4.3,14846,75,318,7,2.2,0.82,11534|11946|11947|11950|11958|66218|67126,Adk|Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Ndufb9|Atp5f1e,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9018677,Biosynthesis of DHA-derived SPMs,,-3,8.5,5.2,14846,22,318,4,1.3,0.62,13106|13112|13850|53973,Cyp2e1|Cyp3a11|Ephx2|Cyp3a41a,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-937041,IKK complex recruitment mediated by RIP1,,-3,8.5,5.2,14846,22,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
WikiPathways,27,WP336,Fatty acid biosynthesis,,-3,8.5,5.2,14846,22,318,4,1.3,0.62,14104|20249|51798|433256,Fasn|Scd1|Ech1|Acsl5,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9674555,Signaling by CSF3 (G-CSF),,-3,8.5,5.2,14846,22,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
Reactome Gene Sets,6,R-MMU-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,,-3,8.5,5.2,14846,22,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0042593,glucose homeostasis,19_GO:0042592 homeostatic process,-2.9,2.7,3.8,14846,226,318,13,4.1,1.1,11814|12870|14377|14694|14775|15378|17842|18534|19662|20104|20317|68465|110095,Apoc3|Cp|G6pc1|Rack1|Gpx1|Hnf4a|Mup3|Pck1|Rbp4|Rps6|Serpinf1|Adipor2|Pygl,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0072593,reactive oxygen species metabolic process,19_GO:0009987 cellular process,-2.9,3.8,4.1,14846,98,318,8,2.5,0.88,11758|11808|12176|12359|12411|14775|18477|20655,Prdx6|Apoa4|Bnip3|Cat|Cbs|Gpx1|Prdx1|Sod1,-2.4,GC_cluster_09
KEGG Pathway,24,mmu00260,"Glycine, serine and threonine metabolism - Mus musculus (house mouse)",,-2.9,6.1,4.7,14846,38,318,5,1.6,0.7,11611|11655|12116|12411|74129,Agxt|Alas1|Bhmt|Cbs|Dmgdh,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-2.9,2,3.5,14846,502,318,22,6.9,1.4,11303|11898|11946|12010|12628|15360|15502|15519|17842|17999|18534|19951|20181|20317|20526|54608|56615|67800|68465|72999|192159|234564,Abca1|Ass1|Atp5f1a|B2m|Cfh|Hmgcs2|Dnaja1|Hsp90aa1|Mup3|Nedd4|Pck1|Rpl32|Rxra|Serpinf1|Slc2a2|Abhd2|Mgst1|Dgat2|Adipor2|Insig2|Prpf8|Ces1f,-2.4,GC_cluster_09
GO Biological Processes,19,GO:0009205,purine ribonucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-2.9,3,3.9,14846,173,318,11,3.5,1,11946|11947|11950|11958|12628|14433|15481|16548|17777|66218|67126,Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Cfh|Gapdh|Hspa8|Khk|Mttp|Ndufb9|Atp5f1e,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0009141,nucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-2.9,2.8,3.8,14846,200,318,12,3.8,1.1,11534|11946|11947|11950|11958|12628|14433|15481|16548|17777|66218|67126,Adk|Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Cfh|Gapdh|Hspa8|Khk|Mttp|Ndufb9|Atp5f1e,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9018678,Biosynthesis of specialized proresolving mediators (SPMs),,-2.9,8.1,5.1,14846,23,318,4,1.3,0.62,13106|13112|13850|53973,Cyp2e1|Cyp3a11|Ephx2|Cyp3a41a,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0006706,steroid catabolic process,19_GO:0009987 cellular process,-2.9,8.1,5.1,14846,23,318,4,1.3,0.62,11816|27400|101502|105387,Apoe|Hsd17b6|Hsd3b7|Akr1c14,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0036315,cellular response to sterol,19_GO:0050896 response to stimulus,-2.9,8.1,5.1,14846,23,318,4,1.3,0.62,11303|18534|72999|234564,Abca1|Pck1|Insig2|Ces1f,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5423646,Aflatoxin activation and detoxification,,-2.9,8.1,5.1,14846,23,318,4,1.3,0.62,13085|13112|53973|56615,Cyp2a12|Cyp3a11|Cyp3a41a|Mgst1,-2.3,GC_cluster_09
GO Biological Processes,19,GO:2001057,reactive nitrogen species metabolic process,19_GO:0009987 cellular process,-2.9,8.1,5.1,14846,23,318,4,1.3,0.62,11988|15519|18984|67247,Slc7a2|Hsp90aa1|Por|Mtarc2,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9958825,Activation of STAT3 by cadherin engagement,,-2.9,6,4.6,14846,39,318,5,1.6,0.7,13030|22186|22187|22190|78294,Ctsb|Uba52|Ubb|Ubc|Rps27a,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0033500,carbohydrate homeostasis,19_GO:0042592 homeostatic process,-2.9,2.6,3.7,14846,230,318,13,4.1,1.1,11814|12870|14377|14694|14775|15378|17842|18534|19662|20104|20317|68465|110095,Apoc3|Cp|G6pc1|Rack1|Gpx1|Hnf4a|Mup3|Pck1|Rbp4|Rps6|Serpinf1|Adipor2|Pygl,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0034374,low-density lipoprotein particle remodeling,19_GO:0032501 multicellular organismal process,-2.8,13,5.8,14846,11,318,3,0.94,0.54,11816|17777|238055,Apoe|Mttp|Apob,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0019336,phenol-containing compound catabolic process,19_GO:0009987 cellular process,-2.8,13,5.8,14846,11,318,3,0.94,0.54,12846|14085|20887,Comt|Fah|Sult1a1,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-8963691,Phenylalanine and tyrosine metabolism,,-2.8,13,5.8,14846,11,318,3,0.94,0.54,14085|14874|15233,Fah|Gstz1|Hgd,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0000097,sulfur amino acid biosynthetic process,19_GO:0009987 cellular process,-2.8,13,5.8,14846,11,318,3,0.94,0.54,12116|12411|52633,Bhmt|Cbs|Nit2,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0160257,"complement activation, GZMK pathway",19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.8,13,5.8,14846,11,318,3,0.94,0.54,12266|12268|98870,C3|C4b|AI182371,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-3371568,Attenuation phase,,-2.8,13,5.8,14846,11,318,3,0.94,0.54,15481|15516|15519,Hspa8|Hsp90ab1|Hsp90aa1,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-390247,Beta-oxidation of very long chain fatty acids,,-2.8,13,5.8,14846,11,318,3,0.94,0.54,23986|74147|235674,Eci2|Ehhadh|Acaa1b,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0009620,response to fungus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.8,4.8,4.3,14846,58,318,6,1.9,0.76,11846|14433|66438|71660|84506|259301,Arg1|Gapdh|Hamp2|Rarres2|Hamp|Leap2,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0019915,lipid storage,19_GO:0009987 cellular process,-2.8,4.8,4.3,14846,58,318,6,1.9,0.76,11425|11520|11816|14079|30924|67800,Apoc4|Plin2|Apoe|Fabp2|Angptl3|Dgat2,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9764561,Regulation of CDH1 Function,,-2.8,4.8,4.3,14846,58,318,6,1.9,0.76,13030|14694|22186|22187|22190|78294,Ctsb|Rack1|Uba52|Ubb|Ubc|Rps27a,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.8,2.3,3.6,14846,320,318,16,5,1.2,11303|11898|12010|12628|14775|15360|15510|15519|16859|18534|22121|28253|56615|66107|68465|192159,Abca1|Ass1|B2m|Cfh|Gpx1|Hmgcs2|Hspd1|Hsp90aa1|Lgals9|Pck1|Rpl13a|Slco1b2|Mgst1|Wfdc21|Adipor2|Prpf8,-2.3,GC_cluster_09
