tissue	term	display_term	decision	manual_category	seed	pathway_effect	pathway_genes_in_hvg_model	member_gene_same_direction_fraction	median_member_gene_log2cpm_effect	decoder_direction_match_fraction	decoder_abs_weight_direction_match_fraction	decoder_gene_effect_spearman	top_decoder_concordant_member_genes
kidney	R-MMU-2672351_STIMULI_SENSING_CHANNELS	Stimuli Sensing Channels	exclude	seed_inconsistent	2021	-0.0135777512061402	24	0.25	0.04186087808212302	0.5	0.38364731625076304	0.3678260869565217	Mcoln3 (raw -0.05, weight +0.40); Trpv5 (raw -0.07, weight +0.36); Slc17a3 (raw -0.03, weight +0.21); Ttyh2 (raw +0.18, weight -0.18); Unc80 (raw +0.02, weight -0.17); Sgk2 (raw -0.02, weight +0.10); Ano1 (raw +0.23, weight -0.10); Trpm3 (raw +0.05, weight -0.08)
kidney	R-MMU-2142753_ARACHIDONATE_METABOLISM	Arachidonate Metabolism	exclude	weak_support	2021	0.0322164606271929	28	0.7142857142857143	0.1232004080603184	0.4642857142857143	0.40877453357635163	-0.10946907498631636	Cyp1b1 (raw +0.26, weight +0.22); Cyp4a12b (raw +0.15, weight +0.10); Akr1c14 (raw +0.00, weight +0.09); Ltc4s (raw -0.03, weight -0.09); Cyp4a14 (raw +1.11, weight +0.08); Ptgis (raw +0.18, weight +0.05); Cyp4a10 (raw +0.39, weight +0.05); Cyp4a31 (raw +0.18, weight +0.04)
kidney	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	Binding And Uptake Of Ligands By Scavenger Receptors	exclude	weak_support	2021	-0.0859589149283625	30	0.3	0.08359559768674917	0.5	0.23881904445546098	0.05228031145717464	Cd163 (raw -0.01, weight +0.28); Jchain (raw -0.20, weight +0.18); Apol7b (raw -0.07, weight +0.06); S100a9 (raw -0.26, weight +0.06); Sparc (raw +0.20, weight -0.05); Apoa1 (raw +0.35, weight -0.04); Iglc1 (raw -0.02, weight +0.04); Scarb1 (raw +0.09, weight -0.03)
kidney	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	Regulation Of Insulin Like Growth Factor Igf Transport And Uptake By Insulin Like Growth Factor Binding Proteins Igfbps	main_candidate	coherent_complementary	2021	0.0282071457042397	75	0.8133333333333334	0.10511482122090439	0.5333333333333333	0.6331527780429814	0.08716927453769559	Igfbp2 (raw +0.31, weight +0.43); Igf2 (raw +0.15, weight +0.35); Fstl1 (raw +0.13, weight +0.30); Sparcl1 (raw +0.23, weight +0.26); Igfbp3 (raw +0.21, weight +0.26); Igfbp5 (raw +0.31, weight +0.24); Apol9b (raw -0.05, weight -0.23); Rcn1 (raw +0.02, weight +0.22)
kidney	R-MMU-3000178_ECM_PROTEOGLYCANS	Ecm Proteoglycans	main_candidate	coherent_aligned	2021	0.0955466980116227	28	0.8571428571428571	0.15891548287852153	0.6428571428571429	0.7704765803025115	-0.1899288451012589	Dcn (raw +0.03, weight +0.52); Bgn (raw +0.29, weight +0.44); Col3a1 (raw +0.06, weight +0.38); Col6a3 (raw +0.18, weight +0.34); Col6a6 (raw +0.03, weight +0.32); Tnn (raw +0.38, weight +0.32); Tnxb (raw +0.14, weight +0.29); Itga8 (raw +0.10, weight +0.29)
kidney	R-MMU-195721_SIGNALING_BY_WNT	Signaling By Wnt	main_candidate	coherent_complementary	2021	0.0333414833479532	31	0.8387096774193549	0.06526597619197198	0.5806451612903226	0.6679830991551748	0.0995967741935484	Wnt7a (raw +0.04, weight +0.56); Wnt7b (raw +0.22, weight +0.41); Sox4 (raw +0.08, weight +0.39); Fzd2 (raw +0.13, weight +0.37); Wnt4 (raw +0.25, weight +0.30); Bcl9l (raw +0.13, weight +0.20); Prickle1 (raw +0.09, weight +0.19); Fzd1 (raw +0.08, weight +0.14)
kidney	R-MMU-114608_PLATELET_DEGRANULATION	Platelet Degranulation	supporting	plausible_context	2021	0.0517811723976604	69	0.8695652173913043	0.1424348891294264	0.6376811594202898	0.6922700968561288	-0.037413226160029234	Hrg (raw -0.13, weight -0.37); Plek (raw +0.13, weight +0.31); Tmsb4x (raw +0.07, weight +0.31); F13a1 (raw +0.14, weight +0.31); Trf (raw +0.09, weight +0.28); Sparc (raw +0.20, weight +0.26); Srgn (raw +0.09, weight +0.24); Spp2 (raw -0.03, weight -0.23)
kidney	R-MMU-1430728_METABOLISM	Metabolism	supporting	broad_redundant	2021	0.1396940137573099	494	0.7206477732793523	0.062396423422696655	0.4898785425101215	0.5541194475409913	0.12980027338946948	Pon1 (raw +0.04, weight +0.48); Cyp3a11 (raw +0.13, weight +0.47); Elovl3 (raw +0.32, weight +0.47); Cyp2b10 (raw +0.44, weight +0.44); Abcb11 (raw +0.06, weight +0.43); Cps1 (raw +0.31, weight +0.38); Mtarc1 (raw +0.28, weight +0.36); Aldh3a1 (raw +0.09, weight +0.36)
kidney	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	Response To Elevated Platelet Cytosolic Ca2	supporting	broad_redundant	2021	0.2790341847409357	69	0.8695652173913043	0.1424348891294264	0.5942028985507246	0.7269325642053801	0.3081841432225064	Orm1 (raw +0.19, weight +0.34); Cfd (raw +0.30, weight +0.29); Serpina3n (raw +0.30, weight +0.27); Itih4 (raw +0.31, weight +0.23); Ahsg (raw +0.36, weight +0.21); Itih3 (raw +0.12, weight +0.19); Clec3b (raw +0.21, weight +0.18); Ecm1 (raw +0.29, weight +0.16)
kidney	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	Degradation Of The Extracellular Matrix	supporting	composition_sensitive	2021	0.088342858099415	56	0.8035714285714286	0.11376932426583775	0.7142857142857143	0.731289783741317	-0.055639097744360905	Col8a2 (raw +0.06, weight +0.44); Scube1 (raw +0.11, weight +0.44); Fbn2 (raw +0.14, weight +0.38); Mmp11 (raw +0.10, weight +0.35); Capn11 (raw +0.13, weight +0.35); Mmp15 (raw +0.28, weight +0.33); Scube3 (raw +0.14, weight +0.32); Mmp2 (raw +0.21, weight +0.25)
kidney	R-MMU-196071_METABOLISM_OF_STEROID_HORMONES	Metabolism Of Steroid Hormones	supporting	plausible_context	2021	0.0812440280782309	18	0.7777777777777778	0.04389693928528948	0.3888888888888889	0.39184503730320047	-0.36429308565531476	Akr1b7 (raw +0.21, weight +0.39); Cyp21a1 (raw +0.01, weight +0.27); Cyp11b1 (raw +0.03, weight +0.25); Hsd11b1 (raw +0.10, weight +0.19); Hsd3b8 (raw +0.05, weight +0.06); Hsd11b2 (raw -0.02, weight -0.05); Hsd17b11 (raw +0.09, weight +0.03)
kidney	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	Regulation Of Expression And Function Of Type I Classical Cadherins	supporting	plausible_complementary	2021	0.0105896047964327	45	0.8	0.05168924235438096	0.4888888888888889	0.39165251770860693	-0.26192358366271407	Gm28635 (raw +0.10, weight +0.00); Ctsl (raw +0.05, weight +0.00); Pcsk6 (raw +0.03, weight +0.00); H2ac11 (raw +0.11, weight +0.00); H2bc13 (raw +0.12, weight +0.00); H4c2 (raw +0.04, weight +0.00); H2ac7 (raw +0.01, weight +0.00); H2bc11 (raw +0.08, weight +0.00)
kidney	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	Plasma Lipoprotein Assembly Remodeling And Clearance	supporting	plausible_context	2021	0.0985045225584795	27	0.7777777777777778	0.06413728160741068	0.6296296296296297	0.7185795656094403	0.18315018315018314	Apoc1 (raw +0.13, weight +0.42); Scarb1 (raw +0.09, weight +0.40); Lipg (raw +0.04, weight +0.37); Pltp (raw +0.06, weight +0.30); Apoe (raw +0.12, weight +0.30); Apoc2 (raw +0.01, weight +0.29); Apoa5 (raw +0.11, weight +0.18); Bmp1 (raw +0.16, weight +0.17)
kidney	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	Cell Junction Organization	supporting	composition_sensitive	2021	0.0344588224438537	73	0.7808219178082192	0.07095696959752089	0.5068493150684932	0.5973324206326591	0.18453042083179072	Plec (raw +0.12, weight +0.55); Zeb2 (raw +0.15, weight +0.53); Cdh11 (raw +0.28, weight +0.36); Fblim1 (raw +0.22, weight +0.34); Zeb1 (raw +0.10, weight +0.34); Krt5 (raw -0.00, weight -0.25); Adam19 (raw +0.13, weight +0.25); Stat3 (raw +0.11, weight +0.23)
kidney	R-MMU-211859_BIOLOGICAL_OXIDATIONS	Biological Oxidations	supporting	heterogeneous_subprogram	2021	-0.1276647626461988	90	0.3111111111111111	0.06555583591567435	0.5888888888888889	0.5531907292413389	0.3271103428406799	Acsm1 (raw -0.03, weight +0.51); Cyp2a5 (raw -0.01, weight +0.51); Aadac (raw -0.04, weight +0.51); Ugt2b38 (raw -0.15, weight +0.48); Ugt3a2 (raw -0.07, weight +0.47); Acsm2 (raw -0.06, weight +0.46); Ugt3a1 (raw -0.03, weight +0.37); Fmo2 (raw -0.00, weight +0.36)
kidney	R-MMU-8978868_FATTY_ACID_METABOLISM	Fatty Acid Metabolism	exclude	seed_inconsistent	2022	-0.1106688202046784	60	0.21666666666666667	0.1114717296316002	0.55	0.5381669140778205	0.26296193387051964	Acsbg1 (raw +0.22, weight -0.44); Thrsp (raw +0.36, weight -0.35); Cyp4a12a (raw -0.21, weight +0.33); Scd1 (raw +0.04, weight -0.30); Pon1 (raw +0.04, weight -0.25); Alox5ap (raw +0.05, weight -0.24); Fasn (raw +0.35, weight -0.24); Elovl3 (raw +0.32, weight -0.23)
kidney	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	Developmental Biology	exclude	broad_redundant	2022	0.0476093478801171	131	0.8091603053435115	0.08925280584260668	0.44274809160305345	0.49924938610982605	-0.1389526504030321	Gap43 (raw +0.04, weight +0.72); Krt4 (raw +0.01, weight +0.69); Krt23 (raw +0.20, weight +0.56); Krt14 (raw +0.00, weight +0.49); Krt15 (raw +0.07, weight +0.47); Lgi2 (raw +0.13, weight +0.37); Cdsn (raw +0.08, weight +0.34); Reln (raw +0.01, weight +0.31)
kidney	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	Smooth Muscle Contraction	exclude	composition_sensitive	2022	0.0877253140647368	15	1.0	0.1798155462006991	0.9333333333333333	0.9991915370246494	0.47857142857142854	Tpm2 (raw +0.24, weight +0.43); Myl9 (raw +0.15, weight +0.38); Tpm1 (raw +0.14, weight +0.29); Gucy1a1 (raw +0.32, weight +0.28); Acta2 (raw +0.32, weight +0.26); Cald1 (raw +0.21, weight +0.26); Myh11 (raw +0.36, weight +0.25); Gucy1b1 (raw +0.21, weight +0.24)
kidney	R-MMU-392499_METABOLISM_OF_PROTEINS	Metabolism Of Proteins	exclude	broad_redundant	2022	0.1440220199561406	324	0.7438271604938271	0.06404022932379114	0.5432098765432098	0.5858574910268571	0.1692642869113458	Lypd3 (raw +0.03, weight +0.47); Vgf (raw +0.00, weight +0.42); Lep (raw +0.02, weight +0.39); Spon2 (raw +0.13, weight +0.39); mt-Nd4l (raw -0.09, weight -0.39); Muc4 (raw +0.01, weight +0.38); Umod (raw -0.03, weight -0.37); Apoa5 (raw +0.11, weight +0.36)
kidney	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	G Alpha I Signalling Events	exclude	broad_redundant	2022	-0.0454831498194444	78	0.38461538461538464	0.03997508628370205	0.5512820512820513	0.5554120673710966	0.3131698249270665	Casr (raw -0.05, weight +0.35); Ccr1 (raw -0.06, weight +0.34); Oxgr1 (raw -0.03, weight +0.22); Cxcl12 (raw +0.04, weight -0.22); Rgs1 (raw -0.00, weight +0.22); Cxcl9 (raw -0.25, weight +0.19); Fpr2 (raw -0.07, weight +0.18); Cxcl10 (raw -0.30, weight +0.17)
kidney	R-MMU-6805567_KERATINIZATION	Keratinization	exclude	tissue_incongruent	2022	0.0411527654932748	23	0.782608695652174	0.07932217158923603	0.7391304347826086	0.7638714653706017	0.04051383399209487	Krt20 (raw +0.17, weight +0.62); Krt4 (raw +0.01, weight +0.50); Krt18 (raw +0.18, weight +0.48); Krt19 (raw +0.22, weight +0.45); Krt8 (raw +0.15, weight +0.43); Perp (raw +0.01, weight +0.36); Krt80 (raw +0.15, weight +0.35); Krt7 (raw +0.12, weight +0.34)
kidney	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	Transmission Across Chemical Synapses	exclude	tissue_incongruent	2022	-0.086575723362573	37	0.43243243243243246	0.033448180547745565	0.5405405405405406	0.5292303569409718	0.24039829302987195	Chrna4 (raw -0.07, weight +0.46); Apba1 (raw +0.25, weight -0.34); Gabrb3 (raw -0.20, weight +0.28); Kcnj16 (raw -0.03, weight +0.27); Slc6a12 (raw +0.44, weight -0.23); Gria4 (raw +0.12, weight -0.22); Slc22a1 (raw -0.00, weight +0.22); Cacnb4 (raw -0.07, weight +0.21)
kidney	R-MMU-168249_INNATE_IMMUNE_SYSTEM	Innate Immune System	exclude	composition_sensitive	2022	-0.1477676948751461	258	0.29457364341085274	0.05360180856351582	0.40310077519379844	0.42839685482595535	0.22886623583393104	Lyz2 (raw -0.02, weight +0.49); Itgax (raw -0.07, weight +0.34); Ly86 (raw -0.03, weight +0.33); Fcgr4 (raw -0.06, weight +0.31); Pld4 (raw -0.01, weight +0.30); Il1b (raw -0.04, weight +0.28); Fcgr1 (raw -0.05, weight +0.27); Ctss (raw -0.07, weight +0.27)
kidney	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	Metabolism Of Amino Acids And Derivatives	exclude	latent_gene_discordant	2022	-0.1399779505994154	75	0.26666666666666666	0.06934095377440641	0.4	0.4166140308583976	0.22019914651493594	Pah (raw -0.18, weight +0.68); Th (raw +0.07, weight -0.56); Dbh (raw +0.09, weight -0.56); Aass (raw -0.06, weight +0.52); Agxt2 (raw -0.00, weight +0.47); Kmo (raw -0.05, weight +0.45); Dmgdh (raw -0.02, weight +0.43); Ass1 (raw -0.08, weight +0.36)
kidney	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	Adaptive Immune System	exclude	composition_sensitive	2022	-0.0449498505263159	159	0.3584905660377358	0.03393985330014392	0.5974842767295597	0.5755263861772992	0.19071829472175786	H2-Aa (raw -0.12, weight +0.47); H2-Eb1 (raw -0.11, weight +0.44); H2-Ab1 (raw -0.09, weight +0.37); Slamf7 (raw -0.15, weight +0.36); Cd74 (raw -0.07, weight +0.36); Cd300lb (raw +0.03, weight -0.29); Psmb8 (raw -0.08, weight +0.25); H2-Ob (raw -0.15, weight +0.21)
kidney	R-MMU-500792_GPCR_LIGAND_BINDING	Gpcr Ligand Binding	exclude	broad_redundant	2022	-0.0186674929824561	97	0.3402061855670103	0.060365637138280165	0.4845360824742268	0.4879723378448451	0.10772836803250942	Casr (raw -0.05, weight +0.45); Aplnr (raw -0.10, weight +0.44); Oxgr1 (raw -0.03, weight +0.43); Adgre1 (raw -0.02, weight +0.38); Ccl20 (raw +0.06, weight -0.33); Ptgfr (raw -0.19, weight +0.32); Cxcl5 (raw +0.01, weight -0.32); Agtr2 (raw -0.07, weight +0.30)
kidney	R-MMU-168256_IMMUNE_SYSTEM	Immune System	exclude	composition_sensitive	2022	-0.1215709040935672	434	0.3087557603686636	0.05360180856351582	0.5460829493087558	0.5771869200617996	0.3369514644557224	Ctla4 (raw -0.01, weight +0.68); Reg3g (raw -0.07, weight +0.63); Cd300e (raw -0.00, weight +0.62); Ighg1 (raw -0.01, weight +0.59); Cd300ld5 (raw -0.02, weight +0.57); Osm (raw -0.01, weight +0.57); Ifitm6 (raw -0.07, weight +0.55); Cd209a (raw -0.20, weight +0.50)
kidney	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil Degranulation	exclude	seed_inconsistent	2022	0.0727301954532163	161	0.6956521739130435	0.05270047542955266	0.5838509316770186	0.5756831269275495	0.1566396365309409	Abca13 (raw -0.05, weight -0.68); Mgam (raw -0.03, weight -0.46); Pkp1 (raw +0.16, weight +0.36); Cd44 (raw +0.00, weight +0.33); Hpse (raw +0.18, weight +0.32); Cd177 (raw +0.02, weight +0.28); Ttr (raw -0.12, weight -0.27); Tlr2 (raw +0.00, weight +0.27)
kidney	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Cellular Response To Chemical Stress	exclude	sensitivity_dependent	2022	-0.0681619099415202	29	0.3103448275862069	0.046129901555682494	0.5862068965517241	0.6535470020680094	0.4004926108374383	Nox4 (raw -0.19, weight +0.37); Helz2 (raw +0.22, weight -0.23); Gpx6 (raw -0.10, weight +0.23); Blvrb (raw +0.10, weight -0.15); Gpx8 (raw +0.05, weight -0.13); Srxn1 (raw +0.12, weight -0.12); Prkaa2 (raw -0.06, weight +0.10); Hmox1 (raw +0.05, weight -0.09)
kidney	R-MMU-2672351_STIMULI_SENSING_CHANNELS	Stimuli Sensing Channels	exclude	seed_inconsistent	2022	-0.0271130623099415	24	0.25	0.04186087808212302	0.5833333333333334	0.4662168010561385	0.2713043478260869	Slc17a3 (raw -0.03, weight +0.41); Sgk2 (raw -0.02, weight +0.40); Trpm6 (raw -0.00, weight +0.37); Trpv5 (raw -0.07, weight +0.35); Unc80 (raw +0.02, weight -0.31); Mcoln2 (raw +0.08, weight -0.30); Mcoln3 (raw -0.05, weight +0.28); Tsc22d3 (raw +0.04, weight -0.25)
kidney	R-MMU-2142753_ARACHIDONATE_METABOLISM	Arachidonate Metabolism	exclude	weak_support	2022	-0.1115188915394736	28	0.2857142857142857	0.1232004080603184	0.5	0.4718878671935427	0.2282430213464696	Cyp1b1 (raw +0.26, weight -0.39); Ptgds (raw +0.25, weight -0.27); Ltc4s (raw -0.03, weight +0.21); Cyp4a14 (raw +1.11, weight -0.16); Cyp4a12b (raw +0.15, weight -0.14); Cbr1 (raw +0.24, weight -0.12); Akr1c18 (raw +0.14, weight -0.10); Akr1c21 (raw -0.07, weight +0.10)
kidney	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	Binding And Uptake Of Ligands By Scavenger Receptors	exclude	weak_support	2022	-0.1453393228545322	30	0.3	0.08359559768674917	0.6	0.575759609377456	0.546607341490545	Cd163 (raw -0.01, weight +0.29); Hba-a1 (raw +0.34, weight -0.25); Jchain (raw -0.20, weight +0.25); Masp1 (raw +0.26, weight -0.24); Hbb-bs (raw +0.20, weight -0.23); Hp (raw +0.34, weight -0.20); Apol7b (raw -0.07, weight +0.19); Scarb1 (raw +0.09, weight -0.19)
kidney	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	Regulation Of Insulin Like Growth Factor Igf Transport And Uptake By Insulin Like Growth Factor Binding Proteins Igfbps	main_candidate	coherent_complementary	2022	0.0774237467997076	75	0.8133333333333334	0.10511482122090439	0.56	0.6290625043952774	0.10327169274537695	Igfbp2 (raw +0.31, weight +0.59); Spp2 (raw -0.03, weight -0.55); Chgb (raw +0.06, weight +0.46); Fstl1 (raw +0.13, weight +0.44); Sparcl1 (raw +0.23, weight +0.43); Rcn1 (raw +0.02, weight +0.39); Igfbp3 (raw +0.21, weight +0.34); Lgals1 (raw +0.12, weight +0.32)
kidney	R-MMU-3000178_ECM_PROTEOGLYCANS	Ecm Proteoglycans	main_candidate	coherent_aligned	2022	0.0928647998479531	28	0.8571428571428571	0.15891548287852153	0.7857142857142857	0.8617056678880171	0.11767925561029009	Tnxb (raw +0.14, weight +0.41); Tnn (raw +0.38, weight +0.35); Dcn (raw +0.03, weight +0.30); Bgn (raw +0.29, weight +0.28); Col6a3 (raw +0.18, weight +0.25); Tnc (raw +0.34, weight +0.17); Itga9 (raw +0.26, weight +0.17); Col6a2 (raw +0.23, weight +0.15)
kidney	R-MMU-195721_SIGNALING_BY_WNT	Signaling By Wnt	main_candidate	coherent_complementary	2022	0.0726824152485379	31	0.8387096774193549	0.06526597619197198	0.6129032258064516	0.722549599231739	0.15161290322580648	Wnt7a (raw +0.04, weight +0.68); Wnt7b (raw +0.22, weight +0.51); Fzd2 (raw +0.13, weight +0.46); Sox4 (raw +0.08, weight +0.34); Wnt4 (raw +0.25, weight +0.31); Rspo3 (raw +0.17, weight +0.26); Fzd1 (raw +0.08, weight +0.17); Prickle1 (raw +0.09, weight +0.17)
kidney	R-MMU-114608_PLATELET_DEGRANULATION	Platelet Degranulation	supporting	plausible_context	2022	0.2066134147049707	69	0.8695652173913043	0.1424348891294264	0.5652173913043478	0.6533217471687468	0.2328096455973694	Islr (raw +0.15, weight +0.49); Cfd (raw +0.30, weight +0.42); Igf2 (raw +0.15, weight +0.35); Rarres2 (raw +0.14, weight +0.35); Clec3b (raw +0.21, weight +0.32); Itih4 (raw +0.31, weight +0.32); Serping1 (raw +0.25, weight +0.30); Itih3 (raw +0.12, weight +0.19)
kidney	R-MMU-1430728_METABOLISM	Metabolism	supporting	broad_redundant	2022	0.1276492997807013	494	0.7206477732793523	0.062396423422696655	0.4939271255060729	0.53419210983938	0.1452708424631132	Pon1 (raw +0.04, weight +0.53); Elovl3 (raw +0.32, weight +0.50); Cyp3a11 (raw +0.13, weight +0.49); Cyp2b10 (raw +0.44, weight +0.49); Abcb11 (raw +0.06, weight +0.47); Cps1 (raw +0.31, weight +0.40); Ucp3 (raw +0.25, weight +0.38); Mtarc1 (raw +0.28, weight +0.38)
kidney	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	Response To Elevated Platelet Cytosolic Ca2	supporting	broad_redundant	2022	0.1347827466228069	69	0.8695652173913043	0.1424348891294264	0.7971014492753623	0.8496992803882253	0.20489587139203508	Plek (raw +0.13, weight +0.47); Trf (raw +0.09, weight +0.44); Selp (raw +0.01, weight +0.39); Orm1 (raw +0.19, weight +0.38); Srgn (raw +0.09, weight +0.36); Serpina3n (raw +0.30, weight +0.34); F13a1 (raw +0.14, weight +0.31); Clec3b (raw +0.21, weight +0.29)
kidney	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	Degradation Of The Extracellular Matrix	supporting	composition_sensitive	2022	0.0181256317982455	56	0.8035714285714286	0.11376932426583775	0.42857142857142855	0.5945384085666798	-0.10847573479152427	Capn11 (raw +0.13, weight +0.41); Scube1 (raw +0.11, weight +0.40); Fbn2 (raw +0.14, weight +0.36); Tmprss6 (raw +0.17, weight +0.35); Scube3 (raw +0.14, weight +0.35); Mmp12 (raw -0.09, weight -0.32); Col8a2 (raw +0.06, weight +0.30); Mmp11 (raw +0.10, weight +0.29)
kidney	R-MMU-196071_METABOLISM_OF_STEROID_HORMONES	Metabolism Of Steroid Hormones	supporting	plausible_context	2022	0.0768618482557017	18	0.7777777777777778	0.04389693928528948	0.6666666666666666	0.7639138311289786	0.3498452012383901	Serpina6 (raw +0.20, weight +0.24); Hsd17b2 (raw +0.14, weight +0.17); Srd5a1 (raw +0.02, weight +0.16); Akr1b8 (raw +0.26, weight +0.15); Hsd3b9 (raw +0.00, weight +0.14); Srd5a2 (raw -0.08, weight -0.13); Hsd3b8 (raw +0.05, weight +0.13); Hsd3b4 (raw +0.15, weight +0.11)
kidney	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	Regulation Of Expression And Function Of Type I Classical Cadherins	supporting	plausible_complementary	2022	0.1171260322631579	45	0.8	0.05168924235438096	0.7111111111111111	0.8605698477495152	0.3490118577075098	Gm28635 (raw +0.10, weight +0.57); H3c14 (raw -0.15, weight -0.19); H3c13 (raw +0.03, weight +0.18); Actc1 (raw -0.00, weight -0.18); H2ac10 (raw +0.17, weight +0.16); H3c11 (raw +0.11, weight +0.15); H4c17 (raw +0.03, weight +0.13); H3c2 (raw +0.13, weight +0.12)
kidney	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	Plasma Lipoprotein Assembly Remodeling And Clearance	supporting	plausible_context	2022	-0.0126907650203216	27	0.2222222222222222	0.06413728160741068	0.5185185185185185	0.5070456539765897	0.2045177045177045	Lipg (raw +0.04, weight -0.45); Pcsk9 (raw +0.02, weight -0.40); Lpl (raw -0.14, weight +0.38); Abca1 (raw -0.04, weight +0.36); Apoa4 (raw +0.30, weight -0.27); Lipa (raw -0.10, weight +0.21); Bmp1 (raw +0.16, weight -0.18); Apoa5 (raw +0.11, weight -0.14)
kidney	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	Cell Junction Organization	supporting	composition_sensitive	2022	0.0572602026900583	73	0.7808219178082192	0.07095696959752089	0.5616438356164384	0.6015598631114517	0.06068739972849563	Flnc (raw +0.24, weight +0.50); Itgb4 (raw +0.16, weight +0.45); Acta1 (raw +0.05, weight +0.40); Cdh3 (raw +0.07, weight +0.40); Krt14 (raw +0.00, weight +0.34); Cdh13 (raw +0.17, weight +0.28); Actg2 (raw +0.17, weight +0.28); Cadm1 (raw -0.02, weight -0.21)
kidney	R-MMU-211859_BIOLOGICAL_OXIDATIONS	Biological Oxidations	supporting	heterogeneous_subprogram	2022	-0.1099445949122804	90	0.3111111111111111	0.06555583591567435	0.5444444444444444	0.5747716800910309	0.31319916039017154	Cyp2a5 (raw -0.01, weight +0.60); Aadac (raw -0.04, weight +0.59); Acsm1 (raw -0.03, weight +0.59); Ugt2b38 (raw -0.15, weight +0.57); Ugt3a2 (raw -0.07, weight +0.55); Ugt3a1 (raw -0.03, weight +0.46); Acsm2 (raw -0.06, weight +0.46); Fmo2 (raw -0.00, weight +0.46)
spleen	R-MMU-422475_AXON_GUIDANCE	Axon Guidance	exclude	tissue_incongruent	2020	0.1182856657902778	73	0.726027397260274	0.13352521140501034	0.6712328767123288	0.7086552287433896	0.495588053807232	Vldlr (raw +0.30, weight +0.56); Reln (raw +0.55, weight +0.54); Ntn4 (raw +0.33, weight +0.49); Spta1 (raw +0.21, weight +0.45); Sptb (raw +0.35, weight +0.43); Slit3 (raw +0.48, weight +0.42); Grb10 (raw +0.40, weight +0.41); Tyrobp (raw -0.13, weight -0.29)
spleen	R-MMU-2172127_DAP12_INTERACTIONS	Dap12 Interactions	exclude	small_after_multiseed	2020	-0.1064837939333333	20	0.55	-0.02212679287493948	0.6	0.8917486964845338	0.437593984962406	Klrc1 (raw -0.13, weight +0.94); Klrc2 (raw -0.02, weight +0.93); Klrd1 (raw -0.25, weight +0.89); Klrk1 (raw -0.05, weight +0.80); Tyrobp (raw -0.13, weight +0.32); Sirpa (raw +0.00, weight -0.16); Cd300e (raw -0.35, weight +0.11); Lck (raw -0.05, weight +0.10)
spleen	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	Class A 1 Rhodopsin Like Receptors	exclude	tissue_incongruent	2020	-0.1704703994630555	88	0.5568181818181818	-0.022737052863884964	0.5909090909090909	0.6660977819213387	0.29969004261913995	S1pr5 (raw -0.32, weight +0.65); Ccl5 (raw -0.21, weight +0.60); Ccr3 (raw -0.13, weight +0.56); Hcar2 (raw -0.23, weight +0.55); Xcl1 (raw -0.24, weight +0.51); Cxcr6 (raw -0.13, weight +0.50); Ccl6 (raw -0.05, weight +0.47); P2ry13 (raw -0.06, weight +0.44)
