gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000032012	13	7	12	0	2
ENSMUSG00000054263	7	10	6	6	3
ENSMUSG00000078798	13	8	2	0	4
ENSMUSG00000073435	3	2	1	0	0
ENSMUSG00000058186	3	2	1	0	0
ENSMUSG00000038408	3	2	1	0	0
ENSMUSG00000010453	0	10	12	6	2
ENSMUSG00000022622	3	2	1	0	0
ENSMUSG00000026394	3	1	1	0	4
ENSMUSG00000025402	13	12	5	0	9
ENSMUSG00000030536	5	9	4	6	3
ENSMUSG00000015790	13	12	2	0	4
ENSMUSG00000040415	13	0	12	0	1
ENSMUSG00000031709	13	0	9	0	1
ENSMUSG00000091945	13	3	2	0	14
ENSMUSG00000090120	3	2	1	0	0
ENSMUSG00000111303	3	2	1	0	0
ENSMUSG00000040154	3	2	1	0	0
ENSMUSG00000019818	9	9	6	6	3
ENSMUSG00000062124	3	2	1	0	0
ENSMUSG00000033768	13	5	9	0	11
ENSMUSG00000053046	13	13	9	0	1
ENSMUSG00000037553	13	4	3	0	12
ENSMUSG00000029288	3	10	10	0	7
ENSMUSG00000079278	3	2	1	0	0
ENSMUSG00000093097	3	2	1	0	0
ENSMUSG00000087341	3	2	1	0	0
ENSMUSG00000048495	3	2	1	0	0
ENSMUSG00000074945	3	2	1	0	0
ENSMUSG00000085808	3	2	1	0	0
ENSMUSG00000075427	3	2	1	0	0
ENSMUSG00000094464	3	2	1	0	0
ENSMUSG00000037649	13	11	3	0	12
ENSMUSG00000040732	13	8	2	0	4
ENSMUSG00000059834	13	8	2	0	14
ENSMUSG00000005161	11	14	4	6	10
ENSMUSG00000031355	3	8	1	0	4
ENSMUSG00000107637	3	2	1	0	0
ENSMUSG00000024829	13	1	2	0	4
ENSMUSG00000063849	13	3	2	0	14
ENSMUSG00000036537	3	2	1	0	0
ENSMUSG00000029182	3	2	1	0	0
ENSMUSG00000032641	3	2	1	0	0
ENSMUSG00000057381	3	2	1	0	0
ENSMUSG00000020801	3	2	1	0	0
ENSMUSG00000030086	3	1	1	0	4
ENSMUSG00000050511	3	2	1	0	0
ENSMUSG00000029998	11	0	12	6	6
ENSMUSG00000001403	3	7	5	0	9
ENSMUSG00000059898	11	10	6	0	3
ENSMUSG00000030598	3	2	1	0	0
ENSMUSG00000021967	13	1	2	0	4
ENSMUSG00000048277	0	4	3	6	2
ENSMUSG00000017764	3	2	1	0	0
ENSMUSG00000021675	3	2	1	0	0
ENSMUSG00000024259	0	0	0	6	6
ENSMUSG00000038390	13	13	9	0	1
ENSMUSG00000026781	7	0	6	6	6
ENSMUSG00000056201	9	14	4	5	10
ENSMUSG00000081058	13	11	5	0	14
ENSMUSG00000038943	13	11	5	0	9
ENSMUSG00000027782	11	10	6	6	3
ENSMUSG00000000394	3	2	1	0	0
ENSMUSG00000023484	3	2	1	0	0
ENSMUSG00000029449	3	3	2	0	14
ENSMUSG00000054793	13	13	9	0	1
ENSMUSG00000020109	13	7	12	0	2
ENSMUSG00000044772	3	2	1	0	0
ENSMUSG00000034998	13	7	6	0	6
ENSMUSG00000027394	13	1	2	0	1
ENSMUSG00000067215	3	2	1	0	0
ENSMUSG00000022762	13	13	9	0	1
ENSMUSG00000041229	13	4	6	0	14
ENSMUSG00000031198	0	13	0	0	6
ENSMUSG00000095664	3	2	1	0	0
ENSMUSG00000021178	0	0	0	6	6
ENSMUSG00000077127	3	2	1	0	0
ENSMUSG00000031481	3	2	1	0	0
ENSMUSG00000015016	13	8	2	0	4
ENSMUSG00000070526	3	2	1	0	0
ENSMUSG00000055188	3	2	1	0	0
ENSMUSG00000002808	13	13	0	0	1
ENSMUSG00000045928	3	2	1	0	0
ENSMUSG00000096151	3	2	1	0	0
ENSMUSG00000021238	9	14	13	13	8
ENSMUSG00000059005	9	9	6	6	3
ENSMUSG00000005078	13	1	2	0	4
ENSMUSG00000075139	3	2	1	0	0
ENSMUSG00000113960	3	2	1	0	0
ENSMUSG00000034118	13	8	2	0	4
ENSMUSG00000051355	13	12	2	0	4
ENSMUSG00000027833	3	2	1	0	0
ENSMUSG00000005699	3	2	1	0	0
ENSMUSG00000020580	9	14	6	6	3
ENSMUSG00000048100	13	12	2	0	4
ENSMUSG00000019302	11	5	9	6	11
ENSMUSG00000095662	3	2	1	0	0
ENSMUSG00000029298	13	4	3	0	12
ENSMUSG00000052962	13	8	2	0	4
ENSMUSG00000041975	3	8	1	0	0
ENSMUSG00000004267	0	5	9	9	11
ENSMUSG00000050963	3	2	1	0	0
ENSMUSG00000045009	3	2	1	0	0
ENSMUSG00000020125	3	8	1	0	0
ENSMUSG00000060268	3	2	1	0	0
ENSMUSG00000021120	3	8	1	0	0
ENSMUSG00000035653	3	1	1	0	0
ENSMUSG00000092981	3	2	1	0	0
ENSMUSG00000026114	3	2	1	0	0
ENSMUSG00000020251	3	2	1	0	0
ENSMUSG00000044430	3	2	1	0	0
ENSMUSG00000030562	0	0	13	6	8
ENSMUSG00000090470	3	2	1	0	0
ENSMUSG00000035112	13	12	13	0	8
ENSMUSG00000115526	3	2	1	0	0
ENSMUSG00000048155	3	2	1	0	0
ENSMUSG00000073418	6	9	11	10	5
ENSMUSG00000032220	0	4	3	0	13
ENSMUSG00000026975	3	2	1	0	0
ENSMUSG00000040828	3	2	1	0	0
ENSMUSG00000029545	0	7	12	6	13
ENSMUSG00000087132	3	2	1	0	0
ENSMUSG00000086503	14	9	10	5	7
ENSMUSG00000074483	3	8	1	0	0
ENSMUSG00000027438	0	5	9	9	11
ENSMUSG00000020099	13	7	7	0	13
ENSMUSG00000092921	3	2	1	0	0
ENSMUSG00000054252	13	0	12	0	1
ENSMUSG00000030403	0	4	3	6	2
ENSMUSG00000036466	13	1	0	0	6
ENSMUSG00000027601	0	11	6	0	13
ENSMUSG00000039962	3	2	1	0	0
ENSMUSG00000074968	13	13	9	0	1
ENSMUSG00000014748	0	10	12	6	2
ENSMUSG00000038259	3	2	1	0	0
ENSMUSG00000045792	3	2	1	0	0
ENSMUSG00000056973	6	0	11	10	5
ENSMUSG00000097006	3	2	1	0	0
ENSMUSG00000025648	3	8	1	0	4
ENSMUSG00000017344	12	10	11	10	5
ENSMUSG00000056815	3	2	1	0	0
ENSMUSG00000024654	0	5	0	0	6
ENSMUSG00000032531	0	0	12	6	13
ENSMUSG00000036449	3	2	1	0	0
ENSMUSG00000062878	3	2	1	0	0
ENSMUSG00000025418	3	1	2	0	4
ENSMUSG00000020063	13	11	5	0	14
ENSMUSG00000034652	3	3	2	0	14
ENSMUSG00000046699	3	1	0	0	1
ENSMUSG00000092695	3	2	1	0	0
ENSMUSG00000060376	0	0	12	6	6
ENSMUSG00000038451	3	2	1	0	0
ENSMUSG00000073725	0	0	0	6	6
ENSMUSG00000000385	0	7	7	0	13
ENSMUSG00000028479	0	10	7	0	13
ENSMUSG00000009551	3	2	1	0	0
ENSMUSG00000074369	3	7	8	0	9
ENSMUSG00000067399	3	2	1	0	0
ENSMUSG00000032537	3	1	1	0	0
ENSMUSG00000006019	3	8	2	0	4
ENSMUSG00000033417	0	10	6	6	3
ENSMUSG00000024387	0	10	12	6	2
ENSMUSG00000028438	3	8	2	0	0
ENSMUSG00000021420	13	12	2	0	4
ENSMUSG00000015750	0	7	12	0	13
ENSMUSG00000075588	3	2	1	0	0
ENSMUSG00000065593	3	2	1	0	0
ENSMUSG00000038648	0	7	12	0	2
ENSMUSG00000056602	11	0	9	6	11
ENSMUSG00000086278	3	2	1	0	0
ENSMUSG00000099474	3	2	1	0	0
ENSMUSG00000084941	3	2	1	0	0
ENSMUSG00000028378	3	8	2	0	4
ENSMUSG00000006301	0	10	12	6	13
ENSMUSG00000027227	6	14	13	10	8
ENSMUSG00000091956	3	2	1	0	0
ENSMUSG00000054871	3	2	1	0	0
ENSMUSG00000033016	13	4	3	0	12
ENSMUSG00000025521	3	2	1	0	0
ENSMUSG00000026991	11	5	13	6	6
ENSMUSG00000087396	3	8	1	0	0
ENSMUSG00000032423	11	10	6	6	3
ENSMUSG00000067795	3	2	1	0	0
ENSMUSG00000063900	3	2	1	0	0
ENSMUSG00000061392	3	2	1	0	0
ENSMUSG00000028847	13	13	0	0	6
ENSMUSG00000001100	0	0	12	6	6
ENSMUSG00000041261	11	5	0	9	6
ENSMUSG00000027968	13	3	5	0	9
ENSMUSG00000024500	3	13	9	0	1
ENSMUSG00000070448	3	2	1	0	0
ENSMUSG00000093606	3	2	1	0	0
ENSMUSG00000009281	7	7	11	6	5
ENSMUSG00000026755	0	10	6	6	6
ENSMUSG00000019297	13	8	2	0	4
ENSMUSG00000042096	13	12	13	0	8
ENSMUSG00000025007	13	3	5	0	9
ENSMUSG00000021809	13	8	2	0	0
ENSMUSG00000087338	3	2	1	0	0
ENSMUSG00000030722	3	8	1	0	0
ENSMUSG00000073043	3	2	1	0	0
ENSMUSG00000037780	13	8	2	0	4
ENSMUSG00000025647	11	9	3	6	12
ENSMUSG00000019961	11	4	6	6	3
ENSMUSG00000057047	3	2	1	0	0
ENSMUSG00000024754	0	7	12	0	13
ENSMUSG00000023883	13	7	5	0	9
ENSMUSG00000025289	13	3	2	0	4
ENSMUSG00000030235	3	1	2	0	4
ENSMUSG00000028191	13	3	2	0	14
ENSMUSG00000031144	11	6	9	9	11
ENSMUSG00000029227	0	10	6	6	3
ENSMUSG00000052301	3	2	1	0	0
ENSMUSG00000056076	0	10	5	6	2
ENSMUSG00000101969	3	2	1	0	0
ENSMUSG00000027951	0	10	3	6	2
ENSMUSG00000022103	3	12	2	0	1
ENSMUSG00000022248	3	8	1	0	0
ENSMUSG00000022974	0	4	6	0	3
ENSMUSG00000073085	3	2	1	0	0
ENSMUSG00000019278	0	7	13	0	8
ENSMUSG00000037364	0	4	3	6	2
ENSMUSG00000027350	11	6	9	9	11
ENSMUSG00000032737	0	7	12	6	13
ENSMUSG00000074849	3	2	1	0	0
ENSMUSG00000041138	3	2	1	0	0
ENSMUSG00000042229	13	8	2	0	4
ENSMUSG00000027551	3	8	1	0	0
ENSMUSG00000022664	13	7	0	0	6
ENSMUSG00000052373	3	1	2	0	4
ENSMUSG00000095026	3	2	1	0	0
ENSMUSG00000023143	3	8	1	0	0
ENSMUSG00000031839	0	0	0	6	6
ENSMUSG00000039183	13	8	2	0	4
ENSMUSG00000066897	3	2	1	0	0
ENSMUSG00000026032	0	13	0	6	6
ENSMUSG00000060918	3	2	1	0	0
ENSMUSG00000021234	3	2	1	0	0
ENSMUSG00000035932	3	2	1	0	0
ENSMUSG00000037638	3	2	1	0	0
ENSMUSG00000030463	3	2	1	0	0
ENSMUSG00000066037	11	10	6	6	3
ENSMUSG00000071866	10	14	4	5	10
ENSMUSG00000032108	3	2	1	0	0
ENSMUSG00000026779	3	8	1	0	0
ENSMUSG00000117264	3	2	1	0	0
ENSMUSG00000060227	13	13	0	0	6
ENSMUSG00000049674	3	2	1	0	0
ENSMUSG00000058655	9	9	4	6	3
ENSMUSG00000060427	3	8	2	0	0
ENSMUSG00000074870	3	13	12	0	13
ENSMUSG00000021822	11	0	13	13	8
ENSMUSG00000045294	7	10	6	6	3
ENSMUSG00000020601	13	7	6	0	14
ENSMUSG00000057240	3	2	1	0	0
ENSMUSG00000097881	3	2	1	0	0
ENSMUSG00000040940	11	9	3	6	12
ENSMUSG00000073731	3	2	1	0	0
ENSMUSG00000031849	3	2	1	0	0
ENSMUSG00000029434	0	0	12	0	2
ENSMUSG00000034706	3	2	1	0	0
ENSMUSG00000016946	13	8	2	0	4
ENSMUSG00000051732	3	2	1	0	0
ENSMUSG00000048163	13	4	3	0	12
ENSMUSG00000024983	13	7	6	0	1
ENSMUSG00000114382	3	2	1	0	0
ENSMUSG00000071757	13	11	3	0	14
ENSMUSG00000025175	3	2	1	0	0
ENSMUSG00000038872	0	7	12	0	13
ENSMUSG00000027035	0	10	6	0	3
ENSMUSG00000071552	3	2	1	0	0
ENSMUSG00000061974	3	2	1	0	0
ENSMUSG00000017756	0	4	12	6	2
ENSMUSG00000095138	3	2	1	0	0
ENSMUSG00000084549	3	2	1	0	0
ENSMUSG00000024736	13	13	9	0	1
ENSMUSG00000021207	0	13	13	6	8
ENSMUSG00000062624	13	3	11	0	5
ENSMUSG00000100680	3	2	1	0	0
ENSMUSG00000060519	13	3	2	0	4
ENSMUSG00000070378	3	2	1	0	0
ENSMUSG00000039285	0	10	6	6	3
ENSMUSG00000044707	3	2	1	0	0
ENSMUSG00000026479	13	12	12	0	13
ENSMUSG00000031074	3	2	1	0	0
ENSMUSG00000065571	3	2	1	0	0
ENSMUSG00000079114	3	2	1	0	0
ENSMUSG00000039533	13	13	0	0	1
ENSMUSG00000015536	0	7	0	0	6
ENSMUSG00000035057	3	2	1	0	0
ENSMUSG00000021028	3	8	1	0	0
ENSMUSG00000025359	3	12	2	0	4
ENSMUSG00000032349	7	14	4	6	10
ENSMUSG00000092243	3	2	1	0	0
ENSMUSG00000041358	3	2	1	0	0
ENSMUSG00000039540	3	2	1	0	0
ENSMUSG00000089768	3	2	1	0	0
ENSMUSG00000065613	3	2	1	0	0
ENSMUSG00000074261	3	2	1	0	0
ENSMUSG00000049041	3	2	1	0	0
ENSMUSG00000039473	0	4	6	6	2
ENSMUSG00000049680	13	7	12	0	13
ENSMUSG00000024737	3	8	1	0	0
ENSMUSG00000062591	0	5	9	9	11
ENSMUSG00000016921	11	4	6	6	3
ENSMUSG00000065454	3	2	1	0	0
ENSMUSG00000055676	3	2	1	0	0
ENSMUSG00000007989	13	13	9	0	1
ENSMUSG00000091422	3	2	1	0	0
ENSMUSG00000073948	3	2	1	0	0
ENSMUSG00000030730	8	6	10	3	7
ENSMUSG00000043432	3	2	1	0	0
ENSMUSG00000050896	3	2	1	0	0
ENSMUSG00000037851	0	4	5	0	2
ENSMUSG00000094445	3	2	1	0	0
ENSMUSG00000087221	3	2	1	0	0
ENSMUSG00000065484	3	2	1	0	0
ENSMUSG00000043991	11	0	0	6	6
ENSMUSG00000026116	11	9	6	6	3
ENSMUSG00000025409	13	11	3	0	2
ENSMUSG00000093046	3	2	1	0	0
ENSMUSG00000003153	13	13	0	0	1
ENSMUSG00000087775	3	2	1	0	0
ENSMUSG00000022742	13	7	6	0	2
ENSMUSG00000006567	3	8	1	0	0
ENSMUSG00000061723	10	6	10	12	7
ENSMUSG00000097787	3	2	1	0	0
ENSMUSG00000093880	3	2	1	0	0
ENSMUSG00000027360	13	12	13	0	8
ENSMUSG00000078974	13	1	2	0	4
ENSMUSG00000094035	3	2	1	0	0
ENSMUSG00000038026	3	1	9	0	1
ENSMUSG00000044705	3	2	1	0	0
ENSMUSG00000033227	3	2	1	0	0
ENSMUSG00000031613	0	7	12	0	13
ENSMUSG00000029993	13	12	2	0	4
ENSMUSG00000038173	13	1	13	0	4
ENSMUSG00000032322	3	3	5	0	14
ENSMUSG00000097543	3	2	1	0	0
ENSMUSG00000026514	3	1	1	0	0
ENSMUSG00000033644	3	3	5	0	9
ENSMUSG00000074651	3	2	1	0	0
ENSMUSG00000046160	3	1	1	0	0
ENSMUSG00000031506	13	11	5	0	14
ENSMUSG00000066366	4	14	11	8	5
ENSMUSG00000039254	13	8	2	0	4
ENSMUSG00000061731	0	7	12	0	13
ENSMUSG00000040420	3	1	0	0	6
ENSMUSG00000027072	3	2	1	0	0
ENSMUSG00000038400	13	7	12	0	2
ENSMUSG00000036013	3	2	1	0	0
ENSMUSG00000022149	7	12	11	0	5
ENSMUSG00000048997	3	2	1	0	0
ENSMUSG00000087301	3	2	1	0	0
ENSMUSG00000039450	13	12	13	0	8
ENSMUSG00000018914	3	2	1	0	0
ENSMUSG00000010492	3	8	1	0	0
ENSMUSG00000043290	3	2	1	0	0
ENSMUSG00000041995	3	10	8	0	7
ENSMUSG00000037262	3	8	1	0	0
ENSMUSG00000030451	9	9	6	6	3
ENSMUSG00000048644	3	13	9	0	1
ENSMUSG00000035666	13	7	6	0	2
ENSMUSG00000071562	3	2	1	0	0
ENSMUSG00000021211	3	12	7	0	4
ENSMUSG00000058831	3	12	2	0	14
ENSMUSG00000078954	3	2	1	0	0
ENSMUSG00000083757	3	2	1	0	0
ENSMUSG00000022429	3	2	1	0	0
ENSMUSG00000091387	3	2	1	0	0
ENSMUSG00000066357	0	0	12	6	2
ENSMUSG00000025475	3	1	2	0	1
ENSMUSG00000002052	11	10	6	6	2
ENSMUSG00000076256	3	2	1	0	0
ENSMUSG00000030769	3	2	1	0	0
ENSMUSG00000017868	13	12	13	0	8
ENSMUSG00000048562	3	2	1	0	0
ENSMUSG00000001663	7	12	13	0	8
ENSMUSG00000047161	3	2	1	0	0
ENSMUSG00000057835	3	2	1	0	0
ENSMUSG00000040514	3	2	1	0	0
ENSMUSG00000033610	7	0	13	6	8
ENSMUSG00000026355	13	4	5	0	9
ENSMUSG00000027011	13	13	0	0	6
ENSMUSG00000041187	13	4	3	0	12
ENSMUSG00000053873	3	2	1	0	0
ENSMUSG00000099447	3	2	1	0	0
ENSMUSG00000102976	0	4	3	0	2
ENSMUSG00000024044	0	5	9	6	11
ENSMUSG00000055670	11	10	6	6	3
ENSMUSG00000073952	3	2	1	0	0
ENSMUSG00000056758	3	8	1	0	0
ENSMUSG00000059455	3	2	1	0	0
ENSMUSG00000038301	0	0	0	0	6
ENSMUSG00000067365	13	8	2	0	4
ENSMUSG00000031098	3	2	1	0	0
ENSMUSG00000050174	3	2	1	0	0
ENSMUSG00000090000	13	13	0	0	6
ENSMUSG00000030114	3	2	1	0	0
ENSMUSG00000040236	13	3	2	0	4
ENSMUSG00000028952	3	8	1	0	0
ENSMUSG00000002983	13	3	2	0	14
ENSMUSG00000062905	3	2	1	0	0
ENSMUSG00000101088	3	2	1	0	0
ENSMUSG00000031779	3	2	1	0	0
ENSMUSG00000020027	13	12	2	0	4
ENSMUSG00000009535	13	7	0	0	6
ENSMUSG00000052417	3	2	1	0	0
ENSMUSG00000053977	0	4	5	0	12
ENSMUSG00000063163	3	2	1	0	0
ENSMUSG00000044600	0	0	12	0	6
ENSMUSG00000017781	11	14	9	6	11
ENSMUSG00000091879	3	2	1	0	0
ENSMUSG00000026640	0	0	9	6	1
ENSMUSG00000035757	13	12	2	0	4
ENSMUSG00000025857	3	8	1	0	0
ENSMUSG00000045680	3	8	1	0	0
ENSMUSG00000039621	0	4	3	6	12
ENSMUSG00000071724	3	2	1	0	0
ENSMUSG00000047215	5	14	4	5	10
ENSMUSG00000021814	11	10	6	6	3
ENSMUSG00000090097	3	2	1	0	0
ENSMUSG00000109816	3	2	1	0	0
ENSMUSG00000096380	3	2	1	0	0
ENSMUSG00000002257	3	3	5	0	14
ENSMUSG00000028152	13	13	9	0	1
ENSMUSG00000031354	3	10	10	0	7
ENSMUSG00000029044	3	2	1	0	0
ENSMUSG00000097391	3	2	1	0	0
ENSMUSG00000073103	3	2	1	0	0
ENSMUSG00000059552	13	11	3	0	12
ENSMUSG00000000253	13	1	2	0	4
ENSMUSG00000028978	3	8	2	0	4
ENSMUSG00000040249	6	14	4	5	10
ENSMUSG00000030704	11	5	9	9	11
ENSMUSG00000051038	3	2	1	0	0
ENSMUSG00000029073	3	8	1	0	4
ENSMUSG00000056961	3	2	1	0	0
ENSMUSG00000005540	13	4	3	0	12
ENSMUSG00000021461	13	8	2	0	4
ENSMUSG00000081766	3	2	1	0	0
ENSMUSG00000030226	3	1	9	0	1
ENSMUSG00000022546	7	12	11	0	5
ENSMUSG00000030255	13	12	12	0	4
ENSMUSG00000041203	13	11	5	0	2
ENSMUSG00000040621	3	2	1	0	0
ENSMUSG00000023284	3	2	1	0	0
ENSMUSG00000078907	3	2	1	0	0
ENSMUSG00000027599	13	0	0	0	6
ENSMUSG00000094796	3	2	1	0	0
ENSMUSG00000069299	3	2	1	0	0
ENSMUSG00000025212	13	7	12	0	1
ENSMUSG00000028521	13	12	7	0	13
ENSMUSG00000093178	3	2	1	0	0
ENSMUSG00000005232	3	2	1	0	0
ENSMUSG00000020713	3	1	2	0	4
ENSMUSG00000021556	13	0	7	0	13
ENSMUSG00000019897	13	3	2	0	14
ENSMUSG00000019990	13	1	2	0	1
ENSMUSG00000094732	3	2	1	0	0
ENSMUSG00000028300	13	8	2	0	4
ENSMUSG00000052428	0	0	13	6	6
ENSMUSG00000086789	3	2	1	0	0
ENSMUSG00000051920	3	8	8	0	9
ENSMUSG00000022760	3	8	1	0	0
ENSMUSG00000003813	0	7	12	0	2
ENSMUSG00000032435	0	0	12	0	6
ENSMUSG00000063929	3	2	1	0	0
ENSMUSG00000005465	3	3	3	0	14
ENSMUSG00000071477	3	8	2	0	4
ENSMUSG00000011832	13	13	9	0	1
ENSMUSG00000087385	3	2	1	0	0
ENSMUSG00000038524	3	8	1	0	0
ENSMUSG00000020935	3	12	5	0	9
ENSMUSG00000022987	3	2	1	0	0
ENSMUSG00000043782	3	2	1	0	0
ENSMUSG00000054905	3	2	1	0	0
ENSMUSG00000104529	3	2	1	0	0
ENSMUSG00000028878	13	12	2	0	4
ENSMUSG00000001918	11	10	12	6	2
ENSMUSG00000042717	0	7	2	0	6
ENSMUSG00000000296	3	2	1	0	0
ENSMUSG00000042178	3	8	2	0	4
ENSMUSG00000087022	3	2	1	0	0
ENSMUSG00000032015	3	2	1	0	0
ENSMUSG00000037529	3	2	1	0	0
ENSMUSG00000034573	0	10	6	0	2
ENSMUSG00000056665	3	8	1	0	0
ENSMUSG00000075297	3	2	1	0	0
ENSMUSG00000018900	0	7	13	0	8
ENSMUSG00000091144	3	2	1	0	0
ENSMUSG00000056687	3	2	1	0	0
ENSMUSG00000073627	3	2	1	0	0
ENSMUSG00000028063	11	10	12	6	13
ENSMUSG00000025870	3	2	1	0	0
ENSMUSG00000034452	13	10	6	0	3
ENSMUSG00000001665	13	12	2	0	4
ENSMUSG00000074811	3	2	1	0	0
ENSMUSG00000058244	3	2	1	0	0
ENSMUSG00000066894	13	12	7	0	13
ENSMUSG00000074620	3	2	1	0	0
ENSMUSG00000064767	3	2	1	0	0
ENSMUSG00000074361	3	2	1	0	0
ENSMUSG00000025808	3	2	1	0	0
ENSMUSG00000095309	3	2	1	0	0
ENSMUSG00000059854	3	2	1	0	0
ENSMUSG00000034617	13	8	1	0	0
ENSMUSG00000005674	13	13	12	0	6
ENSMUSG00000070550	3	2	1	0	0
ENSMUSG00000031575	13	11	5	0	9
ENSMUSG00000029417	3	8	2	0	0
ENSMUSG00000020083	3	2	1	0	0
ENSMUSG00000031386	11	9	6	6	2
ENSMUSG00000021789	11	0	4	6	10
ENSMUSG00000074346	3	2	1	0	0
ENSMUSG00000101261	3	2	1	0	0
ENSMUSG00000031673	13	7	12	0	1
ENSMUSG00000000149	0	0	12	6	2
ENSMUSG00000078886	13	1	2	0	4
ENSMUSG00000025198	13	11	7	0	13
ENSMUSG00000026531	0	14	10	0	7
ENSMUSG00000087820	3	2	1	0	0
ENSMUSG00000019235	3	2	1	0	0
ENSMUSG00000060613	7	7	11	10	5
ENSMUSG00000047868	3	2	1	0	0
ENSMUSG00000029663	3	7	6	0	14
ENSMUSG00000048065	3	2	1	0	0
ENSMUSG00000034109	0	10	6	0	13
ENSMUSG00000022702	13	11	5	0	9
ENSMUSG00000003099	0	7	12	0	2
ENSMUSG00000036931	3	8	1	0	0
ENSMUSG00000041616	0	0	14	14	7
ENSMUSG00000054236	3	2	1	0	0
ENSMUSG00000094182	3	2	1	0	0
ENSMUSG00000051951	3	1	1	0	0
ENSMUSG00000031197	13	7	0	0	6
ENSMUSG00000066324	11	14	0	6	6
ENSMUSG00000055745	3	1	2	0	4
ENSMUSG00000005362	0	7	0	0	6
ENSMUSG00000023940	3	8	1	0	0
ENSMUSG00000063230	3	2	1	0	0
ENSMUSG00000001844	13	8	2	0	4
ENSMUSG00000020475	11	0	14	6	10
ENSMUSG00000059488	3	2	1	0	0
ENSMUSG00000030641	3	2	1	0	0
ENSMUSG00000026459	3	2	1	0	0
ENSMUSG00000106741	3	2	1	0	0
ENSMUSG00000076994	3	2	1	0	0
ENSMUSG00000061126	3	8	1	0	0
ENSMUSG00000021091	7	7	11	6	5
ENSMUSG00000097044	3	2	1	0	0
ENSMUSG00000042549	3	2	1	0	0
ENSMUSG00000032596	13	4	3	0	12
ENSMUSG00000005069	13	7	12	0	2
ENSMUSG00000046707	0	4	6	0	2
ENSMUSG00000023764	0	4	6	6	3
ENSMUSG00000049692	3	2	1	0	0
ENSMUSG00000021706	13	7	6	0	14
ENSMUSG00000037379	3	2	1	0	0
ENSMUSG00000099724	3	2	1	0	0
ENSMUSG00000035024	13	11	5	0	9
ENSMUSG00000039195	13	1	2	0	1
ENSMUSG00000061028	13	11	5	0	2
ENSMUSG00000055926	3	2	1	0	0
ENSMUSG00000044820	3	2	1	0	0
ENSMUSG00000059474	0	4	6	0	3
ENSMUSG00000015474	13	12	2	0	4
ENSMUSG00000113346	3	2	1	0	0
ENSMUSG00000007415	0	0	0	6	6
ENSMUSG00000064326	3	8	2	0	9
ENSMUSG00000028910	13	12	2	0	4
ENSMUSG00000071653	13	8	2	0	4
ENSMUSG00000055942	3	8	1	0	0
ENSMUSG00000078796	3	2	1	0	0
ENSMUSG00000054517	13	3	2	0	14
ENSMUSG00000074748	0	0	0	6	6
ENSMUSG00000029670	13	8	2	0	4
ENSMUSG00000047155	3	2	1	0	0
ENSMUSG00000001366	13	7	0	0	6
ENSMUSG00000074580	3	2	1	0	0
ENSMUSG00000059895	11	10	3	6	12
ENSMUSG00000046364	9	14	4	6	10
ENSMUSG00000024781	7	10	6	6	3
ENSMUSG00000029576	3	2	1	0	0
ENSMUSG00000045671	13	13	9	0	1
ENSMUSG00000075378	3	2	1	0	0
ENSMUSG00000095970	3	2	1	0	0
ENSMUSG00000085852	3	2	1	0	0
ENSMUSG00000028843	0	4	3	6	12
ENSMUSG00000001288	13	11	2	0	9
ENSMUSG00000050526	3	2	1	0	0
ENSMUSG00000056116	0	4	3	0	12
ENSMUSG00000025505	3	8	1	0	0
ENSMUSG00000057650	3	2	1	0	0
ENSMUSG00000066406	9	9	4	6	12
ENSMUSG00000000183	3	2	1	0	0
ENSMUSG00000024056	3	3	2	0	0
ENSMUSG00000028018	3	8	1	0	0
ENSMUSG00000097855	3	2	1	0	0
ENSMUSG00000058631	3	2	1	0	0
ENSMUSG00000028568	0	0	0	0	6
ENSMUSG00000029771	13	11	3	0	12
ENSMUSG00000021198	13	13	9	0	1
ENSMUSG00000093037	3	2	1	0	0
ENSMUSG00000091897	3	2	1	0	0
ENSMUSG00000041141	3	13	9	0	1
ENSMUSG00000036168	3	2	1	0	0
ENSMUSG00000027556	11	14	7	6	7
ENSMUSG00000064968	3	2	1	0	0
ENSMUSG00000070084	3	2	1	0	0
ENSMUSG00000029405	11	14	6	6	3
ENSMUSG00000027509	13	11	5	0	9
ENSMUSG00000035773	3	2	1	0	0
ENSMUSG00000038112	3	2	1	0	0
ENSMUSG00000058297	11	6	9	9	11
ENSMUSG00000035864	11	6	9	9	11
ENSMUSG00000004798	0	0	6	6	6
ENSMUSG00000019539	13	3	2	0	4
ENSMUSG00000060032	13	12	2	0	4
ENSMUSG00000102222	3	2	1	0	0
ENSMUSG00000067909	3	2	1	0	0
ENSMUSG00000100182	3	2	1	0	0
ENSMUSG00000030534	13	3	2	0	4
ENSMUSG00000034928	0	10	12	6	2
ENSMUSG00000027291	0	4	6	0	2
ENSMUSG00000023988	13	8	2	0	4
ENSMUSG00000016494	0	10	12	6	13
ENSMUSG00000030120	11	14	9	6	11
ENSMUSG00000047515	3	2	1	0	0
ENSMUSG00000039316	13	3	3	0	14
ENSMUSG00000031078	0	0	12	6	13
ENSMUSG00000065553	3	2	1	0	0
