gene	gmm_cluster	hdbscan_cluster	spectral_cluster	consensus_cluster
ENSMUSG00000022584	5	-1	0	0
ENSMUSG00000005374	7	-1	2	13
ENSMUSG00000027956	12	1	2	4
ENSMUSG00000074336	14	-1	8	12
ENSMUSG00000091586	12	1	2	4
ENSMUSG00000039568	6	-1	0	0
ENSMUSG00000025156	3	-1	0	6
ENSMUSG00000106943	11	1	11	3
ENSMUSG00000060112	2	1	11	10
ENSMUSG00000095172	2	1	3	2
ENSMUSG00000022723	3	-1	0	6
ENSMUSG00000065878	2	1	11	10
ENSMUSG00000021592	12	1	2	4
ENSMUSG00000029211	6	-1	9	5
ENSMUSG00000027939	1	1	11	3
ENSMUSG00000040413	12	1	2	4
ENSMUSG00000078591	10	1	9	5
ENSMUSG00000022126	1	1	11	3
ENSMUSG00000050410	12	1	2	4
ENSMUSG00000074158	12	1	2	4
ENSMUSG00000089219	2	1	7	2
ENSMUSG00000059205	2	1	11	10
ENSMUSG00000043090	9	-1	0	8
ENSMUSG00000038539	5	-1	2	0
ENSMUSG00000039953	8	-1	9	5
ENSMUSG00000018796	8	-1	0	7
ENSMUSG00000027439	4	-1	0	0
ENSMUSG00000054568	7	1	10	1
ENSMUSG00000097993	11	1	2	9
ENSMUSG00000028809	3	-1	0	6
ENSMUSG00000022623	6	-1	9	5
ENSMUSG00000054723	12	1	2	4
ENSMUSG00000044938	5	-1	0	0
ENSMUSG00000096717	2	1	3	2
ENSMUSG00000079276	2	1	3	2
ENSMUSG00000024759	3	-1	0	6
ENSMUSG00000064084	1	1	10	3
ENSMUSG00000022983	0	-1	0	11
ENSMUSG00000048502	1	1	2	1
ENSMUSG00000043079	6	-1	9	5
ENSMUSG00000085287	1	1	11	3
ENSMUSG00000068817	2	1	3	2
ENSMUSG00000092130	2	1	11	10
ENSMUSG00000097587	11	1	10	9
ENSMUSG00000089942	7	1	0	1
ENSMUSG00000019528	5	-1	2	0
ENSMUSG00000002342	7	-1	2	13
ENSMUSG00000036167	0	-1	0	11
ENSMUSG00000024668	9	-1	0	8
ENSMUSG00000035007	7	1	2	1
ENSMUSG00000025754	11	1	11	3
ENSMUSG00000028982	10	1	2	1
ENSMUSG00000057444	2	1	3	2
ENSMUSG00000070319	0	-1	0	11
ENSMUSG00000070305	7	1	2	1
ENSMUSG00000059475	7	1	2	1
ENSMUSG00000032089	13	1	0	14
ENSMUSG00000085845	1	1	11	3
ENSMUSG00000075566	11	1	14	9
ENSMUSG00000028850	11	1	2	9
ENSMUSG00000091260	2	1	3	2
ENSMUSG00000039219	9	0	0	8
ENSMUSG00000037171	2	1	11	10
ENSMUSG00000030674	7	1	2	1
ENSMUSG00000049734	12	1	2	4
ENSMUSG00000038811	7	1	0	1
ENSMUSG00000052922	2	1	11	10
ENSMUSG00000040820	7	1	2	1
ENSMUSG00000039345	12	1	2	4
ENSMUSG00000026965	0	-1	0	11
ENSMUSG00000050377	12	1	2	4
ENSMUSG00000018651	12	1	2	4
ENSMUSG00000062563	11	1	2	9
ENSMUSG00000006517	12	1	2	4
ENSMUSG00000027249	14	1	8	12
ENSMUSG00000048218	7	1	2	1
ENSMUSG00000073639	3	-1	0	6
ENSMUSG00000058914	7	1	2	1
ENSMUSG00000094595	11	1	2	9
ENSMUSG00000014773	7	1	2	1
ENSMUSG00000064329	4	1	9	5
ENSMUSG00000025470	12	1	2	4
ENSMUSG00000026573	1	1	11	3
ENSMUSG00000053217	2	1	3	2
ENSMUSG00000100119	1	1	10	3
ENSMUSG00000020776	0	-1	0	11
ENSMUSG00000056457	5	1	6	0
ENSMUSG00000070618	2	1	3	2
ENSMUSG00000015189	4	-1	0	0
ENSMUSG00000012187	7	-1	5	13
ENSMUSG00000059810	13	-1	0	14
ENSMUSG00000087309	2	1	3	2
ENSMUSG00000005763	5	-1	0	0
ENSMUSG00000037001	12	1	2	4
ENSMUSG00000020152	3	-1	0	6
ENSMUSG00000040322	5	-1	0	0
ENSMUSG00000110009	2	1	3	2
ENSMUSG00000109020	2	1	3	2
ENSMUSG00000045005	5	-1	0	0
ENSMUSG00000019301	2	1	11	10
ENSMUSG00000100094	7	1	8	1
ENSMUSG00000025128	10	1	9	5
ENSMUSG00000029279	5	1	13	0
ENSMUSG00000032394	1	1	11	3
ENSMUSG00000045381	1	1	11	3
ENSMUSG00000025551	4	1	9	5
ENSMUSG00000027012	9	-1	0	8
ENSMUSG00000026728	8	-1	0	7
ENSMUSG00000111767	2	1	11	10
ENSMUSG00000047897	1	1	11	3
ENSMUSG00000028707	1	1	11	3
ENSMUSG00000091859	1	1	11	3
ENSMUSG00000038570	11	1	2	9
ENSMUSG00000063672	2	1	11	10
ENSMUSG00000096029	2	1	11	10
ENSMUSG00000038721	12	1	2	4
ENSMUSG00000036644	3	-1	0	6
ENSMUSG00000035606	7	1	2	1
ENSMUSG00000079642	2	1	11	10
ENSMUSG00000078485	5	-1	14	0
ENSMUSG00000028036	7	1	2	1
ENSMUSG00000037907	10	1	9	5
ENSMUSG00000091017	2	1	11	10
ENSMUSG00000039238	7	1	14	1
ENSMUSG00000030611	12	1	2	4
ENSMUSG00000037868	12	1	14	4
ENSMUSG00000051160	11	1	10	9
ENSMUSG00000077506	2	1	11	10
ENSMUSG00000065557	2	1	3	2
ENSMUSG00000096051	2	1	11	10
ENSMUSG00000048827	11	1	2	9
ENSMUSG00000038074	12	1	2	4
ENSMUSG00000043843	12	1	2	4
ENSMUSG00000037111	3	-1	0	6
ENSMUSG00000030142	11	1	2	9
ENSMUSG00000066900	3	-1	0	6
ENSMUSG00000026473	8	-1	9	5
ENSMUSG00000051998	13	1	0	14
ENSMUSG00000079262	14	-1	0	0
ENSMUSG00000054150	7	-1	2	13
ENSMUSG00000042115	5	-1	0	0
ENSMUSG00000035086	9	-1	0	8
ENSMUSG00000022613	8	-1	0	7
ENSMUSG00000074952	2	1	3	2
ENSMUSG00000000827	3	-1	0	6
ENSMUSG00000000355	7	1	2	1
ENSMUSG00000005705	2	1	11	10
ENSMUSG00000038150	5	-1	0	0
ENSMUSG00000065447	2	1	3	2
ENSMUSG00000022377	3	-1	0	6
ENSMUSG00000057789	5	-1	0	0
ENSMUSG00000036634	6	1	9	5
ENSMUSG00000049739	9	-1	0	8
ENSMUSG00000052688	12	1	2	4
ENSMUSG00000065485	2	1	3	2
ENSMUSG00000048537	3	-1	0	6
ENSMUSG00000065016	12	1	2	4
ENSMUSG00000011154	1	1	11	3
ENSMUSG00000034793	7	-1	2	13
ENSMUSG00000058132	2	1	11	10
ENSMUSG00000079334	12	1	2	4
ENSMUSG00000030672	8	-1	0	7
ENSMUSG00000027433	9	-1	0	8
ENSMUSG00000042121	0	-1	0	11
ENSMUSG00000022116	2	1	3	2
ENSMUSG00000006527	5	-1	2	0
ENSMUSG00000070797	8	-1	6	7
ENSMUSG00000021187	7	-1	5	13
ENSMUSG00000039100	3	-1	0	6
ENSMUSG00000092528	11	1	2	9
ENSMUSG00000042042	5	-1	0	0
ENSMUSG00000050148	6	-1	9	5
ENSMUSG00000092752	2	1	7	2
ENSMUSG00000043140	12	1	2	4
ENSMUSG00000062760	10	-1	9	5
ENSMUSG00000005813	9	-1	0	8
ENSMUSG00000039496	12	1	10	4
ENSMUSG00000028868	9	-1	0	8
ENSMUSG00000046518	2	1	3	2
ENSMUSG00000044533	8	-1	0	7
ENSMUSG00000040479	3	-1	0	6
ENSMUSG00000021604	12	1	2	4
ENSMUSG00000049357	1	1	11	3
ENSMUSG00000024787	12	1	2	4
ENSMUSG00000042684	12	1	2	4
ENSMUSG00000031896	8	-1	4	7
ENSMUSG00000027165	7	-1	2	13
ENSMUSG00000034771	7	-1	2	13
ENSMUSG00000028838	10	-1	2	13
ENSMUSG00000076236	2	1	7	2
ENSMUSG00000006705	7	-1	0	0
ENSMUSG00000051550	12	1	2	4
ENSMUSG00000025507	12	1	2	4
ENSMUSG00000027925	2	1	3	2
ENSMUSG00000000125	12	1	2	4
ENSMUSG00000075209	2	1	11	10
ENSMUSG00000068062	1	1	11	3
ENSMUSG00000041544	12	1	2	4
ENSMUSG00000020672	12	1	2	4
ENSMUSG00000061455	0	-1	0	11
ENSMUSG00000075141	1	1	11	3
ENSMUSG00000074652	7	1	2	1
ENSMUSG00000051177	6	-1	9	5
ENSMUSG00000071719	11	1	2	9
ENSMUSG00000078546	11	1	2	9
ENSMUSG00000048832	7	1	2	1
ENSMUSG00000028093	7	-1	2	13
ENSMUSG00000079415	11	1	2	9
ENSMUSG00000090436	1	1	11	3
ENSMUSG00000109631	2	1	3	2
ENSMUSG00000028164	14	-1	0	0
ENSMUSG00000050961	2	1	3	2
ENSMUSG00000006476	6	-1	9	5
ENSMUSG00000049052	2	1	3	2
ENSMUSG00000033044	7	1	2	1
ENSMUSG00000097712	2	1	11	10
ENSMUSG00000019303	11	1	2	9
ENSMUSG00000086392	11	1	11	3
ENSMUSG00000031875	7	-1	2	13
ENSMUSG00000014195	9	-1	0	8
ENSMUSG00000032449	9	-1	0	8
ENSMUSG00000045326	11	1	2	9
ENSMUSG00000005949	7	1	2	1
ENSMUSG00000039686	6	-1	0	0
ENSMUSG00000065538	2	1	7	2
ENSMUSG00000040712	6	-1	9	5
ENSMUSG00000096883	11	1	2	9
ENSMUSG00000022437	3	-1	0	6
ENSMUSG00000086283	1	1	11	3
ENSMUSG00000005202	2	1	11	10
ENSMUSG00000067010	1	1	11	3
ENSMUSG00000057880	3	-1	0	6
ENSMUSG00000055991	12	1	2	4
ENSMUSG00000029394	0	-1	0	11
ENSMUSG00000025421	4	-1	0	0
ENSMUSG00000024991	3	-1	0	6
ENSMUSG00000051832	11	1	10	9
ENSMUSG00000092171	2	1	11	10
ENSMUSG00000095959	12	1	10	4
ENSMUSG00000041696	12	1	2	4
ENSMUSG00000094282	2	1	3	2
ENSMUSG00000046262	5	1	2	1
ENSMUSG00000005547	14	-1	8	12
ENSMUSG00000071522	2	1	11	10
ENSMUSG00000043518	12	1	2	4
ENSMUSG00000034532	11	1	2	9
ENSMUSG00000011305	7	-1	2	13
ENSMUSG00000021671	10	1	2	1
ENSMUSG00000046486	2	1	11	10
ENSMUSG00000022024	4	-1	0	0
ENSMUSG00000063394	1	1	11	3
ENSMUSG00000028857	5	-1	2	0
ENSMUSG00000085089	1	1	11	3
ENSMUSG00000079009	1	1	11	3
ENSMUSG00000078025	2	1	7	2
ENSMUSG00000026526	3	-1	0	6
ENSMUSG00000037014	1	1	2	1
ENSMUSG00000002731	12	1	2	4
ENSMUSG00000073946	2	1	3	2
ENSMUSG00000058600	3	-1	0	6
ENSMUSG00000099207	1	1	11	3
ENSMUSG00000070458	12	1	10	4
ENSMUSG00000025980	3	-1	0	6
ENSMUSG00000035585	5	-1	2	0
ENSMUSG00000115697	12	1	10	4
ENSMUSG00000054746	2	1	11	10
ENSMUSG00000098659	2	1	11	10
ENSMUSG00000037933	9	-1	0	8
ENSMUSG00000024483	9	-1	0	8
ENSMUSG00000048280	9	-1	0	8
ENSMUSG00000039215	2	1	3	2
ENSMUSG00000029409	2	1	3	2
ENSMUSG00000002870	0	-1	2	11
ENSMUSG00000070298	2	1	11	10
ENSMUSG00000037149	3	-1	0	6
ENSMUSG00000037119	9	-1	0	8
ENSMUSG00000029535	12	1	2	4
ENSMUSG00000071000	2	1	11	10
ENSMUSG00000046643	2	1	11	10
ENSMUSG00000024527	3	-1	0	6
ENSMUSG00000095864	11	1	10	9
ENSMUSG00000035085	1	1	11	3
ENSMUSG00000027961	7	1	2	1
ENSMUSG00000045109	12	1	14	4
ENSMUSG00000047230	14	-1	0	0
ENSMUSG00000028102	10	1	2	1
ENSMUSG00000030357	3	-1	0	6
ENSMUSG00000030798	13	-1	0	14
ENSMUSG00000051316	5	-1	2	0
ENSMUSG00000074776	1	1	11	3
ENSMUSG00000005580	5	-1	2	0
ENSMUSG00000020697	0	-1	0	11
ENSMUSG00000035305	12	1	2	4
ENSMUSG00000032726	1	1	11	3
ENSMUSG00000004936	3	-1	0	6
ENSMUSG00000076051	2	1	7	2
ENSMUSG00000031139	11	1	2	9
ENSMUSG00000037857	9	0	0	8
ENSMUSG00000059857	10	1	2	1
ENSMUSG00000021684	6	-1	9	5
ENSMUSG00000108106	2	1	3	2
ENSMUSG00000047675	8	-1	0	7
ENSMUSG00000059336	7	-1	2	13
ENSMUSG00000031393	3	-1	0	6
ENSMUSG00000028678	7	1	2	1
ENSMUSG00000026012	5	-1	0	0
ENSMUSG00000039715	12	1	2	4
ENSMUSG00000071138	2	1	3	2
ENSMUSG00000027261	14	1	8	12
ENSMUSG00000059280	2	1	3	2
ENSMUSG00000034059	10	-1	2	13
ENSMUSG00000027196	1	1	11	3
ENSMUSG00000028796	0	-1	0	11
ENSMUSG00000048981	5	1	14	0
ENSMUSG00000050390	5	-1	0	0
ENSMUSG00000056910	1	1	11	3
ENSMUSG00000035725	5	-1	0	0
ENSMUSG00000048442	11	1	2	9
ENSMUSG00000044624	2	1	11	10
ENSMUSG00000062190	4	1	9	5
ENSMUSG00000021175	12	1	2	4
ENSMUSG00000110206	7	1	0	1
ENSMUSG00000025902	12	1	2	4
ENSMUSG00000026603	5	-1	2	0
ENSMUSG00000063764	2	1	3	2
ENSMUSG00000050810	8	1	13	7
ENSMUSG00000025557	5	-1	0	0
ENSMUSG00000090101	2	1	11	10
ENSMUSG00000022674	4	-1	0	0
ENSMUSG00000063838	12	1	2	4
ENSMUSG00000074194	12	1	2	4
ENSMUSG00000042116	7	-1	2	13
ENSMUSG00000074826	1	1	11	3
ENSMUSG00000052236	2	1	11	10
ENSMUSG00000031505	5	-1	0	0
ENSMUSG00000083457	2	1	11	10
ENSMUSG00000050503	7	1	2	1
ENSMUSG00000022801	9	-1	0	8
ENSMUSG00000031918	9	-1	0	8
ENSMUSG00000027931	5	-1	0	0
ENSMUSG00000029458	9	-1	0	8
ENSMUSG00000068259	2	1	11	10
ENSMUSG00000044453	7	1	2	1
ENSMUSG00000023191	12	1	2	4
ENSMUSG00000031870	10	1	2	1
ENSMUSG00000079426	3	-1	0	6
ENSMUSG00000092164	2	1	11	10
ENSMUSG00000020706	0	-1	0	11
ENSMUSG00000072066	11	1	2	9
ENSMUSG00000075266	11	1	2	9
ENSMUSG00000034789	7	1	2	1
ENSMUSG00000006445	5	-1	2	0
ENSMUSG00000027309	3	-1	0	6
ENSMUSG00000023009	7	1	2	1
ENSMUSG00000044156	7	1	2	1
ENSMUSG00000024486	12	1	2	4
ENSMUSG00000059498	7	-1	0	0
ENSMUSG00000053093	8	-1	0	7
ENSMUSG00000096405	11	1	10	9
ENSMUSG00000041264	9	-1	0	8
ENSMUSG00000028729	0	-1	0	11
ENSMUSG00000065577	2	1	3	2
ENSMUSG00000025952	8	-1	5	7
ENSMUSG00000021099	12	1	2	4
ENSMUSG00000020235	0	-1	0	11
ENSMUSG00000033545	5	-1	0	0
ENSMUSG00000028145	12	1	2	4
ENSMUSG00000035451	12	1	2	4
ENSMUSG00000018362	5	-1	0	0
ENSMUSG00000038580	5	1	6	0
ENSMUSG00000030666	1	1	11	3
ENSMUSG00000070856	1	1	11	3
ENSMUSG00000062132	2	1	11	10
ENSMUSG00000096254	2	1	3	2
ENSMUSG00000064110	2	1	3	2
ENSMUSG00000034813	12	1	2	4
ENSMUSG00000061132	13	-1	0	14
ENSMUSG00000114922	2	1	11	10
ENSMUSG00000093866	11	1	10	9
ENSMUSG00000003308	0	-1	0	11
ENSMUSG00000026502	0	-1	0	11
ENSMUSG00000021557	4	-1	9	5
ENSMUSG00000053838	3	-1	0	6
ENSMUSG00000001518	7	1	2	1
ENSMUSG00000055609	2	1	3	2
ENSMUSG00000026028	3	-1	0	6
ENSMUSG00000029084	13	-1	0	14
ENSMUSG00000022312	3	-1	0	6
ENSMUSG00000043664	11	1	2	9
ENSMUSG00000013236	6	-1	9	5
ENSMUSG00000061039	11	1	11	3
ENSMUSG00000029620	2	1	3	2
ENSMUSG00000045625	11	1	2	9
ENSMUSG00000076455	2	1	7	2
ENSMUSG00000059588	8	-1	0	7
ENSMUSG00000039252	10	1	9	5
ENSMUSG00000027794	7	1	2	1
ENSMUSG00000064373	8	-1	8	7
ENSMUSG00000015224	10	1	9	5
ENSMUSG00000080573	2	1	11	10
ENSMUSG00000042734	10	-1	9	5
ENSMUSG00000040310	11	1	11	3
ENSMUSG00000085320	2	1	11	10
ENSMUSG00000046447	8	-1	9	5
ENSMUSG00000061479	0	-1	2	11
ENSMUSG00000017861	7	1	2	1
ENSMUSG00000046854	2	1	11	10
ENSMUSG00000019132	3	-1	0	6
ENSMUSG00000001542	3	-1	0	6
ENSMUSG00000057903	1	1	11	3
ENSMUSG00000036751	8	-1	0	7
ENSMUSG00000041219	7	-1	2	13
ENSMUSG00000045107	11	1	2	9
ENSMUSG00000032841	12	1	2	4
ENSMUSG00000021701	6	-1	9	5
ENSMUSG00000021391	11	1	2	9
ENSMUSG00000041556	5	-1	9	5
ENSMUSG00000046041	1	1	11	3
ENSMUSG00000029452	7	1	2	1
ENSMUSG00000076983	2	1	3	2
ENSMUSG00000031424	2	1	11	10
ENSMUSG00000068437	2	1	3	2
ENSMUSG00000036864	12	1	2	4
ENSMUSG00000047409	5	-1	0	0
ENSMUSG00000052336	7	-1	2	13
ENSMUSG00000047632	11	1	2	9
ENSMUSG00000006736	14	-1	0	0
ENSMUSG00000012076	10	1	9	5
ENSMUSG00000054942	4	-1	9	5
ENSMUSG00000020698	2	1	11	10
ENSMUSG00000042333	7	1	0	1
ENSMUSG00000023926	7	1	2	1
ENSMUSG00000030443	11	1	2	9
ENSMUSG00000058173	11	1	2	9
ENSMUSG00000030373	8	1	6	7
ENSMUSG00000078031	2	1	7	2
ENSMUSG00000032309	14	-1	0	0
ENSMUSG00000005947	12	1	2	4
ENSMUSG00000079120	2	1	3	2
ENSMUSG00000027353	12	1	2	4
ENSMUSG00000021256	11	1	2	9
ENSMUSG00000029110	9	-1	0	8
ENSMUSG00000022774	0	-1	2	11
ENSMUSG00000020435	5	1	12	0
ENSMUSG00000041660	14	-1	8	12
ENSMUSG00000032329	0	-1	0	11
ENSMUSG00000006143	5	1	5	0
ENSMUSG00000028582	0	-1	0	11
ENSMUSG00000020295	2	1	11	10
ENSMUSG00000075410	12	1	2	4
ENSMUSG00000060924	6	-1	9	5
ENSMUSG00000022876	7	1	0	1
ENSMUSG00000101583	2	1	11	10
ENSMUSG00000025439	9	-1	0	8
ENSMUSG00000034485	5	-1	0	0
ENSMUSG00000028328	5	-1	0	0
ENSMUSG00000108674	2	1	11	10
ENSMUSG00000059891	2	1	11	10
ENSMUSG00000025875	12	1	2	4
ENSMUSG00000045679	7	1	2	1
ENSMUSG00000027339	13	-1	0	14
ENSMUSG00000070644	14	1	8	12
ENSMUSG00000027198	0	-1	0	11
ENSMUSG00000093769	1	1	11	3
ENSMUSG00000077925	2	1	3	2
ENSMUSG00000019577	8	-1	0	7
ENSMUSG00000028023	7	1	2	1
ENSMUSG00000088491	2	1	3	2
ENSMUSG00000024505	11	1	11	3
ENSMUSG00000023243	14	-1	0	0
ENSMUSG00000039087	9	-1	0	8
ENSMUSG00000002981	3	-1	0	6
ENSMUSG00000030281	7	1	2	1
ENSMUSG00000093140	2	1	3	2
ENSMUSG00000031133	13	-1	0	14
ENSMUSG00000016534	8	-1	0	7
ENSMUSG00000008140	6	-1	0	0
ENSMUSG00000052730	1	1	11	3
ENSMUSG00000024232	12	1	2	4
ENSMUSG00000036162	2	1	3	2
ENSMUSG00000022231	3	-1	0	6
ENSMUSG00000075148	2	1	3	2
ENSMUSG00000097316	11	1	11	3
ENSMUSG00000091006	12	1	10	4
ENSMUSG00000036437	12	1	2	4
ENSMUSG00000089139	2	1	3	2
ENSMUSG00000103255	11	1	2	9
ENSMUSG00000044701	2	1	11	10
ENSMUSG00000094098	1	1	11	3
ENSMUSG00000027427	7	1	0	1
ENSMUSG00000031622	0	-1	0	11
ENSMUSG00000035960	7	-1	2	13
ENSMUSG00000036186	10	1	2	1
ENSMUSG00000041560	3	-1	0	6
ENSMUSG00000024309	7	-1	2	13
ENSMUSG00000024256	11	1	2	9
ENSMUSG00000026918	0	-1	0	11
ENSMUSG00000079557	3	-1	0	6
ENSMUSG00000036120	12	1	2	4
ENSMUSG00000038457	1	1	11	3
ENSMUSG00000039361	3	-1	0	6
ENSMUSG00000062931	10	1	2	1
ENSMUSG00000029155	11	1	2	9
ENSMUSG00000107623	2	1	3	2
ENSMUSG00000112693	11	1	11	3
ENSMUSG00000048222	9	-1	0	8
ENSMUSG00000032777	3	-1	0	6
ENSMUSG00000038884	5	-1	2	0
ENSMUSG00000018919	2	1	11	10
ENSMUSG00000045341	1	1	11	3
ENSMUSG00000100916	2	1	3	2
ENSMUSG00000059495	3	-1	0	6
ENSMUSG00000068394	7	1	2	1
ENSMUSG00000015053	7	-1	2	13
ENSMUSG00000020461	2	1	11	10
ENSMUSG00000001655	12	1	14	4
ENSMUSG00000078877	10	1	2	1
ENSMUSG00000033419	6	-1	9	5
ENSMUSG00000037474	7	1	2	1
ENSMUSG00000021795	5	-1	0	0
ENSMUSG00000042705	12	1	2	4
ENSMUSG00000024566	9	-1	0	8
ENSMUSG00000027132	7	-1	2	13
ENSMUSG00000023004	8	-1	0	7
ENSMUSG00000020695	5	-1	2	0
ENSMUSG00000022184	11	1	2	9
ENSMUSG00000031162	12	1	2	4
ENSMUSG00000103092	11	1	2	9
ENSMUSG00000029830	11	1	2	9
ENSMUSG00000056342	3	-1	0	6
ENSMUSG00000088373	2	1	7	2
ENSMUSG00000003484	7	1	2	1
ENSMUSG00000032572	12	1	2	4
ENSMUSG00000092761	2	1	11	10
ENSMUSG00000062074	1	1	11	3
ENSMUSG00000063882	8	-1	0	7
ENSMUSG00000015085	12	1	2	4
ENSMUSG00000019173	3	-1	0	6
ENSMUSG00000026042	8	-1	0	7
ENSMUSG00000040650	11	1	2	9
ENSMUSG00000114790	2	1	11	10
ENSMUSG00000025838	2	1	3	2
ENSMUSG00000031935	0	1	2	1
ENSMUSG00000042895	7	-1	0	0
ENSMUSG00000019139	0	-1	2	11
ENSMUSG00000040165	12	1	2	4
ENSMUSG00000021477	8	-1	0	7
ENSMUSG00000033883	7	1	2	1
ENSMUSG00000044433	5	-1	2	0
ENSMUSG00000025060	3	-1	0	6
ENSMUSG00000075033	7	1	0	1
ENSMUSG00000115507	2	1	11	10
ENSMUSG00000040350	13	-1	0	14
ENSMUSG00000042258	12	1	2	4
ENSMUSG00000025231	7	-1	0	0
ENSMUSG00000024346	5	-1	0	0
ENSMUSG00000031012	4	-1	0	0
ENSMUSG00000014444	0	-1	0	11
ENSMUSG00000046916	12	1	2	4
ENSMUSG00000085566	12	1	10	4
ENSMUSG00000045331	2	1	11	10
ENSMUSG00000038240	12	1	2	4
ENSMUSG00000094338	7	-1	2	13
ENSMUSG00000021748	3	-1	0	6
ENSMUSG00000067653	8	-1	0	7
ENSMUSG00000029096	5	-1	0	0
ENSMUSG00000053799	5	-1	0	0
ENSMUSG00000039089	13	-1	0	14
ENSMUSG00000026556	7	-1	14	13
ENSMUSG00000047889	12	1	2	4
ENSMUSG00000032508	7	1	2	1
ENSMUSG00000037204	12	1	2	4
ENSMUSG00000028452	3	-1	0	6
ENSMUSG00000021608	5	-1	0	0
ENSMUSG00000071266	7	1	2	1
ENSMUSG00000039831	3	-1	0	6
ENSMUSG00000026649	11	1	2	9
ENSMUSG00000029283	7	1	2	1
ENSMUSG00000074441	2	1	3	2
ENSMUSG00000037966	5	-1	2	0
ENSMUSG00000030061	4	0	0	0
ENSMUSG00000043727	1	1	11	3
ENSMUSG00000040118	3	-1	9	5
ENSMUSG00000028608	7	1	2	1
ENSMUSG00000085438	8	-1	9	5
ENSMUSG00000069823	2	1	11	10
ENSMUSG00000021643	11	1	2	9
ENSMUSG00000020623	12	1	2	4
ENSMUSG00000079036	7	1	2	1
ENSMUSG00000037606	5	-1	0	0
ENSMUSG00000071637	12	1	2	4
ENSMUSG00000028115	12	1	14	4
ENSMUSG00000024376	12	1	2	4
ENSMUSG00000046861	0	-1	0	11
ENSMUSG00000024726	5	-1	0	0
ENSMUSG00000029307	7	-1	2	13
ENSMUSG00000085763	2	1	11	10
ENSMUSG00000021991	10	1	9	5
ENSMUSG00000025728	3	-1	0	6
ENSMUSG00000073920	2	1	11	10
ENSMUSG00000042751	4	1	9	5
ENSMUSG00000059326	7	-1	2	13
ENSMUSG00000036578	12	1	2	4
ENSMUSG00000039081	7	1	2	1
ENSMUSG00000112364	2	1	3	2
ENSMUSG00000066007	11	1	2	9
ENSMUSG00000032468	4	-1	0	0
ENSMUSG00000000384	0	-1	0	11
ENSMUSG00000073111	1	1	10	3
ENSMUSG00000027419	6	1	9	5
ENSMUSG00000050271	7	-1	2	13
ENSMUSG00000065476	2	1	3	2
ENSMUSG00000023267	12	1	2	4
ENSMUSG00000074634	12	1	2	4
ENSMUSG00000030126	9	-1	0	8
ENSMUSG00000078942	5	-1	0	0
ENSMUSG00000026936	2	1	3	2
ENSMUSG00000073538	12	1	2	4
ENSMUSG00000034997	12	1	2	4
ENSMUSG00000020916	11	1	14	9
ENSMUSG00000031376	4	-1	9	5
ENSMUSG00000089570	2	1	3	2
ENSMUSG00000037643	3	-1	0	6
ENSMUSG00000092201	11	1	2	9
ENSMUSG00000110521	2	1	11	10
ENSMUSG00000034825	4	1	9	5
ENSMUSG00000048337	11	1	2	9
ENSMUSG00000032359	3	-1	0	6
ENSMUSG00000041073	10	1	2	1
ENSMUSG00000095217	5	-1	1	0
ENSMUSG00000069255	7	1	2	1
ENSMUSG00000063904	0	-1	0	11
ENSMUSG00000064984	2	1	11	10
ENSMUSG00000085157	2	1	3	2
ENSMUSG00000050106	7	1	0	1
ENSMUSG00000025264	4	-1	9	5
ENSMUSG00000037563	8	-1	0	7
ENSMUSG00000051209	2	1	3	2
ENSMUSG00000015134	12	1	2	4
ENSMUSG00000102785	2	1	11	10
ENSMUSG00000025332	3	-1	0	6
ENSMUSG00000085333	2	1	11	10
ENSMUSG00000047371	12	1	2	4
ENSMUSG00000063235	7	-1	2	13
ENSMUSG00000022537	10	1	9	5
ENSMUSG00000020634	4	-1	0	0
ENSMUSG00000094700	2	1	3	2
ENSMUSG00000070427	12	1	2	4
ENSMUSG00000059149	9	-1	0	8
ENSMUSG00000030091	13	-1	0	14
ENSMUSG00000013523	6	-1	9	5
ENSMUSG00000030498	14	-1	0	0
ENSMUSG00000033963	2	1	11	10
ENSMUSG00000037722	14	-1	0	0
ENSMUSG00000021590	2	1	11	10
ENSMUSG00000021311	0	-1	0	11
ENSMUSG00000030751	9	-1	0	8
ENSMUSG00000101483	1	1	11	3
ENSMUSG00000040174	12	1	2	4
ENSMUSG00000045102	1	1	11	3
ENSMUSG00000092847	2	1	7	2
ENSMUSG00000051180	2	1	11	10
ENSMUSG00000041923	10	1	9	5
ENSMUSG00000042349	13	-1	0	14
ENSMUSG00000104375	11	1	11	3
ENSMUSG00000000317	7	1	2	1
ENSMUSG00000032212	9	-1	0	8
ENSMUSG00000036381	12	1	2	4
ENSMUSG00000053279	8	-1	0	7
ENSMUSG00000087365	11	1	2	9
ENSMUSG00000045817	9	-1	0	8
ENSMUSG00000015312	12	1	2	4
ENSMUSG00000038683	0	-1	2	11
ENSMUSG00000022142	0	-1	0	11
ENSMUSG00000058427	1	1	11	3
ENSMUSG00000038523	2	1	3	2
ENSMUSG00000025903	3	-1	0	6
ENSMUSG00000027581	6	-1	9	5
ENSMUSG00000072825	6	-1	9	5
ENSMUSG00000042607	1	1	11	3
ENSMUSG00000020496	3	-1	0	6
ENSMUSG00000037275	0	-1	2	11
ENSMUSG00000048581	11	1	2	9
ENSMUSG00000024944	7	-1	2	13
